batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_cost(원),assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B1,,4,9,5,44,06:24,49,06:29,102,18,84,2,102986,,,,,,Overdue
B2,,6,7,5,44,06:24,49,06:29,90,15,75,2,99923,,,,,,Overdue
B3,,10,3,7,47,06:27,54,06:34,101,17,84,2,102875,,,,,,Overdue
B4,R4,4,9,5,52,06:32,57,06:37,102,18,84,0,194700,3.0,34.0,06:14,52.0,06:32,Complete
B5,,10,3,7,57,06:37,64,06:44,101,17,84,2,102875,,,,,,Overdue
B6,,6,2,5,55,06:35,60,06:40,80,13,67,2,102176,,,,,,Overdue
B7,,10,4,5,63,06:43,68,06:48,66,14,52,2,106455,,,,,,Overdue
B8,,6,9,5,75,06:55,80,07:00,128,22,106,2,98698,,,,,,Overdue
B9,,4,9,5,72,06:52,77,06:57,102,18,84,1,100168,,,,,,Overdue
B10,,10,3,7,71,06:51,78,06:58,101,17,84,1,100062,,,,,,Overdue
B11,,4,10,4,70,06:50,74,06:54,75,14,61,1,101339,,,,,,Overdue
B12,,6,7,5,72,06:52,77,06:57,90,14,76,1,96947,,,,,,Overdue
B13,,4,9,5,78,06:58,83,07:03,102,18,84,2,102986,,,,,,Overdue
B14,,1,10,5,80,07:00,85,07:05,55,15,40,2,106750,,,,,,Overdue
B15,,10,3,7,87,07:07,94,07:14,101,17,84,2,102875,,,,,,Overdue
B16,,10,2,6,92,07:12,98,07:18,105,18,87,1,97797,,,,,,Overdue
B17,,4,9,5,92,07:12,97,07:17,102,17,85,1,100134,,,,,,Overdue
B18,,4,9,5,94,07:14,99,07:19,102,17,85,1,100134,,,,,,Overdue
B19,,10,4,5,91,07:11,96,07:16,66,14,52,1,101902,,,,,,Overdue
B20,,10,9,6,102,07:22,108,07:28,106,21,85,2,80734,,,,,,Overdue
B21,,9,6,5,104,07:24,109,07:29,125,22,103,2,96845,,,,,,Overdue
B22,,3,8,4,99,07:19,103,07:23,52,12,40,2,105250,,,,,,Overdue
