vehicle_id,sequence,event,from_node,to_node,physical_from_node,physical_to_node,start_time,end_time,start_time_hhmm,end_time_hhmm,duration_min,travel_time,travel_distance_km,charging_time,charged_range_km,remaining_range_before,remaining_range_after,onboard_passengers,related_batch_id,movement_type,from_event,to_event
0,0,Stay,1,1,1,1,0,20,05:40,06:00,20,0,0.0,20,0.0,160.0,160.0,0,B2,parking_charging,Position,Movement
0,1,Movement,1,4,1,4,20,24,06:00,06:04,4,4,4.98,0,0.0,160.0,155.02,0,B2,empty_repositioning,Position,Pickup
0,2,Pickup,4,4,4,4,24,27,06:04,06:07,3,0,0.0,2,4.98,155.02,160.0,1,B2,pickup_service,Pickup,Pickup
0,3,Pickup,4,4,4,4,27,30,06:07,06:10,3,0,0.0,2,0.0,160.0,160.0,2,B3,pickup_service,Pickup,Pickup
0,4,Movement,4,9,4,9,30,45,06:10,06:25,15,15,55.47,0,0.0,160.0,104.53,2,B2,passenger_flight,Position,Delivery
0,5,Delivery,9,9,9,9,45,48,06:25,06:28,3,0,0.0,2,8.534,104.53,113.064,1,B2,delivery_service,Delivery,Delivery
0,6,Delivery,9,9,9,9,48,51,06:28,06:31,3,0,0.0,2,8.534,113.064,121.598,0,B3,delivery_service,Delivery,Delivery
0,7,Stay,9,9,9,9,51,120,06:31,07:40,69,0,0.0,69,38.402,121.598,160.0,0,B96,parking_charging,Position,Pickup
0,8,Pickup,9,9,9,9,120,123,07:40,07:43,3,0,0.0,2,0.0,160.0,160.0,1,B96,pickup_service,Pickup,Pickup
0,9,Stay,9,9,9,9,123,126,07:43,07:46,3,0,0.0,3,0.0,160.0,160.0,1,B96,parking_charging,Position,Movement
0,10,Movement,9,6,9,6,126,146,07:46,08:06,20,20,74.79,0,0.0,160.0,85.21,1,B96,passenger_flight,Position,Delivery
0,11,Delivery,6,6,6,6,146,149,08:06,08:09,3,0,0.0,2,8.534,85.21,93.744,0,B96,delivery_service,Delivery,Delivery
0,12,Pickup,6,6,6,6,149,152,08:09,08:12,3,0,0.0,2,8.534,93.744,102.278,1,B153,pickup_service,Pickup,Pickup
0,13,Movement,6,1,6,1,152,159,08:12,08:19,7,7,23.39,0,0.0,102.278,78.888,1,B153,passenger_flight,Position,Delivery
0,14,Delivery,1,1,1,1,159,162,08:19,08:22,3,0,0.0,2,8.534,78.888,87.422,0,B153,delivery_service,Delivery,Delivery
0,15,Movement,1,6,1,6,162,169,08:22,08:29,7,7,23.39,0,0.0,87.422,64.032,0,B238,empty_repositioning,Position,Pickup
0,16,Pickup,6,6,6,6,169,172,08:29,08:32,3,0,0.0,2,8.534,64.032,72.566,1,B238,pickup_service,Pickup,Pickup
0,17,Movement,6,1,6,1,172,179,08:32,08:39,7,7,23.39,0,0.0,72.566,49.176,1,B238,passenger_flight,Position,Delivery
0,18,Delivery,1,1,1,1,179,182,08:39,08:42,3,0,0.0,2,8.534,49.176,57.71,0,B238,delivery_service,Delivery,Delivery
0,19,Stay,1,1,1,1,182,280,08:42,10:20,98,0,0.0,98,102.29,57.71,160.0,0,B645,parking_charging,Position,Movement
0,20,Movement,1,3,1,3,280,286,10:20,10:26,6,6,9.61,0,0.0,160.0,150.39,0,B645,empty_repositioning,Position,Pickup
0,21,Pickup,3,3,3,3,286,289,10:26,10:29,3,0,0.0,2,8.534,150.39,158.924,1,B645,pickup_service,Pickup,Pickup
0,22,Stay,3,3,3,3,289,291,10:29,10:31,2,0,0.0,2,1.076,158.924,160.0,1,B673,parking_charging,Position,Pickup
0,23,Pickup,3,3,3,3,291,294,10:31,10:34,3,0,0.0,2,0.0,160.0,160.0,2,B673,pickup_service,Pickup,Pickup
0,24,Movement,3,1,3,1,294,300,10:34,10:40,6,6,9.61,0,0.0,160.0,150.39,2,B645,passenger_flight,Position,Delivery
0,25,Delivery,1,1,1,1,300,303,10:40,10:43,3,0,0.0,2,8.534,150.39,158.924,1,B645,delivery_service,Delivery,Delivery
0,26,Delivery,1,1,1,1,303,306,10:43,10:46,3,0,0.0,2,1.076,158.924,160.0,0,B673,delivery_service,Delivery,Delivery
