horizon_start,horizon_end,request_id,batch_id,planned_visit,planned_pickup_time,committed,drop_penalty
0,30,R1,B1,True,22.0,False,1816500
0,30,R2,B2,True,23.0,False,2090400
0,30,R3,B3,True,26.0,False,2090400
0,30,R4,B4,True,24.0,False,1650300
0,30,R5,B5,True,24.0,False,1924100
0,30,R6,B6,True,25.0,False,1679800
0,30,R7,B7,True,27.0,False,2100400
0,30,R8,B8,True,29.0,False,1679800
0,30,R9,B9,True,30.0,False,1650300
0,30,R10,B10,True,30.0,False,1541900
20,50,R1,B1,True,22.0,True,1826500
20,50,R2,B2,True,23.0,True,2100400
20,50,R3,B3,True,26.0,True,2100400
20,50,R4,B4,True,24.0,True,1660300
20,50,R5,B5,True,24.0,True,1934100
20,50,R6,B6,True,25.0,True,1689800
20,50,R7,B7,True,27.0,True,2110400
20,50,R8,B8,True,29.0,True,1689800
20,50,R9,B9,True,30.0,True,1660300
20,50,R10,B10,True,30.0,True,1551900
20,50,R11,B11,True,33.0,True,1650300
20,50,R12,B12,True,32.0,True,1690700
20,50,R13,B13,True,36.0,True,1974700
20,50,R14,B14,True,36.0,True,1480400
20,50,R15,B15,True,37.0,True,2214000
20,50,R16,B16,True,38.0,True,1650300
20,50,R17,B17,True,40.0,False,1933400
20,50,R18,B18,True,40.0,False,1680800
20,50,R19,B19,True,41.0,False,1650300
20,50,R20,B20,True,44.0,False,1480400
20,50,R21,B21,True,48.0,False,1933400
20,50,R22,B22,True,49.0,False,1480400
20,50,R23,B23,True,50.0,False,1650300
40,70,R17,B17,True,40.0,True,1943400
40,70,R18,B18,True,40.0,True,1690800
40,70,R19,B19,False,,False,1660300
40,70,R20,B20,True,44.0,True,1490400
40,70,R21,B21,True,48.0,True,1943400
40,70,R22,B22,True,49.0,True,1490400
40,70,R23,B23,True,50.0,True,1660300
40,70,R24,B24,True,52.0,True,1480400
40,70,R25,B25,True,53.0,True,2262100
40,70,R26,B26,True,53.0,True,1541900
40,70,R27,B27,True,54.0,True,1650300
