revenue,num_vehicles,total_penalty,total_objectives,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty,is_best_total_objectives
190000,50,407641017,601366861,1745,1009,2754,824.619,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_50,False,False
190000,55,356681588,564521784,1869,885,2754,826.218,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_55,False,False
190000,60,312600357,533172176,1979,775,2754,825.9,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_60,False,False
190000,65,276565935,507311103,2069,685,2754,826.229,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_65,False,False
190000,70,242231548,481430212,2154,600,2754,825.15,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_70,False,False
190000,75,217691462,463838414,2212,542,2754,824.735,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_75,False,False
190000,80,194170611,451508838,2270,484,2754,825.262,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_80,False,False
190000,85,168960385,431144396,2333,421,2754,825.802,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_85,False,False
190000,90,153830289,419942195,2371,383,2754,825.422,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_90,False,False
190000,95,132658808,407499919,2425,329,2754,826.13,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_95,False,False
190000,100,124917977,400707026,2443,311,2754,826.956,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_100,False,False
190000,105,109214821,391344826,2483,271,2754,825.288,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_105,False,False
190000,110,92557864,377858976,2523,231,2754,826.1,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_110,False,False
190000,115,88080564,376006661,2534,220,2754,825.973,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_115,False,False
190000,120,80093264,369485186,2554,200,2754,826.291,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_120,False,False
190000,125,72011221,363674414,2573,181,2754,825.382,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_125,False,False
190000,130,66790025,358924466,2587,167,2754,827.479,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_130,False,False
190000,135,60400770,355053956,2603,151,2754,827.459,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_135,False,False
190000,140,55190212,351754957,2616,138,2754,827.46,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_140,False,False
190000,145,46850022,345826716,2637,117,2754,827.094,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_145,False,False
190000,150,44427482,344727158,2643,111,2754,828.142,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d4000\Penalty_Per_Vehicles\190000\vehicles_150,True,True
