n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
6,2,1,6,0,6,13,4.2
6,7,2,6,2,6,16,4.2
4,9,1,6,4,6,22,4.1
10,3,1,6,4,6,21,6.2
4,10,1,6,6,6,20,3.8
4,9,1,6,8,6,26,4.1
1,10,1,6,11,6,26,4.5
6,2,1,6,11,6,24,4.2
10,4,1,6,12,6,26,4.3
6,7,1,6,16,6,30,4.2
1,10,1,6,17,6,32,4.5
4,9,1,6,19,6,36,4.1
5,9,1,6,19,6,38,4.2
10,3,1,6,19,6,36,6.2
10,3,1,6,21,6,38,6.2
4,9,1,6,28,6,46,4.1
9,4,1,6,29,6,46,4.6
3,9,1,6,31,6,48,3.9
3,10,1,6,31,6,48,5.1
4,9,1,6,32,6,50,4.1
4,10,1,6,34,6,48,3.8
8,4,1,6,36,6,50,4.1
3,9,1,6,38,6,55,3.9
2,6,1,6,39,6,52,4.0
10,3,1,6,42,6,59,6.2
6,2,1,6,45,6,58,4.2
10,1,1,6,46,7,2,5.0
10,4,1,6,46,7,0,4.3
6,2,1,6,48,7,1,4.2
10,4,1,6,49,7,3,4.3
3,9,1,6,50,7,7,3.9
4,9,1,6,50,7,8,4.1
1,10,1,6,51,7,6,4.5
10,3,1,6,52,7,9,6.2
10,3,1,6,53,7,10,6.2
10,4,1,6,53,7,7,4.3
10,3,1,6,54,7,11,6.2
4,9,1,6,56,7,14,4.1
10,4,1,6,56,7,10,4.3
1,10,1,6,59,7,14,4.5
4,9,1,6,59,7,16,4.1
2,4,1,7,0,7,8,3.3
6,1,1,7,2,7,11,4.2
5,7,1,7,3,7,15,4.3
1,9,1,7,7,7,25,7.1
6,1,1,7,8,7,17,4.2
10,9,1,7,8,7,29,5.8
1,9,1,7,12,7,30,7.1
9,6,1,7,13,7,35,4.5
6,1,1,7,14,7,23,4.2
10,3,1,7,14,7,31,5.6
2,4,1,7,15,7,23,3.3
6,1,2,7,16,7,25,4.2
6,7,1,7,16,7,30,5.1
7,4,1,7,16,7,25,3.2
6,7,1,7,17,7,32,5.1
2,5,1,7,18,7,28,7.6
3,8,1,7,18,7,30,3.5
9,6,1,7,18,7,40,4.5
7,4,1,7,21,7,30,3.2
6,1,1,7,22,7,31,4.2
9,6,1,7,22,7,44,4.5
6,1,1,7,23,7,32,4.2
4,9,1,7,24,7,42,4.6
8,2,1,7,24,7,36,5.0
10,9,1,7,24,7,45,5.8
6,7,1,7,25,7,40,5.1
6,9,1,7,25,7,47,6.6
9,6,1,7,25,7,47,4.5
2,4,1,7,28,7,36,3.3
7,4,1,7,30,7,39,3.2
5,7,1,7,31,7,43,4.3
6,1,1,7,31,7,40,4.2
6,3,1,7,32,7,44,4.2
6,1,1,7,34,7,43,4.2
6,7,1,7,35,7,50,5.1
7,4,1,7,35,7,44,3.2
9,6,1,7,35,7,57,4.5
6,7,1,7,37,7,52,5.1
6,3,1,7,38,7,50,4.2
1,9,1,7,39,7,57,7.1
5,7,1,7,40,7,52,4.3
9,1,1,7,40,7,58,5.8
3,8,1,7,41,7,53,3.5
6,1,1,7,41,7,50,4.2
6,7,1,7,42,7,56,5.1
10,9,1,7,42,8,3,5.8
3,5,1,7,44,7,54,7.3
6,7,1,7,45,7,60,5.1
8,2,1,7,46,7,58,5.0
10,9,1,7,48,8,9,5.8
4,9,1,7,49,8,6,4.6
4,9,1,7,51,8,8,4.6
6,1,1,7,52,8,1,4.2
5,2,1,7,56,8,6,4.2
6,1,1,7,56,8,5,4.2
8,3,1,7,56,8,8,4.4
2,4,1,7,57,8,5,3.3
