n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
4,10,1,6,1,6,15,3.8
4,9,1,6,10,6,28,4.1
10,3,1,6,10,6,27,6.2
1,10,1,6,11,6,26,4.5
10,3,1,6,11,6,28,6.2
1,10,1,6,13,6,28,4.5
10,3,1,6,15,6,32,6.2
6,7,1,6,23,6,38,4.2
10,2,1,6,27,6,45,5.3
10,4,1,6,27,6,41,4.3
4,9,1,6,32,6,50,4.1
6,7,1,6,37,6,52,4.2
10,3,1,6,41,6,58,6.2
10,4,1,6,46,7,0,4.3
10,4,1,6,48,7,2,4.3
3,9,1,6,49,7,6,3.9
6,2,1,6,49,7,2,4.2
6,7,1,6,52,7,6,4.2
10,3,1,6,53,7,10,6.2
10,9,1,7,0,7,21,5.8
6,3,1,7,3,7,15,4.2
3,6,1,7,4,7,16,3.8
3,8,1,7,6,7,18,3.5
10,9,1,7,7,7,28,5.8
6,1,1,7,8,7,17,4.2
6,1,1,7,9,7,18,4.2
6,1,1,7,12,7,21,4.2
6,1,1,7,13,7,22,4.2
6,1,1,7,14,7,23,4.2
6,1,1,7,18,7,27,4.2
5,7,1,7,20,7,32,4.3
8,4,1,7,20,7,34,4.4
10,9,1,7,21,7,42,5.8
6,2,1,7,23,7,36,4.9
6,3,1,7,23,7,35,4.2
8,2,1,7,26,7,38,5.0
3,9,1,7,30,7,47,3.9
2,4,1,7,32,7,40,3.3
6,1,1,7,32,7,41,4.2
8,1,1,7,33,7,47,4.6
9,6,1,7,38,8,0,4.5
6,3,1,7,40,7,52,4.2
6,3,1,7,41,7,53,4.2
6,3,1,7,44,7,56,4.2
4,9,1,7,46,8,4,4.6
6,2,1,7,47,7,60,4.9
5,7,1,7,48,7,60,4.3
10,9,1,7,49,8,10,5.8
10,9,1,7,54,8,15,5.8
7,9,1,7,58,8,12,4.6
9,6,1,7,58,8,20,4.5
3,8,1,7,59,8,11,3.5
2,4,1,8,0,8,8,4.6
3,4,1,8,0,8,9,4.7
6,1,1,8,0,8,9,4.7
7,1,1,8,0,8,9,4.7
9,3,1,8,0,8,17,4.4
6,1,1,8,1,8,10,4.7
6,7,1,8,1,8,16,6.0
3,6,1,8,2,8,14,3.6
5,3,1,8,2,8,12,5.6
6,1,1,8,3,8,12,4.7
3,4,2,8,4,8,13,4.7
3,8,1,8,4,8,16,3.9
3,9,1,8,4,8,21,4.5
6,1,1,8,5,8,14,4.7
7,1,1,8,5,8,14,4.7
7,4,1,8,5,8,14,4.3
7,1,1,8,6,8,15,4.7
3,4,1,8,7,8,16,4.7
7,4,1,8,7,8,16,4.3
5,1,1,8,8,8,18,5.4
10,9,1,8,8,8,29,7.1
3,4,1,8,11,8,20,4.7
3,4,1,8,12,8,21,4.7
5,3,1,8,12,8,22,5.6
6,3,1,8,12,8,24,4.9
8,4,1,8,12,8,26,5.2
8,3,1,8,13,8,25,5.3
2,4,1,8,15,8,23,4.6
3,9,1,8,15,8,32,4.5
3,4,3,8,16,8,25,4.7
9,7,1,8,16,8,30,5.0
2,4,1,8,17,8,25,4.6
6,7,1,8,17,8,32,6.0
8,2,1,8,17,8,29,5.4
6,1,1,8,18,8,27,4.7
6,3,1,8,18,8,30,4.9
7,4,1,8,18,8,27,4.3
2,4,1,8,19,8,27,4.6
7,4,1,8,20,8,29,4.3
3,4,1,8,21,8,30,4.7
5,3,1,8,21,8,31,5.6
8,4,1,8,22,8,36,5.2
2,1,1,8,23,8,32,5.0
3,4,1,8,23,8,32,4.7
8,4,1,8,24,8,38,5.2
5,3,1,8,25,8,35,5.6
6,1,1,8,25,8,34,4.7
7,4,1,8,25,8,34,4.3
8,2,1,8,25,8,37,5.4
9,6,1,8,25,8,47,6.5
3,4,1,8,27,8,36,4.7
6,2,1,8,27,8,40,5.5
2,1,1,8,28,8,37,5.0
2,5,1,8,28,8,38,9.9
8,3,1,8,28,8,40,5.3
9,7,1,8,28,8,42,5.0
8,4,1,8,30,8,44,5.2
6,2,1,8,31,8,44,5.5
9,1,1,8,31,8,49,7.7
2,4,2,8,32,8,40,4.6
3,4,1,8,34,8,43,4.7
6,1,2,8,34,8,43,4.7
7,4,1,8,34,8,43,4.3
6,1,1,8,35,8,44,4.7
6,7,1,8,35,8,50,6.0
8,1,1,8,35,8,49,5.5
5,3,1,8,36,8,46,5.6
8,4,1,8,36,8,50,5.2
10,4,1,8,36,8,50,5.3
2,4,2,8,37,8,45,4.6
3,5,1,8,38,8,48,7.0
8,1,1,8,38,8,52,5.5
2,4,1,8,39,8,47,4.6
2,4,1,8,40,8,48,4.6
7,1,1,8,40,8,49,4.7
2,5,1,8,41,8,52,9.9
9,1,1,8,41,8,59,7.7
6,3,1,8,42,8,54,4.9
3,4,1,8,43,8,52,4.7
3,4,1,8,44,8,53,4.7
7,4,1,8,44,8,53,4.3
8,4,1,8,45,8,58,5.2
5,3,1,8,46,8,56,5.6
5,3,1,8,47,8,57,5.6
3,4,1,8,48,8,57,4.7
6,1,2,8,48,8,57,4.7
6,7,1,8,48,9,2,6.0
6,3,2,8,49,9,1,4.9
2,1,1,8,50,8,59,5.0
3,4,1,8,50,8,59,4.7
6,1,1,8,50,8,59,4.7
6,1,1,8,51,9,0,4.7
3,4,1,8,52,9,1,4.7
7,4,1,8,53,9,2,4.3
6,3,1,8,54,9,6,4.9
8,1,1,8,54,9,8,5.5
8,1,1,8,55,9,9,5.5
8,4,1,8,55,9,8,5.2
2,4,1,8,56,9,4,4.6
3,4,1,8,56,9,5,4.7
7,6,1,8,57,9,12,5.1
4,2,1,8,58,9,6,4.1
6,1,1,8,58,9,7,4.7
10,9,1,8,58,9,19,7.1
2,4,1,8,59,9,7,4.6
6,1,1,8,59,9,8,4.7
7,1,1,8,59,9,8,4.7
6,1,1,9,0,9,9,4.6
9,1,1,9,0,9,18,7.4
2,4,1,9,1,9,9,4.5
2,4,2,9,2,9,10,4.5
3,4,1,9,2,9,11,4.6
4,3,1,9,5,9,14,4.1
3,4,1,9,6,9,15,4.6
4,2,1,9,6,9,14,4.4
6,1,1,9,7,9,16,4.6
6,7,1,9,7,9,22,5.7
6,9,1,9,7,9,29,6.8
6,7,1,9,8,9,22,5.7
3,5,1,9,9,9,19,7.0
2,4,1,9,10,9,18,4.5
3,5,1,9,11,9,21,7.0
6,3,1,9,11,9,23,4.7
3,1,1,9,12,9,20,4.9
6,1,1,9,12,9,21,4.6
3,6,1,9,13,9,25,4.3
5,7,1,9,14,9,26,5.1
2,4,1,9,16,9,24,4.5
8,3,1,9,17,9,29,5.0
5,7,1,9,18,9,30,5.1
2,4,1,9,19,9,27,4.5
6,2,1,9,19,9,32,5.5
9,7,1,9,19,9,33,5.1
2,4,1,9,20,9,28,4.5
5,1,1,9,21,9,30,4.7
1,10,1,9,22,9,38,4.6
2,1,1,9,22,9,31,4.7
