n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
4,10,1,6,1,6,15,3.8
3,9,1,6,3,6,20,3.9
10,6,1,6,7,6,20,4.7
4,9,1,6,9,6,26,4.1
1,10,1,6,11,6,26,4.5
6,7,1,6,13,6,28,4.2
1,10,1,6,14,6,30,4.5
4,10,1,6,15,6,29,3.8
3,10,1,6,18,6,35,5.1
1,10,1,6,21,6,36,4.5
10,4,1,6,23,6,37,4.3
1,10,1,6,24,6,40,4.5
3,10,1,6,24,6,41,5.1
10,3,1,6,27,6,44,6.2
4,9,1,6,28,6,46,4.1
4,9,1,6,29,6,46,4.1
10,3,1,6,29,6,46,6.2
4,9,1,6,31,6,48,4.1
10,4,1,6,33,6,47,4.3
4,9,1,6,34,6,52,4.1
10,3,1,6,34,6,51,6.2
6,7,1,6,36,6,50,4.2
4,9,1,6,37,6,54,4.1
10,3,1,6,37,6,54,6.2
10,3,1,6,38,6,55,6.2
10,3,1,6,42,6,59,6.2
10,3,1,6,44,7,1,6.2
10,3,1,6,49,7,6,6.2
10,3,1,6,52,7,9,6.2
4,9,1,6,53,7,10,4.1
10,4,1,6,54,7,8,4.3
4,9,1,6,57,7,14,4.1
4,9,1,6,58,7,16,4.1
1,10,1,6,59,7,14,4.5
6,1,1,7,0,7,9,4.2
6,1,1,7,1,7,10,4.2
6,7,1,7,1,7,16,5.1
2,4,1,7,3,7,11,3.3
3,8,1,7,3,7,15,3.5
7,4,1,7,3,7,12,3.2
6,7,1,7,5,7,20,5.1
6,9,1,7,6,7,28,6.6
9,6,1,7,7,7,29,4.5
9,1,1,7,8,7,26,5.8
10,9,1,7,8,7,29,5.8
6,1,1,7,9,7,18,4.2
9,6,1,7,9,7,31,4.5
6,7,1,7,10,7,24,5.1
10,9,1,7,10,7,31,5.8
1,10,1,7,14,7,30,4.6
8,2,1,7,14,7,26,5.0
6,1,3,7,15,7,24,4.2
9,6,1,7,16,7,38,4.5
6,7,1,7,17,7,32,5.1
6,2,1,7,18,7,31,4.9
7,4,1,7,21,7,30,3.2
6,1,1,7,22,7,31,4.2
8,2,1,7,25,7,37,5.0
10,9,1,7,25,7,46,5.8
6,1,1,7,27,7,36,4.2
9,6,1,7,27,7,49,4.5
2,4,1,7,28,7,36,3.3
3,6,1,7,28,7,40,3.8
9,6,1,7,28,7,50,4.5
7,5,1,7,30,7,42,6.2
3,8,1,7,32,7,44,3.5
6,1,1,7,32,7,41,4.2
6,7,1,7,32,7,46,5.1
8,2,1,7,33,7,45,5.0
6,1,2,7,34,7,43,4.2
6,10,1,7,34,7,46,4.5
5,2,1,7,36,7,46,4.2
6,3,1,7,36,7,48,4.2
9,6,1,7,37,7,59,4.5
6,1,1,7,38,7,47,4.2
6,1,1,7,40,7,49,4.2
6,7,1,7,40,7,54,5.1
4,9,1,7,42,7,60,4.6
10,4,1,7,42,7,56,5.5
2,4,1,7,45,7,53,3.3
6,1,1,7,45,7,54,4.2
5,7,1,7,47,7,59,4.3
6,1,1,7,47,7,56,4.2
6,1,1,7,48,7,57,4.2
3,8,1,7,49,8,1,3.5
6,1,1,7,49,7,58,4.2
10,9,1,7,49,8,10,5.8
10,9,1,7,51,8,12,5.8
6,3,1,7,53,8,5,4.2
7,1,1,7,54,8,3,4.1
10,4,1,7,54,8,8,5.5
3,5,1,7,57,8,7,7.3
5,1,1,7,57,8,6,4.5
2,4,1,7,59,8,7,3.3
8,2,1,7,59,8,11,5.0
8,4,1,7,59,8,12,4.4
6,1,2,8,0,8,9,4.7
6,3,1,8,0,8,12,4.9
8,2,1,8,0,8,12,5.4
9,1,1,8,0,8,18,7.7
2,4,1,8,1,8,9,4.6
3,4,1,8,1,8,10,4.7
5,3,1,8,1,8,11,5.6
8,1,2,8,1,8,15,5.5
8,3,1,8,1,8,13,5.3
8,4,2,8,1,8,14,5.2
9,1,1,8,1,8,19,7.7
9,7,1,8,1,8,15,5.0
3,4,1,8,2,8,11,4.7
4,2,1,8,2,8,10,4.1
6,2,1,8,2,8,15,5.5
8,4,1,8,2,8,16,5.2
10,3,1,8,2,8,19,6.4
6,1,1,8,3,8,12,4.7
6,3,1,8,3,8,15,4.9
2,1,1,8,4,8,13,5.0
5,3,1,8,4,8,14,5.6
9,6,1,8,4,8,26,6.5
5,3,1,8,5,8,15,5.6
9,4,1,8,5,8,22,5.9
3,9,1,8,6,8,23,4.5
5,10,1,8,6,8,18,3.2
8,2,1,8,6,8,18,5.4
9,1,1,8,6,8,24,7.7
3,4,1,8,7,8,16,4.7
6,1,1,8,7,8,16,4.7
6,7,1,8,7,8,22,6.0
8,4,1,8,7,8,20,5.2
3,4,1,8,8,8,17,4.7
5,7,1,8,8,8,20,5.0
6,1,1,8,8,8,17,4.7
8,4,1,8,8,8,22,5.2
2,4,1,8,9,8,17,4.6
7,4,2,8,9,8,18,4.3
8,1,1,8,9,8,23,5.5
8,2,1,8,9,8,21,5.4
3,9,1,8,10,8,27,4.5
5,3,1,8,10,8,20,5.6
6,3,1,8,10,8,22,4.9
8,4,1,8,10,8,24,5.2
8,5,1,8,10,8,26,5.3
3,4,1,8,11,8,20,4.7
5,3,1,8,11,8,21,5.6
6,1,1,8,11,8,20,4.7
6,9,1,8,11,8,33,6.9
2,4,1,8,12,8,20,4.6
5,3,1,8,12,8,22,5.6
6,1,2,8,12,8,21,4.7
6,7,1,8,12,8,26,6.0
8,3,1,8,12,8,24,5.3
5,3,3,8,13,8,23,5.6
8,4,1,8,13,8,26,5.2
3,1,1,8,14,8,22,4.7
3,4,3,8,14,8,23,4.7
6,1,1,8,14,8,23,4.7
8,2,1,8,14,8,26,5.4
5,3,2,8,15,8,25,5.6
3,4,1,8,16,8,25,4.7
5,3,1,8,16,8,26,5.6
6,1,1,8,16,8,25,4.7
6,3,1,8,16,8,28,4.9
10,1,1,8,16,8,32,8.5
1,9,1,8,17,8,35,9.0
6,1,2,8,17,8,26,4.7
6,3,1,8,17,8,29,4.9
3,4,2,8,18,8,27,4.7
5,3,1,8,18,8,28,5.6
6,3,1,8,18,8,30,4.9
6,7,1,8,19,8,34,6.0
8,2,1,8,19,8,31,5.4
10,9,1,8,19,8,40,7.1
8,3,1,8,20,8,32,5.3
9,7,1,8,20,8,34,5.0
3,4,1,8,21,8,30,4.7
9,6,1,8,21,8,43,6.5
2,4,1,8,22,8,30,4.6
6,1,1,8,22,8,31,4.7
6,4,1,8,22,8,31,4.2
7,4,1,8,22,8,31,4.3
8,2,1,8,22,8,34,5.4
2,1,1,8,23,8,32,5.0
3,4,2,8,23,8,32,4.7
6,7,1,8,23,8,38,6.0
8,4,1,8,23,8,36,5.2
3,4,2,8,24,8,33,4.7
5,3,1,8,24,8,34,5.6
7,4,1,8,24,8,33,4.3
7,6,1,8,24,8,38,5.1
2,4,1,8,25,8,33,4.6
3,1,1,8,25,8,33,4.7
3,4,1,8,25,8,34,4.7
5,3,1,8,25,8,35,5.6
6,1,1,8,25,8,34,4.7
6,7,1,8,25,8,40,6.0
10,9,1,8,25,8,46,7.1
3,4,2,8,26,8,35,4.7
3,9,2,8,26,8,43,4.5
10,1,1,8,26,8,42,8.5
3,4,1,8,27,8,36,4.7
6,1,1,8,27,8,36,4.7
8,1,1,8,27,8,41,5.5
2,4,1,8,28,8,36,4.6
6,7,1,8,28,8,42,6.0
7,4,1,8,28,8,37,4.3
8,4,1,8,28,8,42,5.2
6,7,1,8,29,8,44,6.0
2,1,1,8,30,8,39,5.0
3,9,1,8,30,8,47,4.5
5,3,1,8,30,8,40,5.6
2,4,1,8,31,8,39,4.6
3,8,1,8,31,8,43,3.9
8,4,1,8,31,8,44,5.2
9,4,1,8,31,8,48,5.9
3,4,1,8,32,8,41,4.7
3,8,1,8,32,8,44,3.9
5,3,1,8,32,8,42,5.6
6,1,1,8,32,8,41,4.7
8,4,1,8,32,8,46,5.2
3,1,1,8,33,8,41,4.7
8,4,1,8,33,8,46,5.2
10,9,1,8,33,8,54,7.1
3,1,1,8,34,8,42,4.7
5,3,1,8,34,8,44,5.6
6,1,1,8,34,8,43,4.7
9,1,1,8,34,8,52,7.7
6,7,1,8,35,8,50,6.0
5,3,1,8,36,8,46,5.6
7,1,1,8,36,8,45,4.7
7,4,1,8,36,8,45,4.3
8,2,1,8,36,8,48,5.4
9,7,1,8,36,8,50,5.0
10,9,1,8,36,8,57,7.1
5,10,1,8,37,8,49,3.2
7,1,1,8,37,8,46,4.7
3,4,1,8,38,8,47,4.7
5,2,1,8,38,8,48,5.1
6,3,1,8,38,8,50,4.9
9,6,1,8,38,9,0,6.5
3,9,1,8,39,8,56,4.5
6,3,1,8,39,8,51,4.9
7,4,1,8,39,8,48,4.3
10,9,1,8,39,9,0,7.1
3,4,3,8,40,8,49,4.7
8,1,1,8,40,8,54,5.5
8,2,1,8,40,8,52,5.4
8,4,1,8,40,8,54,5.2
3,4,1,8,41,8,50,4.7
5,3,1,8,41,8,51,5.6
6,1,1,8,41,8,50,4.7
7,4,1,8,41,8,50,4.3
8,3,1,8,41,8,53,5.3
9,6,1,8,41,9,3,6.5
10,9,1,8,41,9,2,7.1
3,4,1,8,42,8,51,4.7
3,5,1,8,42,8,52,7.0
6,3,1,8,42,8,54,4.9
7,1,1,8,42,8,51,4.7
8,7,1,8,42,8,51,4.4
9,7,1,8,42,8,56,5.0
3,1,1,8,43,8,51,4.7
3,8,1,8,43,8,55,3.9
5,3,1,8,43,8,53,5.6
6,4,1,8,43,8,52,4.2
5,3,1,8,44,8,54,5.6
7,4,1,8,44,8,53,4.3
8,1,2,8,44,8,58,5.5
3,1,1,8,45,8,53,4.7
3,4,1,8,45,8,54,4.7
7,4,1,8,45,8,54,4.3
9,7,1,8,45,8,59,5.0
2,4,1,8,46,8,54,4.6
6,1,1,8,46,8,55,4.7
6,2,2,8,46,8,59,5.5
9,1,1,8,46,9,4,7.7
9,7,1,8,46,8,60,5.0
5,3,1,8,47,8,57,5.6
