n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
3,10,1,6,0,6,17,5.1
10,2,1,6,6,6,24,5.3
10,3,1,6,15,6,32,6.2
10,3,1,6,16,6,33,6.2
6,7,1,6,18,6,32,4.2
1,10,1,6,48,7,4,4.5
1,10,1,6,59,7,14,4.5
6,7,1,7,5,7,20,5.1
6,1,1,7,14,7,23,4.2
5,7,1,7,16,7,28,4.3
6,4,1,7,16,7,25,3.5
8,2,1,7,20,7,32,5.0
3,8,1,7,22,7,34,3.5
3,8,1,7,30,7,42,3.5
6,7,1,7,43,7,58,5.1
6,9,1,7,46,8,8,6.6
5,3,1,7,49,7,59,4.6
6,1,1,7,54,8,3,4.2
6,1,1,8,0,8,9,4.7
2,4,1,8,5,8,13,4.6
4,2,1,8,5,8,13,4.1
9,1,1,8,6,8,24,7.7
7,4,1,8,7,8,16,4.3
6,4,1,8,14,8,23,4.2
3,4,1,8,19,8,28,4.7
1,9,1,8,20,8,38,9.0
8,4,1,8,24,8,38,5.2
2,5,1,8,25,8,36,9.9
8,2,1,8,25,8,37,5.4
3,4,1,8,26,8,35,4.7
7,1,1,8,26,8,35,4.7
6,7,1,8,28,8,42,6.0
7,1,1,8,36,8,45,4.7
7,4,1,8,37,8,46,4.3
10,9,1,8,38,8,59,7.1
5,3,1,8,39,8,49,5.6
6,4,1,8,39,8,48,4.2
6,3,1,8,46,8,58,4.9
8,1,1,8,49,9,3,5.5
2,4,1,8,50,8,58,4.6
3,4,1,8,50,8,59,4.7
2,1,1,9,0,9,9,4.7
2,4,1,9,7,9,15,4.5
3,4,1,9,8,9,17,4.6
3,4,2,9,12,9,21,4.6
3,4,1,9,19,9,28,4.6
9,6,1,9,20,9,42,6.1
9,7,1,9,21,9,35,5.1
2,1,1,9,22,9,31,4.7
3,1,2,9,23,9,31,4.9
1,7,1,9,26,9,35,4.5
4,2,1,9,28,9,36,4.4
9,1,1,9,33,9,51,7.4
2,4,1,9,40,9,48,4.5
7,4,1,9,49,9,58,4.8
5,7,1,9,51,10,3,5.1
8,1,1,9,55,10,9,5.2
4,7,1,10,1,10,10,4.3
7,1,1,10,1,10,10,4.9
4,7,1,10,2,10,11,4.3
5,3,1,10,3,10,13,5.4
1,10,1,10,4,10,20,5.9
3,5,1,10,5,10,15,6.0
7,4,1,10,5,10,14,4.6
2,4,1,10,7,10,15,3.6
5,3,1,10,8,10,18,5.4
7,1,1,10,8,10,17,4.9
6,1,1,10,9,10,18,4.6
6,3,1,10,9,10,21,5.0
9,4,1,10,10,10,28,5.8
7,1,1,10,11,10,20,4.9
3,1,1,10,13,10,21,4.8
8,3,1,10,13,10,25,4.5
4,2,1,10,17,10,25,4.2
8,1,1,10,17,10,31,5.3
7,4,1,10,18,10,27,4.6
5,3,1,10,21,10,31,5.4
5,1,1,10,23,10,32,5.1
4,3,1,10,24,10,33,4.3
4,7,1,10,24,10,33,4.3
4,2,1,10,25,10,33,4.2
5,1,1,10,25,10,34,5.1
5,7,1,10,26,10,38,4.6
4,2,1,10,30,10,38,4.2
7,4,1,10,33,10,42,4.6
2,6,1,10,37,10,50,4.5
3,6,1,10,37,10,49,4.3
7,4,1,10,40,10,49,4.6
6,7,1,10,42,10,56,5.7
1,9,1,10,43,11,1,6.4
3,1,1,10,46,10,54,4.8
3,6,1,10,47,10,59,4.3
6,1,1,10,48,10,57,4.6
10,3,1,10,48,11,5,9.0
4,7,1,10,49,10,58,4.3
2,5,1,10,52,11,2,5.6
5,1,1,10,53,11,2,5.1
4,7,1,10,54,11,3,4.3
7,4,1,10,55,11,4,4.6
3,1,1,10,57,11,5,4.8
6,3,1,10,58,11,10,5.0
4,9,1,11,2,11,20,5.5
10,4,1,11,2,11,16,5.0
5,9,1,11,4,11,23,6.2
10,3,1,11,14,11,31,7.9
2,5,1,11,16,11,26,5.1
4,2,1,11,16,11,24,4.1
6,7,1,11,16,11,30,5.3
10,3,1,11,17,11,34,7.9
5,1,1,11,20,11,30,5.5
6,2,1,11,21,11,34,5.6
4,7,2,11,23,11,32,4.1
4,7,1,11,26,11,35,4.1
7,4,1,11,28,11,37,4.0
8,4,1,11,29,11,42,4.2
5,2,1,11,31,11,42,5.1
4,7,1,11,37,11,46,4.1
2,6,1,11,40,11,53,4.7
6,7,1,11,43,11,58,5.3
7,1,1,11,44,11,53,4.6
7,9,1,11,44,11,58,5.1
2,1,1,11,47,11,56,4.8
5,9,1,11,54,12,13,6.2
2,1,1,11,55,12,4,4.8
4,7,1,11,55,12,4,4.1
8,4,1,11,55,12,8,4.2
4,7,1,11,57,12,6,4.1
7,4,1,11,57,12,6,4.0
7,4,1,12,3,12,12,4.0
8,4,1,12,5,12,18,4.3
4,9,1,12,6,12,24,5.0
5,9,1,12,16,12,35,4.8
7,1,1,12,18,12,27,4.7
4,3,1,12,25,12,34,3.8
7,10,1,12,28,12,46,6.4
2,5,1,12,30,12,40,5.3
8,3,1,12,42,12,54,4.5
9,4,1,12,48,13,6,4.8
4,8,1,12,51,13,4,4.3
6,7,1,12,51,13,6,4.6
6,7,1,12,55,13,10,4.6
3,9,1,12,58,13,15,4.8
5,10,1,12,59,13,11,3.5
1,2,1,13,2,13,11,4.8
10,3,1,13,2,13,19,7.1
6,7,1,13,4,13,18,4.6
6,8,1,13,25,13,44,3.9
7,5,1,13,26,13,38,5.0
7,1,1,13,40,13,49,4.8
7,6,1,13,42,13,56,4.6
4,7,1,13,46,13,55,3.9
1,9,1,13,47,14,5,6.4
9,4,1,13,53,14,10,5.1
2,1,1,14,3,14,12,4.5
8,6,1,14,4,14,23,4.4
8,3,1,14,5,14,17,4.9
2,4,1,14,7,14,15,4.1
4,7,1,14,7,14,16,4.0
4,9,1,14,9,14,26,5.0
4,10,1,14,10,14,24,4.1
4,7,1,14,12,14,21,4.0
3,4,1,14,15,14,24,4.4
3,4,1,14,17,14,26,4.4
3,9,1,14,23,14,40,4.1
1,3,1,14,24,14,32,4.5
4,7,1,14,24,14,33,4.0
1,7,1,14,25,14,34,4.4
1,7,1,14,29,14,38,4.4
3,10,1,14,30,14,47,6.0
10,6,1,14,30,14,42,5.1
1,8,1,14,34,14,48,4.6
10,3,1,14,34,14,51,6.6
3,5,2,14,37,14,47,5.3
