n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
6,7,1,6,23,6,38,4.2
10,3,1,6,24,6,41,6.2
4,9,1,6,28,6,46,4.1
4,10,1,7,9,7,23,4.0
6,1,1,7,16,7,25,4.2
10,9,1,7,23,7,44,5.8
8,2,1,7,35,7,47,5.0
7,4,1,7,36,7,45,3.2
10,9,1,7,44,8,5,5.8
6,1,1,7,47,7,56,4.2
6,1,1,7,53,8,2,4.2
6,2,1,7,59,8,12,4.9
2,4,1,8,3,8,11,4.6
6,9,1,8,3,8,25,6.9
3,4,1,8,4,8,13,4.7
8,1,1,8,4,8,18,5.5
5,3,1,8,6,8,16,5.6
5,3,1,8,7,8,17,5.6
6,1,1,8,7,8,16,4.7
6,1,1,8,8,8,17,4.7
8,4,1,8,8,8,22,5.2
1,9,1,8,13,8,31,9.0
3,4,1,8,13,8,22,4.7
5,3,1,8,13,8,23,5.6
3,4,1,8,15,8,24,4.7
2,5,1,8,18,8,28,9.9
8,1,1,8,29,8,43,5.5
9,6,1,8,33,8,55,6.5
3,1,1,8,37,8,45,4.7
7,4,1,8,39,8,48,4.3
8,1,1,8,39,8,53,5.5
9,7,1,8,39,8,53,5.0
5,3,1,8,41,8,51,5.6
2,4,1,8,43,8,51,4.6
9,1,1,8,45,9,3,7.7
6,1,1,8,46,8,55,4.7
2,4,1,8,47,8,55,4.6
5,3,1,8,53,9,3,5.6
8,4,1,8,55,9,8,5.2
2,4,1,8,59,9,7,4.6
4,7,1,9,0,9,9,4.4
10,9,1,9,0,9,21,5.6
8,7,1,9,23,9,32,4.1
6,1,1,9,25,9,34,4.6
3,4,1,9,28,9,37,4.6
8,2,1,9,32,9,44,5.5
1,9,1,9,34,9,52,7.8
3,1,1,9,34,9,42,4.9
6,1,1,9,34,9,43,4.6
10,9,1,9,36,9,57,5.6
6,7,1,9,39,9,54,5.7
8,1,1,9,39,9,53,5.2
3,1,1,9,48,9,56,4.9
6,3,1,9,48,9,60,4.7
3,1,1,9,51,9,59,4.9
9,6,1,9,52,10,14,6.1
6,3,1,9,54,10,6,4.7
8,7,1,9,54,10,3,4.1
4,2,1,9,55,10,3,4.4
9,7,1,9,58,10,12,5.1
4,2,1,10,1,10,9,4.2
9,3,1,10,1,10,18,4.0
4,2,1,10,2,10,10,4.2
5,2,1,10,3,10,14,4.8
4,2,1,10,4,10,12,4.2
2,1,1,10,6,10,15,4.5
4,10,1,10,6,10,20,4.1
6,2,1,10,7,10,20,5.9
3,5,1,10,9,10,19,6.0
5,3,1,10,12,10,22,5.4
3,1,1,10,16,10,24,4.8
2,5,1,10,17,10,28,5.6
3,5,1,10,17,10,27,6.0
4,2,1,10,18,10,26,4.2
6,1,1,10,18,10,27,4.6
2,4,1,10,22,10,30,3.6
4,2,1,10,22,10,30,4.2
7,4,1,10,22,10,31,4.6
8,1,1,10,23,10,37,5.3
6,1,1,10,24,10,33,4.6
4,7,1,10,25,10,34,4.3
2,10,1,10,26,10,44,6.7
3,9,1,10,29,10,46,4.9
3,10,1,10,30,10,47,7.5
3,4,1,10,31,10,40,4.4
6,1,1,10,32,10,41,4.6
6,3,1,10,34,10,46,5.0
5,1,1,10,36,10,46,5.1
6,7,1,10,36,10,50,5.7
7,1,1,10,36,10,45,4.9
5,1,1,10,37,10,46,5.1
3,5,1,10,38,10,48,6.0
5,1,1,10,40,10,50,5.1
6,7,1,10,40,10,54,5.7
10,9,1,10,40,11,1,6.1
3,4,1,10,44,10,53,4.4
6,2,1,10,44,10,57,5.9
4,2,1,10,46,10,54,4.2
3,5,1,10,48,10,58,6.0
3,6,1,10,48,10,60,4.3
6,1,1,10,48,10,57,4.6
3,1,1,10,49,10,57,4.8
5,2,2,10,49,10,60,4.8
9,1,1,10,49,11,7,7.0
2,1,1,10,51,11,0,4.5
10,4,1,10,52,11,6,4.9
1,10,1,10,54,11,10,5.9
3,1,1,10,55,11,3,4.8
4,2,1,10,56,11,4,4.2
2,4,1,10,58,11,6,3.6
3,10,1,10,59,11,16,7.5
6,8,1,11,3,11,22,4.9
9,4,1,11,3,11,20,5.4
9,4,1,11,4,11,22,5.4
4,10,1,11,5,11,19,4.2
4,7,1,11,6,11,15,4.1
3,4,1,11,7,11,16,3.6
7,4,1,11,7,11,16,4.0
10,3,1,11,7,11,24,7.9
7,4,1,11,9,11,18,4.0
3,9,1,11,10,11,27,4.6
4,7,1,11,12,11,21,4.1
5,3,1,11,12,11,22,5.2
7,1,1,11,12,11,21,4.6
10,4,1,11,12,11,26,5.0
5,2,1,11,13,11,24,5.1
4,7,1,11,17,11,26,4.1
3,9,1,11,21,11,38,4.6
2,5,1,11,27,11,38,5.1
4,10,1,11,27,11,41,4.2
6,7,1,11,29,11,44,5.3
4,7,1,11,30,11,39,4.1
3,5,1,11,32,11,42,5.2
1,10,1,11,34,11,50,6.1
10,9,1,11,36,11,57,5.9
6,7,2,11,37,11,52,5.3
9,4,1,11,37,11,54,5.4
6,2,1,11,40,11,53,5.6
4,7,1,11,48,11,57,4.1
9,4,1,11,48,12,6,5.4
4,2,1,11,50,11,58,4.1
6,3,1,11,52,12,4,4.6
4,7,1,11,53,12,2,4.1
6,7,1,11,56,12,10,5.3
7,4,1,11,56,12,5,4.0
6,3,1,11,58,12,10,4.6
6,3,1,11,59,12,11,4.6
4,8,1,12,2,12,16,4.3
1,10,1,12,5,12,20,5.0
7,4,1,12,17,12,26,4.0
4,10,1,12,20,12,34,4.1
6,7,1,12,21,12,36,4.6
5,3,1,12,23,12,33,4.8
4,2,1,12,26,12,34,3.7
