n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
6,2,1,6,0,6,13,4.2
10,3,1,6,1,6,18,6.2
10,3,2,6,2,6,19,6.2
6,7,1,6,3,6,18,4.2
10,3,1,6,6,6,23,6.2
6,9,1,6,8,6,30,4.4
6,7,1,6,9,6,24,4.2
1,10,1,6,11,6,26,4.5
6,7,1,6,13,6,28,4.2
1,10,1,6,16,6,32,4.5
10,3,1,6,19,6,36,6.2
10,4,1,6,20,6,34,4.3
10,3,1,6,21,6,38,6.2
2,6,1,6,22,6,35,4.0
10,3,1,6,23,6,40,6.2
4,9,1,6,24,6,42,4.1
10,3,1,6,24,6,41,6.2
1,10,1,6,25,6,40,4.5
4,9,1,6,25,6,42,4.1
1,8,1,6,26,6,40,6.0
4,9,1,6,27,6,44,4.1
10,3,1,6,28,6,45,6.2
10,4,1,6,29,6,43,4.3
6,7,1,6,30,6,44,4.2
10,3,1,6,33,6,50,6.2
4,9,2,6,35,6,52,4.1
10,3,1,6,36,6,53,6.2
10,4,1,6,37,6,51,4.3
6,7,1,6,39,6,54,4.2
7,10,1,6,40,6,58,4.7
10,3,1,6,41,6,58,6.2
1,10,1,6,43,6,58,4.5
4,9,1,6,43,7,0,4.1
10,3,1,6,43,7,0,6.2
1,10,1,6,44,6,60,4.5
10,3,1,6,44,7,1,6.2
3,9,1,6,47,7,4,3.9
3,10,1,6,48,7,5,5.1
4,9,1,6,48,7,6,4.1
4,9,1,6,49,7,6,4.1
5,9,1,6,49,7,8,4.2
10,3,1,6,50,7,7,6.2
4,9,1,6,53,7,10,4.1
1,10,1,6,55,7,10,4.5
1,10,1,6,56,7,12,4.5
4,9,1,6,59,7,16,4.1
2,4,1,7,0,7,8,3.3
5,7,1,7,0,7,12,4.3
3,8,1,7,1,7,13,3.5
10,9,1,7,1,7,22,5.8
6,1,1,7,4,7,13,4.2
9,6,1,7,4,7,26,4.5
10,9,1,7,4,7,25,5.8
5,2,1,7,5,7,16,4.2
6,1,1,7,6,7,15,4.2
6,1,1,7,8,7,17,4.2
6,1,1,7,9,7,18,4.2
3,6,1,7,10,7,22,3.8
6,1,1,7,11,7,20,4.2
6,9,1,7,11,7,33,6.6
7,6,1,7,11,7,26,4.6
1,10,1,7,12,7,28,4.6
6,7,1,7,12,7,26,5.1
6,1,1,7,13,7,22,4.2
5,1,1,7,14,7,24,4.5
10,9,1,7,14,7,35,5.8
6,7,1,7,16,7,30,5.1
3,8,1,7,17,7,29,3.5
6,1,1,7,18,7,27,4.2
6,1,1,7,19,7,28,4.2
3,8,1,7,20,7,32,3.5
6,1,1,7,22,7,31,4.2
6,1,1,7,23,7,32,4.2
10,9,1,7,23,7,44,5.8
6,1,1,7,24,7,33,4.2
9,1,1,7,24,7,42,5.8
10,9,1,7,26,7,47,5.8
6,1,1,7,27,7,36,4.2
5,3,1,7,29,7,39,4.6
6,1,1,7,30,7,39,4.2
9,6,1,7,30,7,52,4.5
