n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
10,4,1,6,0,6,14,4.3
4,9,1,6,5,6,22,4.1
3,10,1,6,6,6,23,5.1
4,9,1,6,7,6,24,4.1
4,9,1,6,9,6,26,4.1
8,4,1,6,9,6,22,4.1
10,3,1,6,9,6,26,6.2
10,2,1,6,11,6,29,5.3
3,10,1,6,12,6,29,5.1
6,7,1,6,14,6,28,4.2
10,3,1,6,14,6,31,6.2
1,10,1,6,15,6,30,4.5
1,10,1,6,21,6,36,4.5
4,9,1,6,24,6,42,4.1
6,7,1,6,24,6,38,4.2
10,4,1,6,30,6,44,4.3
6,9,1,6,31,6,53,4.4
1,10,1,6,32,6,48,4.5
7,10,1,6,32,6,50,4.7
6,7,1,6,33,6,48,4.2
6,7,1,6,37,6,52,4.2
4,9,1,6,38,6,56,4.1
6,7,1,6,38,6,52,4.2
7,6,1,6,38,6,52,4.0
10,4,1,6,38,6,52,4.3
10,3,1,6,41,6,58,6.2
6,2,1,6,42,6,55,4.2
4,9,1,6,43,7,0,4.1
4,10,1,6,45,6,59,3.8
10,4,1,6,45,6,59,4.3
10,3,1,6,48,7,5,6.2
3,10,1,6,52,7,9,5.1
10,4,1,6,52,7,6,4.3
10,3,2,6,55,7,12,6.2
4,9,1,6,57,7,14,4.1
6,2,1,6,59,7,12,4.2
10,3,1,6,59,7,16,6.2
4,9,1,7,0,7,18,4.6
7,1,1,7,0,7,9,4.1
6,1,1,7,1,7,10,4.2
8,2,1,7,1,7,13,5.0
6,1,2,7,2,7,11,4.2
8,2,1,7,3,7,15,5.0
8,2,1,7,4,7,16,5.0
6,1,1,7,7,7,16,4.2
6,3,1,7,7,7,19,4.2
10,3,1,7,7,7,24,5.6
1,9,1,7,8,7,26,7.1
5,7,1,7,8,7,20,4.3
5,1,2,7,9,7,18,4.5
6,3,1,7,10,7,22,4.2
9,1,1,7,10,7,28,5.8
3,8,1,7,12,7,24,3.5
8,2,1,7,12,7,24,5.0
9,6,1,7,12,7,34,4.5
1,9,1,7,14,7,32,7.1
9,1,1,7,14,7,32,5.8
6,1,1,7,16,7,25,4.2
6,1,1,7,17,7,26,4.2
6,3,1,7,17,7,29,4.2
8,4,1,7,18,7,32,4.4
5,3,1,7,19,7,29,4.6
4,10,1,7,20,7,34,4.0
6,7,1,7,20,7,34,5.1
3,8,1,7,21,7,33,3.5
6,3,1,7,21,7,33,4.2
4,10,1,7,22,7,36,4.0
6,3,1,7,22,7,34,4.2
3,5,1,7,23,7,33,7.3
3,8,1,7,23,7,35,3.5
6,7,1,7,23,7,38,5.1
6,3,1,7,24,7,36,4.2
9,6,1,7,24,7,46,4.5
2,4,1,7,25,7,33,3.3
5,3,1,7,25,7,35,4.6
10,3,1,7,25,7,42,5.6
4,9,1,7,26,7,44,4.6
5,2,1,7,27,7,38,4.2
6,1,2,7,27,7,36,4.2
1,9,1,7,28,7,46,7.1
6,7,1,7,28,7,42,5.1
8,2,1,7,28,7,40,5.0
3,8,1,7,29,7,41,3.5
3,9,2,7,29,7,46,3.9
5,7,1,7,29,7,41,4.3
5,7,1,7,30,7,42,4.3
6,1,1,7,30,7,39,4.2
10,9,1,7,30,7,51,5.8
5,7,1,7,32,7,44,4.3
8,2,1,7,33,7,45,5.0
3,8,1,7,34,7,46,3.5
6,1,1,7,34,7,43,4.2
6,3,1,7,34,7,46,4.2
6,2,1,7,35,7,48,4.9
2,4,1,7,36,7,44,3.3
3,9,1,7,36,7,53,3.9
6,1,1,7,36,7,45,4.2
10,9,1,7,36,7,57,5.8
3,8,1,7,37,7,49,3.5
6,1,1,7,37,7,46,4.2
6,3,1,7,37,7,49,4.2
6,7,1,7,38,7,52,5.1
8,1,1,7,39,7,53,4.6
8,2,1,7,41,7,53,5.0
6,1,1,7,43,7,52,4.2
9,6,1,7,43,8,5,4.5
9,6,1,7,44,8,6,4.5
6,7,1,7,45,7,60,5.1
3,9,1,7,46,8,3,3.9
3,8,1,7,47,7,59,3.5
6,1,1,7,47,7,56,4.2
3,8,1,7,50,8,2,3.5
8,2,1,7,50,8,2,5.0
10,9,1,7,50,8,11,5.8
6,1,1,7,52,8,1,4.2
9,6,1,7,52,8,14,4.5
10,9,1,7,52,8,13,5.8
7,4,1,7,54,8,3,3.2
2,4,1,7,55,8,3,3.3
9,6,1,7,55,8,17,4.5
2,4,1,7,56,8,4,3.3
5,3,1,7,56,8,6,4.6
6,7,1,7,56,8,10,5.1
8,2,1,7,56,8,8,5.0
6,1,1,7,58,8,7,4.2
9,6,1,7,58,8,20,4.5
6,1,1,8,0,8,9,4.7
6,7,1,8,0,8,14,6.0
5,1,1,8,1,8,10,5.4
8,5,1,8,1,8,16,5.3
3,4,1,8,2,8,11,4.7
6,3,1,8,2,8,14,4.9
7,4,1,8,2,8,11,4.3
4,9,1,8,3,8,20,5.4
8,1,2,8,3,8,17,5.5
3,4,2,8,4,8,13,4.7
3,5,1,8,4,8,14,7.0
3,6,1,8,4,8,16,3.6
5,3,2,8,4,8,14,5.6
6,1,1,8,4,8,13,4.7
8,1,1,8,4,8,18,5.5
8,3,1,8,4,8,16,5.3
6,1,1,8,5,8,14,4.7
6,7,1,8,5,8,20,6.0
3,1,1,8,6,8,14,4.7
5,3,1,8,6,8,16,5.6
5,3,1,8,7,8,17,5.6
6,1,1,8,7,8,16,4.7
8,4,2,8,7,8,20,5.2
8,5,1,8,7,8,22,5.3
1,9,1,8,8,8,26,9.0
2,4,1,8,8,8,16,4.6
3,4,2,8,8,8,17,4.7
3,5,1,8,8,8,18,7.0
4,9,1,8,8,8,26,5.4
5,3,1,8,8,8,18,5.6
6,7,3,8,8,8,22,6.0
8,2,1,8,8,8,20,5.4
2,1,1,8,9,8,18,5.0
3,4,1,8,9,8,18,4.7
6,1,2,8,9,8,18,4.7
6,1,2,8,10,8,19,4.7
6,3,1,8,10,8,22,4.9
7,1,1,8,10,8,19,4.7
7,4,1,8,10,8,19,4.3
8,4,1,8,10,8,24,5.2
3,1,1,8,11,8,19,4.7
3,4,1,8,11,8,20,4.7
8,1,1,8,11,8,25,5.5
8,2,1,8,11,8,23,5.4
9,4,1,8,11,8,28,5.9
2,4,1,8,12,8,20,4.6
3,1,1,8,12,8,20,4.7
3,4,1,8,12,8,21,4.7
6,3,1,8,12,8,24,4.9
8,3,1,8,12,8,24,5.3
8,4,1,8,12,8,26,5.2
9,1,1,8,12,8,30,7.7
2,1,2,8,13,8,22,5.0
3,4,1,8,13,8,22,4.7
5,3,1,8,13,8,23,5.6
8,4,1,8,13,8,26,5.2
9,7,1,8,13,8,27,5.0
3,1,1,8,14,8,22,4.7
5,7,1,8,14,8,26,5.0
6,1,1,8,14,8,23,4.7
7,1,1,8,14,8,23,4.7
7,4,1,8,14,8,23,4.3
8,4,1,8,14,8,28,5.2
3,1,2,8,15,8,23,4.7
3,4,1,8,15,8,24,4.7
5,3,2,8,15,8,25,5.6
9,1,1,8,15,8,33,7.7
6,7,1,8,16,8,30,6.0
8,4,1,8,16,8,30,5.2
3,9,1,8,17,8,34,4.5
5,2,1,8,17,8,28,5.1
5,3,1,8,17,8,27,5.6
8,1,1,8,17,8,31,5.5
2,5,1,8,18,8,28,9.9
3,4,2,8,18,8,27,4.7
6,2,1,8,18,8,31,5.5
8,4,1,8,18,8,32,5.2
9,6,1,8,18,8,40,6.5
2,4,3,8,19,8,27,4.6
3,4,2,8,19,8,28,4.7
5,3,2,8,19,8,29,5.6
6,4,1,8,19,8,28,4.2
9,6,1,8,19,8,41,6.5
5,3,1,8,20,8,30,5.6
6,9,1,8,20,8,42,6.9
7,4,1,8,20,8,29,4.3
7,10,1,8,20,8,38,5.3
6,1,1,8,21,8,30,4.7
6,7,1,8,21,8,36,6.0
9,7,1,8,21,8,35,5.0
2,1,1,8,22,8,31,5.0
3,4,2,8,22,8,31,4.7
5,3,1,8,22,8,32,5.6
6,2,1,8,22,8,35,5.5
9,1,1,8,22,8,40,7.7
3,9,1,8,23,8,40,4.5
6,2,1,8,23,8,36,5.5
6,3,1,8,23,8,35,4.9
7,4,1,8,23,8,32,4.3
9,7,1,8,23,8,37,5.0
2,1,1,8,24,8,33,5.0
3,4,1,8,24,8,33,4.7
9,1,1,8,24,8,42,7.7
10,9,1,8,24,8,45,7.1
2,4,1,8,25,8,33,4.6
3,4,1,8,25,8,34,4.7
7,1,1,8,25,8,34,4.7
7,4,2,8,25,8,34,4.3
5,2,1,8,26,8,36,5.1
5,3,1,8,26,8,36,5.6
7,1,1,8,26,8,35,4.7
7,4,1,8,26,8,35,4.3
9,6,1,8,26,8,48,6.5
3,4,1,8,27,8,36,4.7
8,4,1,8,27,8,40,5.2
2,4,1,8,28,8,36,4.6
5,3,1,8,28,8,38,5.6
6,1,1,8,28,8,37,4.7
8,5,1,8,28,8,44,5.3
2,4,1,8,29,8,37,4.6
5,3,1,8,29,8,39,5.6
7,1,1,8,29,8,38,4.7
8,4,1,8,29,8,42,5.2
2,4,1,8,30,8,38,4.6
3,1,1,8,30,8,38,4.7
3,4,1,8,30,8,39,4.7
5,3,1,8,30,8,40,5.6
7,4,1,8,30,8,39,4.3
6,1,1,8,31,8,40,4.7
9,4,1,8,31,8,48,5.9
10,4,1,8,32,8,46,5.3
10,9,1,8,32,8,53,7.1
3,4,2,8,33,8,42,4.7
7,4,2,8,34,8,43,4.3
9,1,1,8,34,8,52,7.7
9,6,1,8,34,8,56,6.5
2,1,1,8,35,8,44,5.0
7,4,1,8,35,8,44,4.3
9,1,1,8,35,8,53,7.7
3,1,1,8,36,8,44,4.7
5,3,1,8,36,8,46,5.6
6,7,1,8,36,8,50,6.0
8,4,1,8,36,8,50,5.2
2,4,1,8,37,8,45,4.6
7,1,1,8,37,8,46,4.7
6,1,2,8,38,8,47,4.7
8,1,1,8,38,8,52,5.5
2,1,1,8,39,8,48,5.0
3,4,1,8,39,8,48,4.7
6,1,1,8,39,8,48,4.7
6,3,2,8,39,8,51,4.9
8,1,1,8,39,8,53,5.5
2,4,1,8,40,8,48,4.6
8,2,1,8,40,8,52,5.4
5,2,1,8,41,8,52,5.1
6,2,1,8,41,8,54,5.5
7,1,1,8,41,8,50,4.7
3,1,1,8,42,8,50,4.7
7,4,1,8,42,8,51,4.3
5,3,1,8,43,8,53,5.6
6,1,2,8,43,8,52,4.7
6,7,1,8,43,8,58,6.0
8,2,1,8,43,8,55,5.4
2,4,1,8,44,8,52,4.6
3,1,1,8,44,8,52,4.7
6,9,1,8,44,9,6,6.9
8,7,1,8,44,8,53,4.4
5,7,1,8,45,8,57,5.0
10,9,1,8,45,9,6,7.1
5,3,1,8,46,8,56,5.6
7,4,1,8,46,8,55,4.3
10,9,1,8,46,9,7,7.1
3,4,1,8,47,8,56,4.7
5,3,1,8,47,8,57,5.6
7,4,1,8,47,8,56,4.3
3,1,1,8,48,8,56,4.7
6,1,1,8,48,8,57,4.7
6,2,1,8,48,9,1,5.5
8,5,1,8,48,9,4,5.3
2,4,1,8,49,8,57,4.6
3,4,2,8,49,8,58,4.7
3,4,1,8,50,8,59,4.7
5,3,2,8,50,8,60,5.6
7,1,1,8,50,8,59,4.7
5,3,2,8,51,9,1,5.6
6,9,1,8,51,9,13,6.9
8,4,1,8,51,9,4,5.2
3,4,1,8,53,9,2,4.7
5,3,1,8,53,9,3,5.6
6,1,2,8,53,9,2,4.7
6,9,1,8,53,9,15,6.9
7,1,1,8,53,9,2,4.7
7,4,1,8,53,9,2,4.3
6,3,1,8,54,9,6,4.9
8,3,1,8,54,9,6,5.3
8,4,1,8,54,9,8,5.2
5,3,1,8,55,9,5,5.6
1,7,1,8,56,9,5,4.2
2,4,1,8,56,9,4,4.6
3,4,1,8,56,9,5,4.7
5,3,1,8,56,9,6,5.6
9,4,2,8,56,9,14,5.9
6,7,1,8,57,9,12,6.0
8,4,1,8,57,9,10,5.2
