n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
6,7,1,6,7,6,22,4.2
1,10,1,6,25,6,40,4.5
1,10,1,6,47,7,2,4.5
4,9,1,6,47,7,4,4.1
6,7,1,6,51,7,6,4.2
4,9,1,6,52,7,10,4.1
10,2,1,6,58,7,16,5.3
1,9,1,7,2,7,20,7.1
6,3,1,7,3,7,15,4.2
6,9,1,7,11,7,33,6.6
8,1,1,7,19,7,33,4.6
7,6,1,7,25,7,40,4.6
3,8,1,7,31,7,43,3.5
8,2,1,7,31,7,43,5.0
10,9,1,7,47,8,8,5.8
10,3,1,7,57,8,14,5.6
2,1,1,8,0,8,9,5.0
2,5,1,8,0,8,10,9.9
8,1,1,8,0,8,14,5.5
6,7,1,8,1,8,16,6.0
10,9,1,8,1,8,22,7.1
3,8,1,8,5,8,17,3.9
6,1,1,8,5,8,14,4.7
3,5,1,8,6,8,16,7.0
8,5,1,8,6,8,22,5.3
3,4,1,8,9,8,18,4.7
6,1,1,8,13,8,22,4.7
8,1,1,8,15,8,29,5.5
9,6,1,8,15,8,37,6.5
6,2,1,8,17,8,30,5.5
2,4,1,8,18,8,26,4.6
5,3,1,8,20,8,30,5.6
8,4,1,8,21,8,34,5.2
3,1,1,8,27,8,35,4.7
6,3,1,8,35,8,47,4.9
1,10,1,8,44,8,60,4.9
5,3,1,8,45,8,55,5.6
9,7,1,8,46,8,60,5.0
6,2,1,8,52,9,5,5.5
8,2,1,8,54,9,6,5.4
2,4,1,8,56,9,4,4.6
3,8,1,8,58,9,10,3.9
5,3,1,8,58,9,8,5.6
9,1,1,9,10,9,28,7.4
2,4,1,9,11,9,19,4.5
5,7,1,9,12,9,24,5.1
3,4,1,9,16,9,25,4.6
2,4,1,9,18,9,26,4.5
3,1,1,9,19,9,27,4.9
9,7,1,9,20,9,34,5.1
3,5,1,9,21,9,31,7.0
2,1,1,9,22,9,31,4.7
6,7,1,9,23,9,38,5.7
6,9,1,9,25,9,47,6.8
5,7,1,9,28,9,40,5.1
7,1,1,9,30,9,39,4.6
9,6,1,9,30,9,52,6.1
3,1,1,9,35,9,43,4.9
8,4,1,9,48,10,2,5.3
5,10,1,9,49,10,1,3.3
3,1,1,9,54,10,2,4.9
3,1,1,9,55,10,3,4.9
4,8,1,10,3,10,16,4.5
7,1,1,10,6,10,15,4.9
4,7,1,10,7,10,16,4.3
8,4,1,10,8,10,22,5.1
3,1,1,10,11,10,19,4.8
9,1,1,10,12,10,30,7.0
7,4,1,10,14,10,23,4.6
4,2,1,10,17,10,25,4.2
6,1,1,10,17,10,26,4.6
1,10,1,10,18,10,34,5.9
4,3,1,10,18,10,27,4.3
5,9,1,10,18,10,37,5.8
7,4,1,10,18,10,27,4.6
7,4,1,10,19,10,28,4.6
4,7,1,10,20,10,29,4.3
7,4,1,10,20,10,29,4.6
9,4,1,10,20,10,38,5.8
4,9,1,10,22,10,40,5.5
4,7,1,10,23,10,32,4.3
5,1,1,10,23,10,32,5.1
5,9,1,10,23,10,42,5.8
7,1,1,10,25,10,34,4.9
1,3,1,10,28,10,36,4.4
9,2,1,10,31,10,47,4.8
8,4,1,10,32,10,46,5.1
9,3,1,10,35,10,52,4.0
10,9,1,10,35,10,56,6.1
7,1,1,10,39,10,48,4.9
3,9,1,10,45,11,2,4.9
4,2,1,10,45,10,53,4.2
1,7,1,10,47,10,56,4.0
6,7,1,10,47,11,2,5.7
7,1,1,10,48,10,57,4.9
2,4,1,10,55,11,3,3.6
9,1,1,10,55,11,13,7.0
1,3,1,10,56,11,4,4.4
4,2,1,10,58,11,6,4.2
6,7,1,10,59,11,14,5.7
4,7,1,11,3,11,12,4.1
4,2,1,11,4,11,12,4.1
4,2,1,11,8,11,16,4.1
7,4,1,11,9,11,18,4.0
4,2,1,11,14,11,22,4.1
2,1,1,11,16,11,25,4.8
7,4,1,11,16,11,25,4.0
6,7,1,11,17,11,32,5.3
6,7,1,11,18,11,32,5.3
3,9,1,11,25,11,42,4.6
4,7,1,11,25,11,34,4.1
4,7,1,11,26,11,35,4.1
4,3,1,11,27,11,36,4.0
9,10,1,11,27,11,48,6.6
5,2,1,11,29,11,40,5.1
4,7,1,11,31,11,40,4.1
2,9,1,11,32,11,48,5.4
4,2,1,11,38,11,46,4.1
6,7,1,11,39,11,54,5.3
6,2,1,11,40,11,53,5.6
8,3,1,11,43,11,55,4.9
5,3,1,11,44,11,54,5.2
5,3,1,11,47,11,57,5.2
5,8,1,11,48,12,4,4.9
4,2,1,11,52,11,60,4.1
4,2,1,11,54,12,2,4.1
7,4,1,11,55,12,4,4.0
7,4,1,11,58,12,7,4.0
7,4,1,12,1,12,10,4.0
3,9,1,12,3,12,20,4.8
6,7,1,12,3,12,18,4.6
7,4,1,12,3,12,12,4.0
2,5,1,12,4,12,14,5.3
2,6,1,12,5,12,18,4.5
10,3,1,12,10,12,27,6.3
2,5,1,12,13,12,24,5.3
7,4,1,12,15,12,24,4.0
2,5,1,12,17,12,28,5.3
5,9,1,12,26,12,45,4.8
3,9,1,12,27,12,44,4.8
2,5,1,12,36,12,46,5.3
6,7,1,12,38,12,52,4.6
2,5,1,12,43,12,54,5.3
3,5,1,12,51,13,1,5.2
3,9,1,12,52,13,9,4.8
5,7,1,12,52,13,4,4.7
6,8,1,12,58,13,17,4.5
1,10,1,13,11,13,26,4.9
4,9,1,13,13,13,30,4.7
10,4,1,13,16,13,30,4.5
4,7,1,13,24,13,33,3.9
9,3,1,13,25,13,42,3.6
9,4,1,13,26,13,44,5.1
9,4,1,13,27,13,44,5.1
7,4,1,13,29,13,38,3.8
4,9,1,13,33,13,50,4.7
7,4,1,13,43,13,52,3.8
10,4,1,13,45,13,59,4.5
6,7,1,13,47,14,2,4.6
10,2,1,13,47,14,5,6.0
7,4,1,13,48,13,57,3.8
4,2,1,13,52,13,60,3.5
10,3,1,13,52,14,9,7.1
9,1,1,14,5,14,23,7.3
3,5,1,14,8,14,18,5.3
1,10,1,14,14,14,30,5.3
3,4,1,14,18,14,27,4.4
5,9,1,14,19,14,38,4.6
1,2,1,14,20,14,29,4.5
4,2,1,14,20,14,28,3.8
2,5,1,14,21,14,32,4.8
2,1,1,14,23,14,32,4.5
3,4,1,14,24,14,33,4.4
2,5,1,14,26,14,36,4.8
7,5,1,14,27,14,39,5.6
7,6,1,14,29,14,44,4.8
1,10,1,14,30,14,46,5.3
2,5,1,14,32,14,42,4.8
3,6,1,14,32,14,44,4.3
7,6,1,14,35,14,50,4.8
3,4,1,14,36,14,45,4.4
9,1,1,14,36,14,54,7.3
4,7,1,14,39,14,48,4.0
7,4,1,14,41,14,50,4.1
2,5,1,14,44,14,54,4.8
1,6,1,14,49,14,58,3.5
3,1,1,14,49,14,57,4.8
3,5,1,14,53,15,3,5.3
4,2,1,14,54,15,2,3.8
6,3,1,15,1,15,13,4.1
4,9,1,15,2,15,20,4.8
4,8,1,15,5,15,18,4.6
6,7,1,15,7,15,22,4.8
8,5,1,15,8,15,24,5.4
2,5,1,15,9,15,20,4.7
7,4,1,15,10,15,19,3.9
2,5,1,15,15,15,26,4.7
3,10,1,15,15,15,32,7.5
1,6,1,15,19,15,28,3.5
2,5,1,15,24,15,34,4.7
7,9,1,15,26,15,40,3.7
4,3,1,15,32,15,41,4.2
2,5,1,15,33,15,44,4.7
1,10,1,15,35,15,50,4.8
3,5,1,15,36,15,46,5.4
4,3,1,15,36,15,45,4.2
4,7,1,15,38,15,47,3.8
7,4,1,15,39,15,48,3.9
1,10,1,15,40,15,56,4.8
9,5,1,15,47,16,6,4.6
3,5,1,15,49,15,59,5.4
4,7,1,15,49,15,58,3.8
3,5,1,15,51,16,1,5.4
10,9,1,15,51,16,12,6.2
4,7,1,15,54,16,3,3.8
2,5,1,15,55,16,6,4.7
1,2,1,15,58,16,7,4.5
4,2,1,15,58,16,6,3.8
4,9,1,15,58,16,16,4.8
7,5,1,15,59,16,11,5.1
7,1,1,16,0,16,9,4.7
7,4,1,16,0,16,9,4.1
1,2,1,16,2,16,11,4.7
3,4,1,16,5,16,14,4.2
1,5,1,16,8,16,18,4.0
2,4,1,16,8,16,16,4.4
1,2,1,16,10,16,19,4.7
7,4,1,16,12,16,21,4.1
4,9,1,16,14,16,32,5.1
10,3,1,16,16,16,33,6.5
4,9,1,16,17,16,34,5.1
9,3,1,16,17,16,34,4.4
6,1,1,16,19,16,28,4.5
1,10,1,16,23,16,38,6.1
4,7,1,16,23,16,32,3.9
3,5,1,16,24,16,34,5.3
1,3,1,16,26,16,34,4.7
4,7,1,16,26,16,35,3.9
1,6,1,16,32,16,41,4.6
9,4,1,16,32,16,50,6.3
9,10,1,16,33,16,54,7.1
4,2,1,16,35,16,43,4.2
2,5,1,16,38,16,48,5.0
4,7,1,16,38,16,47,3.9
10,3,1,16,39,16,56,6.5
9,4,1,16,42,16,60,6.3
7,6,1,16,45,16,60,5.4
7,1,1,16,47,16,56,4.7
2,5,1,16,48,16,58,5.0
3,5,1,16,48,16,58,5.3
3,4,1,16,49,16,58,4.2
4,2,1,16,49,16,57,4.2
7,4,1,16,50,16,59,4.1
1,7,1,16,51,16,60,4.3
3,10,1,16,53,17,10,7.1
1,3,1,16,55,17,3,4.7
1,6,1,16,55,17,4,4.6
4,10,1,16,55,17,9,4.4
9,6,1,16,58,17,20,6.1
9,10,1,16,58,17,19,7.1
4,9,1,16,59,17,16,5.1
1,10,1,17,1,17,16,6.1
2,5,1,17,1,17,12,6.0
4,2,1,17,2,17,10,4.6
2,5,1,17,3,17,14,6.0
1,5,1,17,8,17,18,5.2
3,5,1,17,8,17,18,6.9
2,4,1,17,10,17,18,5.3
7,1,1,17,11,17,20,4.8
10,3,1,17,11,17,28,8.1
1,9,1,17,12,17,30,6.3
3,4,1,17,12,17,21,5.5
3,5,1,17,13,17,23,6.9
5,1,1,17,13,17,22,4.1
1,7,1,17,14,17,23,4.6
1,7,1,17,15,17,24,4.6
3,1,1,17,15,17,23,5.1
3,4,1,17,15,17,24,5.5
4,2,1,17,15,17,23,4.6
4,7,1,17,15,17,24,4.7
3,1,1,17,16,17,24,5.1
