n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
1,10,1,6,4,6,20,4.5
1,10,1,6,5,6,20,4.5
4,9,1,6,5,6,22,4.1
6,7,1,6,5,6,20,4.2
10,3,1,6,5,6,22,6.2
8,1,1,6,10,6,24,3.8
4,9,1,6,12,6,30,4.1
10,4,1,6,13,6,27,4.3
10,4,1,6,17,6,31,4.3
1,10,1,6,20,6,36,4.5
1,10,1,6,24,6,40,4.5
6,7,1,6,24,6,38,4.2
10,3,1,6,28,6,45,6.2
7,6,1,6,29,6,44,4.0
6,7,1,6,31,6,46,4.2
5,9,1,6,32,6,51,4.2
10,3,1,6,33,6,50,6.2
3,10,1,6,37,6,54,5.1
5,9,1,6,37,6,56,4.2
6,7,1,6,37,6,52,4.2
10,4,1,6,40,6,54,4.3
3,9,1,6,48,7,5,3.9
10,3,1,6,48,7,5,6.2
1,10,1,6,50,7,6,4.5
4,10,1,6,54,7,8,3.8
6,3,1,7,4,7,16,4.2
6,7,1,7,5,7,20,5.1
6,1,1,7,7,7,16,4.2
6,3,1,7,7,7,19,4.2
6,2,1,7,9,7,22,4.9
4,9,1,7,10,7,28,4.6
3,5,1,7,13,7,23,7.3
6,1,1,7,14,7,23,4.2
3,8,1,7,21,7,33,3.5
6,3,1,7,24,7,36,4.2
10,9,1,7,25,7,46,5.8
3,8,1,7,26,7,38,3.5
6,1,1,7,30,7,39,4.2
6,7,1,7,30,7,44,5.1
8,2,1,7,30,7,42,5.0
6,3,1,7,32,7,44,4.2
8,2,1,7,32,7,44,5.0
6,1,1,7,34,7,43,4.2
6,1,1,7,37,7,46,4.2
3,9,1,7,38,7,55,3.9
6,1,1,7,44,7,53,4.2
9,6,1,7,47,8,9,4.5
5,7,1,7,48,7,60,4.3
9,6,1,7,52,8,14,4.5
7,4,1,7,54,8,3,3.2
7,6,1,7,54,8,8,4.6
5,7,1,7,55,8,7,4.3
6,1,1,7,56,8,5,4.2
3,4,1,7,59,8,8,3.7
3,9,1,8,0,8,17,4.5
6,3,1,8,0,8,12,4.9
3,4,1,8,1,8,10,4.7
6,2,1,8,1,8,14,5.5
6,7,1,8,1,8,16,6.0
8,7,1,8,1,8,10,4.4
3,4,1,8,2,8,11,4.7
6,1,1,8,2,8,11,4.7
7,4,1,8,2,8,11,4.3
3,4,1,8,4,8,13,4.7
6,7,1,8,4,8,18,6.0
9,6,1,8,5,8,27,6.5
6,3,1,8,6,8,18,4.9
1,9,1,8,7,8,25,9.0
6,1,1,8,7,8,16,4.7
10,3,1,8,7,8,24,6.4
5,1,1,8,8,8,18,5.4
6,1,1,8,8,8,17,4.7
3,4,1,8,9,8,18,4.7
7,9,1,8,9,8,23,4.2
8,2,1,8,9,8,21,5.4
1,10,1,8,11,8,26,4.9
6,1,1,8,11,8,20,4.7
6,7,1,8,12,8,26,6.0
3,9,1,8,13,8,30,4.5
8,5,1,8,13,8,28,5.3
3,1,1,8,14,8,22,4.7
8,2,1,8,14,8,26,5.4
6,2,1,8,15,8,28,5.5
2,1,1,8,16,8,25,5.0
9,2,1,8,16,8,32,6.1
2,4,1,8,17,8,25,4.6
5,3,1,8,17,8,27,5.6
6,9,1,8,17,8,39,6.9
9,6,1,8,17,8,39,6.5
3,4,1,8,18,8,27,4.7
3,6,1,8,18,8,30,3.6
6,1,1,8,18,8,27,4.7
3,4,1,8,19,8,28,4.7
6,4,1,8,19,8,28,4.2
8,1,1,8,19,8,33,5.5
8,4,1,8,19,8,32,5.2
6,7,1,8,20,8,34,6.0
10,9,1,8,20,8,41,7.1
9,6,1,8,22,8,44,6.5
6,1,1,8,23,8,32,4.7
2,1,1,8,24,8,33,5.0
3,4,1,8,24,8,33,4.7
3,4,1,8,25,8,34,4.7
7,4,1,8,25,8,34,4.3
3,9,1,8,26,8,43,4.5
6,1,1,8,27,8,36,4.7
8,1,1,8,27,8,41,5.5
9,7,1,8,27,8,41,5.0
3,8,1,8,29,8,41,3.9
5,7,1,8,29,8,41,5.0
3,1,1,8,30,8,38,4.7
3,9,1,8,31,8,48,4.5
7,4,1,8,31,8,40,4.3
3,8,1,8,32,8,44,3.9
6,1,1,8,32,8,41,4.7
6,7,1,8,32,8,46,6.0
2,1,1,8,33,8,42,5.0
2,5,1,8,33,8,44,9.9
7,6,1,8,33,8,48,5.1
3,1,1,8,34,8,42,4.7
8,1,1,8,34,8,48,5.5
2,1,1,8,35,8,44,5.0
9,7,1,8,35,8,49,5.0
3,1,1,8,36,8,44,4.7
3,4,1,8,37,8,46,4.7
8,4,1,8,37,8,50,5.2
6,1,1,8,38,8,47,4.7
8,4,2,8,38,8,52,5.2
6,7,1,8,39,8,54,6.0
7,4,1,8,39,8,48,4.3
2,1,1,8,40,8,49,5.0
3,4,1,8,40,8,49,4.7
8,5,1,8,40,8,56,5.3
2,1,1,8,41,8,50,5.0
6,1,2,8,41,8,50,4.7
3,4,1,8,42,8,51,4.7
5,3,1,8,42,8,52,5.6
6,1,1,8,42,8,51,4.7
7,4,1,8,43,8,52,4.3
9,6,1,8,43,9,5,6.5
6,7,1,8,44,8,58,6.0
8,4,1,8,44,8,58,5.2
3,4,1,8,45,8,54,4.7
5,7,1,8,45,8,57,5.0
6,7,2,8,45,8,60,6.0
3,4,1,8,46,8,55,4.7
8,4,1,8,46,8,60,5.2
6,7,1,8,47,9,2,6.0
