n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
9,4,1,6,4,6,22,4.6
6,2,1,6,7,6,20,4.2
10,2,1,6,9,6,27,5.3
4,9,1,6,11,6,28,4.1
10,3,1,6,14,6,31,6.2
10,3,1,6,16,6,33,6.2
4,9,1,6,17,6,34,4.1
1,10,1,6,22,6,38,4.5
4,9,1,6,22,6,40,4.1
4,10,1,6,22,6,36,3.8
10,3,1,6,31,6,48,6.2
2,9,1,6,34,6,50,4.2
9,4,1,6,34,6,52,4.6
4,9,1,6,37,6,54,4.1
1,10,1,6,44,6,60,4.5
4,9,1,6,46,7,4,4.1
6,7,1,6,46,7,0,4.2
10,3,1,6,46,7,3,6.2
10,4,1,6,51,7,5,4.3
10,3,1,6,54,7,11,6.2
6,1,1,7,0,7,9,4.2
8,2,1,7,0,7,12,5.0
8,2,1,7,5,7,17,5.0
8,2,1,7,7,7,19,5.0
8,2,1,7,8,7,20,5.0
3,9,1,7,9,7,26,3.9
3,8,1,7,11,7,23,3.5
5,1,1,7,11,7,20,4.5
6,1,1,7,11,7,20,4.2
6,1,1,7,14,7,23,4.2
6,7,1,7,14,7,28,5.1
6,3,1,7,15,7,27,4.2
8,2,1,7,16,7,28,5.0
9,6,1,7,17,7,39,4.5
10,9,1,7,18,7,39,5.8
9,6,1,7,21,7,43,4.5
5,2,1,7,22,7,32,4.2
2,5,1,7,30,7,40,7.6
6,1,1,7,36,7,45,4.2
6,2,1,7,38,7,51,4.9
7,4,1,7,39,7,48,3.2
7,4,1,7,41,7,50,3.2
6,1,1,7,43,7,52,4.2
9,1,1,7,44,8,2,5.8
6,3,1,7,48,7,60,4.2
6,3,1,7,49,8,1,4.2
10,9,1,7,50,8,11,5.8
6,1,1,7,51,8,0,4.2
8,4,1,7,52,8,6,4.4
7,4,1,7,55,8,4,3.2
9,6,1,7,55,8,17,4.5
8,4,1,7,58,8,12,4.4
5,3,1,8,1,8,11,5.6
6,7,1,8,1,8,16,6.0
