n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
9,6,1,6,5,6,27,3.9
7,10,1,6,9,6,27,4.7
10,3,1,6,12,6,29,6.2
10,4,1,6,13,6,27,4.3
10,3,1,6,14,6,31,6.2
10,4,1,6,25,6,39,4.3
6,2,1,6,29,6,42,4.2
10,2,1,6,38,6,56,5.3
9,1,1,6,45,7,3,4.7
1,10,1,6,50,7,6,4.5
1,10,1,6,52,7,8,4.5
1,10,1,6,55,7,10,4.5
6,7,1,6,57,7,12,4.2
9,6,1,7,5,7,27,4.5
8,2,1,7,6,7,18,5.0
6,1,1,7,15,7,24,4.2
10,9,1,7,19,7,40,5.8
7,4,1,7,21,7,30,3.2
6,1,1,7,35,7,44,4.2
6,7,1,7,46,8,0,5.1
6,1,1,7,53,8,2,4.2
7,1,1,7,53,8,2,4.1
9,1,1,7,55,8,13,5.8
6,7,2,8,1,8,16,6.0
6,1,1,8,6,8,15,4.7
8,4,1,8,11,8,24,5.2
6,7,1,8,12,8,26,6.0
6,9,2,8,12,8,34,6.9
2,4,1,8,13,8,21,4.6
9,6,1,8,13,8,35,6.5
8,1,1,8,14,8,28,5.5
3,1,1,8,15,8,23,4.7
8,9,1,8,16,8,24,5.0
6,1,1,8,17,8,26,4.7
5,1,1,8,19,8,28,5.4
6,1,1,8,23,8,32,4.7
7,4,1,8,23,8,32,4.3
7,1,1,8,24,8,33,4.7
5,3,1,8,26,8,36,5.6
8,1,1,8,26,8,40,5.5
2,1,1,8,29,8,38,5.0
8,1,1,8,29,8,43,5.5
2,4,1,8,30,8,38,4.6
5,3,1,8,30,8,40,5.6
6,1,1,8,30,8,39,4.7
3,4,1,8,31,8,40,4.7
6,1,1,8,32,8,41,4.7
7,4,1,8,33,8,42,4.3
9,1,1,8,35,8,53,7.7
10,9,1,8,35,8,56,7.1
3,4,1,8,36,8,45,4.7
9,6,1,8,36,8,58,6.5
3,4,1,8,37,8,46,4.7
3,9,1,8,37,8,54,4.5
3,4,1,8,38,8,47,4.7
7,4,1,8,38,8,47,4.3
2,1,1,8,40,8,49,5.0
6,7,1,8,40,8,54,6.0
9,4,1,8,51,9,8,5.9
5,3,1,8,52,9,2,5.6
6,3,1,8,52,9,4,4.9
5,3,1,8,53,9,3,5.6
6,1,1,8,53,9,2,4.7
8,7,1,8,54,9,3,4.4
9,1,1,8,54,9,12,7.7
3,4,1,8,56,9,5,4.7
6,3,1,8,56,9,8,4.9
3,1,1,8,57,9,5,4.7
2,1,1,8,59,9,8,5.0
6,7,1,8,59,9,14,6.0
6,1,1,9,1,9,10,4.6
2,4,2,9,5,9,13,4.5
2,4,1,9,11,9,19,4.5
3,4,1,9,12,9,21,4.6
3,4,1,9,13,9,22,4.6
8,2,1,9,15,9,27,5.5
3,1,1,9,17,9,25,4.9
3,1,1,9,18,9,26,4.9
2,1,1,9,19,9,28,4.7
10,9,1,9,19,9,40,5.6
6,2,1,9,20,9,33,5.5
5,7,1,9,22,9,34,5.1
9,7,1,9,27,9,41,5.1
2,1,1,9,29,9,38,4.7
3,4,1,9,32,9,41,4.6
5,1,1,9,32,9,42,4.7
5,7,1,9,38,9,50,5.1
10,9,1,9,38,9,59,5.6
2,4,1,9,39,9,47,4.5
5,7,1,9,42,9,54,5.1
2,4,1,9,43,9,51,4.5
6,2,1,9,46,9,59,5.5
8,3,1,9,50,10,2,5.0
8,4,1,9,52,10,6,5.3
7,1,1,9,54,10,3,4.6
6,1,1,9,59,10,8,4.6
4,9,1,10,1,10,18,5.5
5,3,2,10,1,10,11,5.4
7,4,1,10,1,10,10,4.6
9,10,1,10,2,10,23,5.9
2,4,1,10,5,10,13,3.6
5,7,1,10,5,10,17,4.6
2,5,1,10,9,10,20,5.6
1,10,1,10,10,10,26,5.9
1,3,1,10,11,10,19,4.4
10,3,1,10,11,10,28,9.0
3,4,1,10,13,10,22,4.4
7,1,1,10,13,10,22,4.9
4,10,1,10,14,10,28,4.1
7,9,1,10,16,10,30,4.3
3,9,1,10,17,10,34,4.9
4,3,1,10,17,10,26,4.3
9,1,1,10,17,10,35,7.0
3,5,1,10,18,10,28,6.0
6,1,1,10,18,10,27,4.6
4,3,1,10,19,10,28,4.3
7,4,1,10,19,10,28,4.6
9,4,1,10,20,10,38,5.8
3,5,1,10,22,10,32,6.0
4,3,1,10,22,10,31,4.3
3,4,1,10,24,10,33,4.4
3,5,1,10,24,10,34,6.0
4,3,1,10,25,10,34,4.3
8,1,1,10,25,10,39,5.3
3,6,1,10,27,10,39,4.3
10,6,1,10,27,10,40,5.0
3,4,1,10,28,10,37,4.4
4,2,1,10,28,10,36,4.2
7,4,1,10,29,10,38,4.6
4,10,1,10,30,10,44,4.1
6,3,1,10,30,10,42,5.0
2,1,1,10,32,10,41,4.5
4,7,1,10,32,10,41,4.3
4,2,1,10,33,10,41,4.2
5,2,1,10,33,10,44,4.8
4,3,1,10,34,10,43,4.3
10,3,1,10,34,10,51,9.0
5,3,1,10,35,10,45,5.4
4,2,1,10,36,10,44,4.2
6,7,1,10,37,10,52,5.7
10,4,1,10,37,10,51,4.9
2,10,1,10,38,10,56,6.7
10,4,1,10,38,10,52,4.9
8,4,1,10,39,10,52,5.1
10,2,1,10,39,10,57,6.7
4,2,1,10,41,10,49,4.2
4,2,1,10,42,10,50,4.2
3,4,1,10,43,10,52,4.4
6,3,1,10,43,10,55,5.0
9,4,1,10,43,11,0,5.8
7,1,1,10,44,10,53,4.9
5,1,1,10,45,10,54,5.1
4,2,1,10,46,10,54,4.2
5,3,1,10,46,10,56,5.4
6,7,1,10,47,11,2,5.7
4,7,1,10,48,10,57,4.3
5,7,1,10,48,10,60,4.6
2,1,1,10,49,10,58,4.5
4,9,1,10,49,11,6,5.5
5,1,1,10,50,10,60,5.1
7,6,1,10,52,11,6,5.4
6,2,1,10,54,11,7,5.9
4,2,1,10,57,11,5,4.2
3,9,1,10,58,11,15,4.9
2,4,1,11,0,11,8,4.4
6,8,1,11,0,11,19,4.9
9,1,1,11,3,11,21,7.2
2,5,1,11,4,11,14,5.1
1,10,1,11,6,11,22,6.1
2,5,2,11,6,11,16,5.1
4,2,1,11,6,11,14,4.1
4,7,1,11,6,11,15,4.1
4,10,1,11,6,11,20,4.2
5,1,1,11,6,11,16,5.5
4,9,1,11,8,11,26,5.5
5,9,1,11,9,11,28,6.2
4,7,2,11,10,11,19,4.1
5,9,1,11,12,11,31,6.2
6,7,1,11,12,11,26,5.3
7,4,1,11,13,11,22,4.0
6,1,1,11,15,11,24,4.3
6,7,1,11,16,11,30,5.3
4,9,1,11,18,11,36,5.5
3,6,1,11,19,11,31,4.2
2,5,1,11,20,11,30,5.1
3,1,1,11,22,11,30,4.6
10,2,1,11,22,11,40,8.6
3,6,1,11,24,11,36,4.2
4,3,1,11,24,11,33,4.0
9,6,1,11,24,11,46,5.1
7,4,1,11,25,11,34,4.0
9,3,1,11,26,11,43,4.3
7,4,1,11,27,11,36,4.0
9,4,1,11,27,11,44,5.4
5,3,1,11,29,11,39,5.2
6,7,1,11,30,11,44,5.3
10,4,1,11,30,11,44,5.0
3,9,1,11,32,11,49,4.6
4,7,1,11,33,11,42,4.1
5,3,1,11,33,11,43,5.2
6,7,1,11,34,11,48,5.3
7,4,1,11,36,11,45,4.0
3,10,1,11,38,11,55,7.3
10,3,1,11,38,11,55,7.9
4,2,1,11,39,11,47,4.1
8,6,1,11,41,11,60,4.7
4,7,1,11,42,11,51,4.1
3,9,1,11,43,11,60,4.6
7,6,1,11,46,12,0,4.9
9,3,1,11,51,12,8,4.3
4,9,1,11,53,12,10,5.5
2,5,1,11,55,12,6,5.1
10,3,1,11,56,12,13,7.9
2,5,1,11,57,12,8,5.1
5,8,1,11,57,12,12,4.9
4,7,1,11,58,12,7,4.1
5,3,1,11,59,12,9,5.2
2,5,1,12,2,12,12,5.3
2,6,1,12,5,12,18,4.5
4,8,1,12,6,12,20,4.3
4,9,1,12,7,12,24,5.0
