n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
10,4,1,6,27,6,41,4.3
6,1,1,7,32,7,41,4.2
8,1,1,7,39,7,53,4.6
6,7,1,8,3,8,18,6.0
3,4,1,8,6,8,15,4.7
9,7,1,8,18,8,32,5.0
8,1,1,8,20,8,34,5.5
7,4,1,8,25,8,34,4.3
6,7,1,8,31,8,46,6.0
6,1,1,8,38,8,47,4.7
10,9,1,9,20,9,41,5.6
3,1,1,9,23,9,31,4.9
7,1,1,9,35,9,44,4.6
4,2,1,9,45,9,53,4.4
10,9,1,9,52,10,13,5.6
6,7,1,10,3,10,18,5.7
8,4,1,10,34,10,48,5.1
2,5,1,10,37,10,48,5.6
5,9,1,10,38,10,57,5.8
3,1,1,10,52,10,60,4.8
3,1,1,10,53,11,1,4.8
6,1,1,10,54,11,3,4.6
8,4,1,10,58,11,12,5.1
6,7,1,11,16,11,30,5.3
6,7,1,12,0,12,14,4.6
9,4,1,12,9,12,26,4.8
9,5,1,12,19,12,38,4.9
9,10,1,12,20,12,41,6.8
10,3,1,12,43,13,0,6.3
6,3,1,13,40,13,52,3.8
4,7,1,14,1,14,10,4.0
1,7,1,14,11,14,20,4.4
4,7,1,14,21,14,30,4.0
2,1,1,14,30,14,39,4.5
4,7,1,14,38,14,47,4.0
1,7,1,14,41,14,50,4.4
2,5,1,14,51,15,2,4.8
7,1,1,14,51,14,60,4.6
9,3,1,14,54,15,11,4.0
4,2,1,14,57,15,5,3.8
4,3,1,15,4,15,13,4.2
1,10,1,15,12,15,28,4.8
2,1,1,15,22,15,31,4.1
2,6,1,15,26,15,39,5.0
7,4,1,15,46,15,55,3.9
7,4,1,15,49,15,58,3.9
3,6,1,15,55,16,7,4.6
1,6,1,16,11,16,20,4.6
1,2,1,16,16,16,25,4.7
6,7,1,16,30,16,44,4.8
10,3,1,16,55,17,12,6.5
1,6,1,17,2,17,11,4.7
4,7,1,17,10,17,19,4.7
4,7,1,17,11,17,20,4.7
3,4,1,17,15,17,24,5.5
4,7,1,17,15,17,24,4.7
6,7,1,17,18,17,32,5.5
5,1,1,17,20,17,30,4.1
2,4,1,17,23,17,31,5.3
2,5,1,17,28,17,38,6.0
1,6,1,17,32,17,41,4.7
2,1,1,17,36,17,45,5.2
1,10,1,17,37,17,52,6.1
1,5,1,17,40,17,50,5.2
2,4,1,17,41,17,49,5.3
9,10,1,17,43,18,4,6.5
4,2,1,17,45,17,53,4.6
6,7,1,17,53,18,8,5.5
1,2,1,17,54,18,3,4.8
1,2,1,17,58,18,7,4.8
1,3,1,18,10,18,18,5.3
4,3,1,18,40,18,49,4.6
4,8,1,18,40,18,54,5.4
7,3,1,18,41,18,50,4.1
1,7,1,18,59,19,8,5.2
1,3,1,19,7,19,15,5.3
4,6,1,19,10,19,19,4.5
4,3,1,19,12,19,21,4.6
1,7,1,19,14,19,23,4.5
4,6,1,19,19,19,28,4.5
2,4,1,19,24,19,32,5.1
4,6,1,19,34,19,43,4.5
1,6,1,19,45,19,54,4.6
7,5,1,19,48,19,60,4.9
4,2,1,19,53,20,1,4.6
7,6,1,20,22,20,36,4.2
2,5,1,20,25,20,36,4.6
1,5,1,20,38,20,48,3.9
10,3,1,21,2,21,19,5.9
1,10,1,21,15,21,30,5.2
1,10,1,21,25,21,40,5.2
1,10,1,21,33,21,48,5.2
10,2,1,21,43,22,1,5.1
1,10,1,21,48,22,4,5.2
6,3,1,22,6,22,18,3.1
4,9,1,22,10,22,28,4.0
2,5,1,22,18,22,28,4.9
9,4,1,22,37,22,54,4.4
10,3,1,22,49,23,6,5.8
4,9,1,23,44,0,2,3.9
