n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
6,7,1,6,8,6,22,4.2
1,10,1,6,30,6,46,4.5
10,3,1,6,54,7,11,6.2
10,3,1,6,56,7,13,6.2
6,1,1,7,24,7,33,4.2
10,9,1,7,24,7,45,5.8
6,1,1,7,49,7,58,4.2
6,1,1,8,1,8,10,4.7
8,1,1,8,18,8,32,5.5
6,1,1,8,25,8,34,4.7
9,1,1,8,56,9,14,7.7
3,4,1,8,57,9,6,4.7
3,4,1,9,5,9,14,4.6
5,10,1,9,5,9,17,3.3
2,4,1,9,36,9,44,4.5
2,4,1,9,43,9,51,4.5
3,1,1,10,0,10,8,4.8
3,5,1,10,24,10,34,6.0
6,7,1,10,36,10,50,5.7
4,2,1,10,56,11,4,4.2
4,2,1,11,0,11,8,4.1
1,10,1,11,6,11,22,6.1
3,5,1,11,43,11,53,5.2
4,9,1,11,50,12,8,5.5
7,4,1,11,53,12,2,4.0
5,7,1,12,26,12,38,4.7
6,10,1,12,32,12,44,4.6
1,10,1,12,52,13,8,5.0
4,9,1,13,5,13,22,4.7
10,4,1,13,6,13,20,4.5
4,2,1,13,22,13,30,3.5
9,2,1,13,29,13,45,5.0
7,9,1,13,31,13,45,3.6
4,9,1,13,55,14,12,4.7
10,3,1,14,16,14,33,6.6
6,7,1,14,24,14,38,4.8
4,2,1,14,57,15,5,3.8
6,2,1,15,5,15,18,4.8
10,3,1,15,9,15,26,7.3
7,4,1,15,10,15,19,3.9
3,5,1,15,16,15,26,5.4
6,9,1,15,16,15,38,5.0
3,5,1,15,58,16,8,5.4
1,2,1,16,4,16,13,4.7
4,2,1,16,7,16,15,4.2
1,7,1,16,16,16,25,4.3
4,2,1,16,31,16,39,4.2
3,4,1,16,40,16,49,4.2
1,7,1,16,46,16,55,4.3
10,9,1,16,49,17,10,3.9
9,6,1,16,57,17,19,6.1
3,5,1,16,58,17,8,5.3
6,1,1,16,59,17,8,4.5
9,3,1,17,0,17,17,5.1
2,4,1,17,1,17,9,5.3
3,5,1,17,2,17,12,6.9
4,2,1,17,5,17,13,4.6
3,1,1,17,6,17,14,5.1
1,3,1,17,12,17,20,5.0
1,7,1,17,12,17,21,4.6
4,3,1,17,16,17,25,4.5
3,1,1,17,17,17,25,5.1
4,3,1,17,22,17,31,4.5
7,4,1,17,22,17,31,4.1
9,4,1,17,26,17,44,6.2
1,3,1,17,29,17,37,5.0
9,10,1,17,41,18,2,6.5
2,1,1,17,47,17,56,5.2
6,7,1,17,48,18,2,5.5
3,5,1,17,49,17,59,6.9
7,4,1,17,54,18,3,4.1
2,1,1,18,22,18,31,5.7
1,8,1,18,29,18,43,4.8
4,3,1,19,8,19,17,4.6
1,2,1,19,13,19,22,4.6
1,5,1,19,13,19,22,5.4
2,4,1,19,18,19,26,5.1
4,6,1,19,26,19,35,4.5
2,6,1,19,33,19,46,7.2
2,4,1,19,37,19,45,5.1
2,6,1,19,52,20,5,7.2
1,8,1,19,54,20,8,4.8
4,9,1,20,8,20,26,3.7
1,6,1,20,10,20,19,4.8
8,1,1,20,17,20,31,6.6
8,1,1,20,27,20,41,6.6
4,10,1,20,32,20,46,5.0
6,9,1,20,54,21,16,4.0
1,10,1,21,32,21,48,5.2
6,7,1,21,37,21,52,4.4
4,9,1,21,40,21,58,4.4
10,4,1,21,41,21,55,4.3
3,10,1,21,44,22,1,6.0
10,3,1,21,46,22,3,5.9
6,7,1,22,43,22,58,4.2
10,3,1,22,54,23,11,5.8
1,8,1,22,57,23,11,4.6
9,4,1,23,4,23,22,3.9
1,10,1,23,17,23,32,5.3
10,3,1,23,30,23,47,5.5
