n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
10,3,1,6,1,6,18,6.2
5,2,1,7,0,7,10,4.2
6,1,1,7,21,7,30,4.2
8,1,1,8,0,8,14,5.5
7,6,1,8,4,8,18,5.1
3,1,1,8,19,8,27,4.7
3,4,1,8,39,8,48,4.7
8,1,1,8,42,8,56,5.5
5,3,1,8,45,8,55,5.6
7,1,1,9,31,9,40,4.6
3,1,1,10,7,10,15,4.8
1,3,1,10,9,10,17,4.4
4,3,1,10,9,10,18,4.3
7,4,1,10,9,10,18,4.6
6,7,1,10,18,10,32,5.7
5,1,1,10,36,10,46,5.1
6,7,1,10,37,10,52,5.7
6,9,1,11,8,11,30,6.2
4,9,1,11,15,11,32,5.5
4,9,1,11,22,11,40,5.5
7,4,1,11,39,11,48,4.0
3,10,1,11,41,11,58,7.3
6,7,1,12,3,12,18,4.6
3,5,1,12,47,12,57,5.2
1,10,1,12,49,13,4,5.0
10,3,1,12,51,13,8,6.3
4,2,1,12,52,12,60,3.7
6,7,1,13,28,13,42,4.6
7,4,1,13,50,13,59,3.8
1,2,1,14,27,14,36,4.5
2,5,1,14,33,14,44,4.8
4,3,1,14,53,15,2,3.9
4,8,1,14,57,15,10,4.4
3,6,1,15,13,15,25,4.6
10,3,1,15,21,15,38,7.3
9,4,1,15,22,15,40,5.6
9,4,1,15,39,15,56,5.6
8,6,1,16,4,16,23,5.3
4,2,1,16,7,16,15,4.2
2,5,1,16,23,16,34,5.0
1,5,1,16,33,16,42,4.0
3,4,1,16,39,16,48,4.2
4,9,1,16,54,17,12,5.1
4,7,1,17,0,17,9,4.7
4,10,1,17,1,17,15,5.1
4,7,1,17,3,17,12,4.7
2,4,1,17,6,17,14,5.3
2,4,1,17,7,17,15,5.3
5,10,1,17,9,17,21,3.7
4,7,1,17,13,17,22,4.7
6,3,1,17,15,17,27,4.3
10,3,1,17,17,17,34,8.1
5,2,1,17,18,17,28,5.4
6,7,1,17,20,17,34,5.5
3,1,1,17,22,17,30,5.1
1,2,1,17,25,17,34,4.8
9,4,1,17,28,17,46,6.2
3,10,1,17,36,17,53,9.6
7,4,1,17,42,17,51,4.1
4,2,1,17,46,17,54,4.6
4,3,1,17,48,17,57,4.5
9,10,1,17,48,18,9,6.5
2,4,1,17,58,18,6,5.3
6,7,1,17,59,18,14,5.5
3,4,1,18,1,18,10,5.2
2,4,1,18,5,18,13,5.5
7,5,1,18,10,18,22,5.0
3,4,1,18,11,18,20,5.2
4,8,1,18,20,18,34,5.4
3,1,1,18,22,18,30,5.2
6,1,1,18,27,18,36,3.7
1,3,1,18,30,18,38,5.3
7,4,1,18,31,18,40,4.8
6,9,1,18,35,18,57,6.6
2,8,1,18,40,18,52,6.6
1,5,1,18,50,18,60,4.8
2,5,1,18,56,19,6,7.0
4,3,1,18,56,19,5,4.6
1,3,1,19,3,19,11,5.3
7,4,1,19,3,19,12,4.8
2,6,1,19,10,19,23,7.2
1,5,1,19,12,19,22,5.4
10,3,1,19,12,19,29,11.2
1,8,1,19,15,19,29,4.8
1,6,1,19,42,19,51,4.6
2,4,1,19,42,19,50,5.1
1,5,1,19,52,20,2,5.4
1,9,1,20,8,20,26,6.0
9,4,1,20,15,20,32,4.4
2,5,1,20,17,20,28,4.6
2,5,1,20,21,20,32,4.6
9,4,1,20,29,20,46,4.4
2,5,1,20,41,20,52,4.6
7,5,1,21,30,21,42,4.7
3,10,1,21,39,21,56,6.0
9,4,1,21,54,22,12,4.3
4,9,1,21,56,22,14,4.4
3,5,1,22,20,22,30,5.5
1,10,1,22,48,23,4,5.0
5,7,1,23,14,23,26,4.7
