n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
10,4,1,6,7,6,21,4.3
4,9,1,6,22,6,40,4.1
4,10,1,6,41,6,55,3.8
6,7,1,6,51,7,6,4.2
6,7,1,6,55,7,10,4.2
6,1,1,7,9,7,18,4.2
2,5,1,7,15,7,26,7.6
2,5,1,7,17,7,28,7.6
6,3,1,7,31,7,43,4.2
6,7,1,7,48,8,2,5.1
3,8,1,7,50,8,2,3.5
10,9,1,7,50,8,11,5.8
3,9,1,7,51,8,8,3.9
6,1,1,7,54,8,3,4.2
6,2,1,8,0,8,13,5.5
8,1,1,8,1,8,15,5.5
6,7,1,8,2,8,16,6.0
10,9,1,8,2,8,23,7.1
3,8,1,8,6,8,18,3.9
6,1,2,8,10,8,19,4.7
7,4,1,8,12,8,21,4.3
8,4,1,8,12,8,26,5.2
5,3,1,8,17,8,27,5.6
6,1,1,8,21,8,30,4.7
9,6,1,8,23,8,45,6.5
2,4,1,8,25,8,33,4.6
6,1,1,8,25,8,34,4.7
2,5,1,8,26,8,36,9.9
8,5,1,8,26,8,42,5.3
6,7,1,8,28,8,42,6.0
3,4,1,8,35,8,44,4.7
3,8,1,8,39,8,51,3.9
7,4,1,8,39,8,48,4.3
9,1,1,8,39,8,57,7.7
6,1,1,8,44,8,53,4.7
6,3,1,8,46,8,58,4.9
3,4,1,8,47,8,56,4.7
1,10,1,8,50,9,6,4.9
5,3,1,8,50,8,60,5.6
6,3,1,8,51,9,3,4.9
6,3,1,8,56,9,8,4.9
2,1,1,8,57,9,6,5.0
7,10,1,8,59,9,17,5.3
5,7,1,9,8,9,20,5.1
5,7,1,9,11,9,23,5.1
3,4,1,9,12,9,21,4.6
5,7,1,9,18,9,30,5.1
3,4,1,9,25,9,34,4.6
9,6,1,9,27,9,49,6.1
3,5,1,9,31,9,41,7.0
2,4,1,9,34,9,42,4.5
10,9,1,9,37,9,58,5.6
5,7,1,9,38,9,50,5.1
8,7,1,9,38,9,47,4.1
