n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
6,2,1,6,4,6,17,4.2
6,7,1,6,11,6,26,4.2
3,8,1,6,15,6,27,3.8
6,7,1,6,17,6,32,4.2
10,3,1,6,22,6,39,6.2
1,10,1,6,37,6,52,4.5
4,9,1,6,38,6,56,4.1
6,1,1,7,9,7,18,4.2
6,1,1,7,11,7,20,4.2
2,4,1,7,17,7,25,3.3
8,2,1,7,21,7,33,5.0
8,2,1,7,27,7,39,5.0
6,1,1,7,47,7,56,4.2
7,4,1,7,54,8,3,3.2
6,1,1,7,59,8,8,4.2
2,4,1,8,0,8,8,4.6
6,7,1,8,0,8,14,6.0
4,9,1,8,1,8,18,5.4
6,2,1,8,3,8,16,5.5
8,3,1,8,5,8,17,5.3
8,1,1,8,12,8,26,5.5
3,4,1,8,20,8,29,4.7
7,1,1,8,20,8,29,4.7
2,4,1,8,21,8,29,4.6
5,1,1,8,27,8,36,5.4
5,3,1,8,27,8,37,5.6
6,1,1,8,29,8,38,4.7
5,3,1,8,31,8,41,5.6
10,4,1,8,31,8,45,5.3
8,4,1,8,33,8,46,5.2
2,4,1,8,39,8,47,4.6
10,9,1,8,40,9,1,7.1
6,1,1,8,42,8,51,4.7
2,5,1,8,44,8,54,9.9
9,7,1,8,45,8,59,5.0
8,1,1,8,48,9,2,5.5
6,1,1,8,49,8,58,4.7
6,7,1,8,52,9,6,6.0
5,3,1,8,53,9,3,5.6
2,1,1,8,55,9,4,5.0
2,4,1,8,57,9,5,4.6
2,4,1,9,3,9,11,4.5
6,1,1,9,4,9,13,4.6
9,1,1,9,9,9,27,7.4
2,1,1,9,11,9,20,4.7
6,1,1,9,17,9,26,4.6
8,7,1,9,17,9,26,4.1
2,4,1,9,22,9,30,4.5
3,4,1,9,22,9,31,4.6
3,4,1,9,25,9,34,4.6
5,1,1,9,40,9,50,4.7
2,5,1,9,48,9,58,7.5
4,2,1,9,48,9,56,4.4
9,7,1,9,52,10,6,5.1
5,7,1,9,57,10,9,5.1
3,1,1,9,59,10,7,4.9
3,1,1,10,0,10,8,4.8
8,6,1,10,2,10,21,5.7
5,3,1,10,3,10,13,5.4
6,7,1,10,3,10,18,5.7
6,1,1,10,5,10,14,4.6
4,3,1,10,6,10,15,4.3
4,7,1,10,7,10,16,4.3
4,2,1,10,9,10,17,4.2
6,2,1,10,9,10,22,5.9
8,3,1,10,10,10,22,4.5
8,4,1,10,14,10,28,5.1
3,5,1,10,15,10,25,6.0
10,3,1,10,15,10,32,9.0
2,6,1,10,17,10,30,4.5
7,4,1,10,19,10,28,4.6
8,3,1,10,19,10,31,4.5
10,3,1,10,19,10,36,9.0
6,2,1,10,23,10,36,5.9
2,4,1,10,24,10,32,3.6
2,4,1,10,26,10,34,3.6
6,1,1,10,28,10,37,4.6
6,7,1,10,28,10,42,5.7
7,6,1,10,28,10,42,5.4
6,7,1,10,33,10,48,5.7
9,3,1,10,33,10,50,4.0
4,3,1,10,34,10,43,4.3
1,7,1,10,35,10,44,4.0
1,10,1,10,35,10,50,5.9
9,4,1,10,35,10,52,5.8
7,1,1,10,36,10,45,4.9
3,5,1,10,41,10,51,6.0
4,3,1,10,41,10,50,4.3
4,10,1,10,41,10,55,4.1
4,2,1,10,42,10,50,4.2
1,10,1,10,45,11,0,5.9
3,5,1,10,45,10,55,6.0
3,5,1,10,47,10,57,6.0
2,6,1,10,50,11,3,4.5
5,3,1,10,50,10,60,5.4
7,4,1,10,50,10,59,4.6
5,1,1,10,53,11,2,5.1
6,1,1,10,56,11,5,4.6
5,1,1,10,58,11,8,5.1
6,7,1,10,58,11,12,5.7
7,1,1,10,58,11,7,4.9
7,4,1,10,59,11,8,4.6
8,4,1,11,1,11,14,4.2
5,7,1,11,4,11,16,4.7
7,4,1,11,9,11,18,4.0
7,4,1,11,13,11,22,4.0
7,4,1,11,15,11,24,4.0
4,7,1,11,16,11,25,4.1
6,9,1,11,17,11,39,6.2
5,9,1,11,30,11,49,6.2
10,3,1,11,30,11,47,7.9
4,7,1,11,32,11,41,4.1
10,3,1,11,33,11,50,7.9
6,1,1,11,34,11,43,4.3
3,9,1,11,37,11,54,4.6
6,7,1,11,39,11,54,5.3
7,4,1,11,39,11,48,4.0
3,6,1,11,43,11,55,4.2
7,5,1,11,43,11,55,5.2
7,1,1,11,44,11,53,4.6
6,3,1,11,47,11,59,4.6
2,8,1,11,50,12,2,4.3
2,5,1,11,55,12,6,5.1
6,7,1,11,56,12,10,5.3
10,3,1,11,57,12,14,7.9
10,6,1,11,57,12,10,5.2
10,3,1,12,12,12,29,6.3
5,2,1,12,20,12,30,4.6
4,2,1,12,22,12,30,3.7
4,2,1,12,23,12,31,3.7
2,5,1,12,29,12,40,5.3
5,9,1,12,30,12,49,4.8
5,2,1,12,41,12,52,4.6
7,4,1,12,41,12,50,4.0
9,4,1,12,41,12,58,4.8
7,1,1,12,43,12,52,4.7
