n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
4,9,2,6,0,6,18,4.1
10,3,2,6,0,6,17,6.2
4,9,1,6,2,6,20,4.1
6,2,1,6,2,6,15,4.2
10,3,1,6,2,6,19,6.2
10,3,1,6,6,6,23,6.2
10,3,1,6,9,6,26,6.2
6,9,1,6,12,6,34,4.4
10,3,2,6,12,6,29,6.2
4,10,2,6,13,6,27,3.8
10,3,1,6,19,6,36,6.2
6,7,1,6,21,6,36,4.2
9,1,1,6,25,6,43,4.7
1,10,1,6,26,6,42,4.5
6,7,1,6,26,6,40,4.2
10,3,1,6,26,6,43,6.2
10,4,1,6,28,6,42,4.3
10,3,1,6,32,6,49,6.2
6,3,1,6,33,6,45,3.5
10,6,1,6,34,6,46,4.7
4,10,1,6,35,6,49,3.8
1,10,1,6,36,6,52,4.5
4,9,1,6,37,6,54,4.1
2,10,1,6,39,6,57,4.9
10,3,1,6,39,6,56,6.2
10,3,1,6,40,6,57,6.2
4,10,1,6,44,6,58,3.8
1,10,1,6,47,7,2,4.5
4,9,1,6,47,7,4,4.1
1,10,1,6,51,7,6,4.5
4,9,1,6,52,7,10,4.1
4,9,1,6,53,7,10,4.1
10,3,1,6,53,7,10,6.2
10,4,2,6,54,7,8,4.3
1,10,1,6,55,7,10,4.5
6,2,1,6,55,7,8,4.2
6,7,1,6,56,7,10,4.2
1,10,1,6,57,7,12,4.5
10,3,1,6,58,7,15,6.2
9,6,1,7,0,7,22,4.5
8,4,1,7,1,7,14,4.4
3,5,1,7,2,7,12,7.3
1,10,1,7,3,7,18,4.6
3,9,1,7,3,7,20,3.9
9,6,1,7,3,7,25,4.5
5,2,1,7,4,7,14,4.2
6,7,1,7,4,7,18,5.1
10,9,1,7,5,7,26,5.8
10,9,1,7,6,7,27,5.8
6,1,1,7,7,7,16,4.2
8,4,1,7,7,7,20,4.4
6,1,1,7,8,7,17,4.2
6,1,1,7,10,7,19,4.2
3,8,1,7,12,7,24,3.5
7,4,1,7,12,7,21,3.2
6,1,2,7,14,7,23,4.2
