n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
1,10,1,6,0,6,16,4.5
10,3,1,6,8,6,25,6.2
1,10,1,6,10,6,26,4.5
10,3,1,6,15,6,32,6.2
1,10,1,6,16,6,32,4.5
6,2,1,6,32,6,45,4.2
10,3,1,6,34,6,51,6.2
1,10,1,6,35,6,50,4.5
10,3,1,6,51,7,8,6.2
10,4,1,6,51,7,5,4.3
1,10,1,6,59,7,14,4.5
6,7,1,7,0,7,14,5.1
8,1,1,7,1,7,15,4.6
7,5,1,7,2,7,14,6.2
2,4,1,7,6,7,14,3.3
6,1,1,7,7,7,16,4.2
8,2,1,7,8,7,20,5.0
6,9,1,7,11,7,33,6.6
3,8,1,7,16,7,28,3.5
6,1,1,7,17,7,26,4.2
6,1,2,7,32,7,41,4.2
8,2,1,7,33,7,45,5.0
6,1,1,7,40,7,49,4.2
6,2,1,7,41,7,54,4.9
8,1,1,7,42,7,56,4.6
6,1,1,7,45,7,54,4.2
6,1,1,7,48,7,57,4.2
2,4,1,8,5,8,13,4.6
9,1,1,8,6,8,24,7.7
6,7,1,8,7,8,22,6.0
8,3,1,8,7,8,19,5.3
6,7,1,8,8,8,22,6.0
3,8,1,8,9,8,21,3.9
7,4,1,8,10,8,19,4.3
6,1,1,8,12,8,21,4.7
3,4,1,8,13,8,22,4.7
2,1,1,8,14,8,23,5.0
9,6,1,8,15,8,37,6.5
5,7,1,8,16,8,28,5.0
6,7,1,8,18,8,32,6.0
5,3,1,8,19,8,29,5.6
10,9,1,8,20,8,41,7.1
3,1,1,8,21,8,29,4.7
3,4,1,8,22,8,31,4.7
6,1,1,8,22,8,31,4.7
9,7,1,8,23,8,37,5.0
7,4,1,8,25,8,34,4.3
9,4,1,8,25,8,42,5.9
2,1,1,8,26,8,35,5.0
7,4,1,8,27,8,36,4.3
8,1,1,8,27,8,41,5.5
3,1,1,8,28,8,36,4.7
6,3,1,8,28,8,40,4.9
3,4,1,8,29,8,38,4.7
3,1,1,8,30,8,38,4.7
8,2,1,8,30,8,42,5.4
7,1,1,8,31,8,40,4.7
3,4,1,8,32,8,41,4.7
7,1,1,8,32,8,41,4.7
8,2,1,8,32,8,44,5.4
3,8,1,8,39,8,51,3.9
3,4,1,8,41,8,50,4.7
6,3,1,8,42,8,54,4.9
7,4,1,8,42,8,51,4.3
3,1,1,8,43,8,51,4.7
3,4,1,8,43,8,52,4.7
2,1,1,8,44,8,53,5.0
5,3,1,8,44,8,54,5.6
6,3,1,8,44,8,56,4.9
6,1,1,8,45,8,54,4.7
6,4,1,8,45,8,54,4.2
3,5,1,8,51,9,1,7.0
6,1,1,8,51,9,0,4.7
8,4,1,8,51,9,4,5.2
3,4,1,8,53,9,2,4.7
9,6,1,8,54,9,16,6.5
3,4,1,8,55,9,4,4.7
2,5,1,8,56,9,6,9.9
5,3,1,8,57,9,7,5.6
2,1,1,9,0,9,9,4.7
2,4,1,9,0,9,8,4.5
