n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
1,10,1,6,18,6,34,4.5
10,3,1,6,35,6,52,6.2
4,9,1,6,53,7,10,4.1
8,2,1,7,9,7,21,5.0
6,1,1,7,16,7,25,4.2
4,9,1,7,20,7,38,4.6
3,8,1,7,23,7,35,3.5
6,3,1,7,23,7,35,4.2
6,1,1,7,28,7,37,4.2
6,7,1,7,53,8,8,5.1
6,1,1,7,55,8,4,4.2
7,4,1,7,56,8,5,3.2
9,6,1,8,1,8,23,6.5
6,7,1,8,2,8,16,6.0
3,4,1,8,3,8,12,4.7
5,3,1,8,3,8,13,5.6
2,4,1,8,4,8,12,4.6
3,4,1,8,4,8,13,4.7
3,4,1,8,10,8,19,4.7
8,4,1,8,10,8,24,5.2
2,4,1,8,12,8,20,4.6
6,9,1,8,12,8,34,6.9
3,8,1,8,13,8,25,3.9
2,4,1,8,14,8,22,4.6
5,3,1,8,20,8,30,5.6
3,1,1,8,21,8,29,4.7
3,4,1,8,22,8,31,4.7
3,5,1,8,22,8,32,7.0
3,8,1,8,23,8,35,3.9
6,1,1,8,23,8,32,4.7
3,8,1,8,29,8,41,3.9
3,4,1,8,32,8,41,4.7
4,9,1,8,35,8,52,5.4
2,1,1,8,36,8,45,5.0
2,4,1,8,37,8,45,4.6
3,9,1,8,37,8,54,4.5
2,4,1,8,47,8,55,4.6
6,1,1,8,50,8,59,4.7
6,2,1,8,51,9,4,5.5
6,7,1,8,52,9,6,6.0
8,4,1,8,52,9,6,5.2
5,10,1,8,54,9,6,3.2
2,4,1,8,56,9,4,4.6
3,1,1,9,11,9,19,4.9
2,1,1,9,12,9,21,4.7
6,1,1,9,12,9,21,4.6
6,3,1,9,14,9,26,4.7
3,1,1,9,15,9,23,4.9
10,9,1,9,15,9,36,5.6
8,4,1,9,16,9,30,5.3
1,10,1,9,17,9,32,4.6
8,1,1,9,18,9,32,5.2
2,4,1,9,22,9,30,4.5
2,4,1,9,25,9,33,4.5
4,9,1,9,25,9,42,5.4
6,9,1,9,31,9,53,6.8
4,2,1,9,33,9,41,4.4
3,4,1,9,35,9,44,4.6
6,2,1,9,35,9,48,5.5
2,4,1,9,40,9,48,4.5
2,4,1,9,41,9,49,4.5
2,4,1,9,44,9,52,4.5
6,1,1,9,49,9,58,4.6
4,2,1,9,50,9,58,4.4
3,5,1,9,53,10,3,7.0
2,4,1,9,59,10,7,4.5
9,6,1,10,0,10,22,5.4
1,7,1,10,1,10,10,4.0
8,6,1,10,3,10,22,5.7
5,1,1,10,7,10,16,5.1
4,7,1,10,9,10,18,4.3
3,9,1,10,10,10,27,4.9
1,10,1,10,12,10,28,5.9
4,2,1,10,12,10,20,4.2
4,7,1,10,14,10,23,4.3
4,2,1,10,18,10,26,4.2
4,7,1,10,19,10,28,4.3
5,7,1,10,20,10,32,4.6
10,3,1,10,22,10,39,9.0
4,7,1,10,23,10,32,4.3
6,2,1,10,24,10,37,5.9
7,4,1,10,24,10,33,4.6
9,3,1,10,24,10,41,4.0
5,3,1,10,27,10,37,5.4
10,3,1,10,27,10,44,9.0
3,4,1,10,31,10,40,4.4
2,1,1,10,32,10,41,4.5
4,9,1,10,34,10,52,5.5
4,3,1,10,35,10,44,4.3
3,1,1,10,36,10,44,4.8
10,9,1,10,36,10,57,6.1
4,3,1,10,38,10,47,4.3
9,1,1,10,38,10,56,7.0
2,6,1,10,40,10,53,4.5
9,4,1,10,44,11,2,5.8
9,10,1,10,46,11,7,5.9
5,3,1,10,50,10,60,5.4
7,4,1,10,50,10,59,4.6
2,6,1,11,0,11,13,4.7
2,9,1,11,1,11,17,5.4
4,2,1,11,5,11,13,4.1
2,5,1,11,6,11,16,5.1
4,9,1,11,6,11,24,5.5
