n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
3,9,1,6,5,6,22,3.9
4,9,1,6,9,6,26,4.1
10,3,1,6,15,6,32,6.2
3,10,1,6,16,6,33,5.1
10,2,1,6,16,6,34,5.3
10,3,1,6,16,6,33,6.2
4,10,1,6,18,6,32,3.8
6,10,1,6,21,6,34,3.9
1,10,1,6,23,6,38,4.5
1,10,3,6,26,6,42,4.5
4,9,1,6,27,6,44,4.1
1,10,1,6,30,6,46,4.5
4,9,1,6,31,6,48,4.1
4,9,2,6,35,6,52,4.1
10,3,1,6,36,6,53,6.2
1,10,1,6,40,6,56,4.5
4,10,1,6,41,6,55,3.8
10,3,1,6,41,6,58,6.2
4,10,1,6,44,6,58,3.8
2,10,1,6,45,7,3,4.9
4,9,1,6,52,7,10,4.1
10,3,1,6,52,7,9,6.2
4,10,1,6,54,7,8,3.8
1,10,1,6,57,7,12,4.5
10,4,1,6,57,7,11,4.3
6,1,1,7,2,7,11,4.2
9,1,1,7,2,7,20,5.8
8,2,1,7,4,7,16,5.0
6,3,1,7,9,7,21,4.2
5,7,1,7,11,7,23,4.3
6,1,1,7,13,7,22,4.2
6,1,1,7,14,7,23,4.2
9,6,1,7,15,7,37,4.5
9,6,1,7,16,7,38,4.5
6,1,1,7,19,7,28,4.2
1,9,1,7,23,7,41,7.1
6,1,1,7,27,7,36,4.2
7,4,1,7,31,7,40,3.2
8,4,1,7,32,7,46,4.4
10,9,1,7,33,7,54,5.8
6,1,1,7,35,7,44,4.2
2,4,1,7,37,7,45,3.3
5,7,1,7,41,7,53,4.3
3,4,1,7,44,7,53,3.7
6,7,2,7,48,8,2,5.1
6,1,1,7,50,7,59,4.2
10,4,1,7,51,8,5,5.5
3,8,1,7,53,8,5,3.5
7,1,1,7,55,8,4,4.1
6,7,1,7,56,8,10,5.1
6,7,1,7,59,8,14,5.1
3,9,2,8,3,8,20,4.5
3,1,1,8,4,8,12,4.7
3,4,1,8,4,8,13,4.7
6,1,1,8,4,8,13,4.7
6,3,1,8,4,8,16,4.9
9,2,1,8,4,8,20,6.1
6,1,1,8,5,8,14,4.7
5,3,1,8,6,8,16,5.6
6,7,1,8,6,8,20,6.0
3,8,1,8,7,8,19,3.9
5,3,1,8,7,8,17,5.6
8,7,1,8,8,8,17,4.4
10,4,1,8,8,8,22,5.3
5,3,1,8,9,8,19,5.6
6,2,1,8,9,8,22,5.5
6,1,2,8,10,8,19,4.7
3,1,1,8,11,8,19,4.7
6,7,1,8,11,8,26,6.0
8,1,1,8,11,8,25,5.5
5,3,1,8,12,8,22,5.6
6,1,1,8,12,8,21,4.7
6,3,1,8,12,8,24,4.9
7,4,1,8,12,8,21,4.3
3,4,1,8,14,8,23,4.7
5,1,1,8,14,8,24,5.4
9,1,1,8,14,8,32,7.7
2,1,1,8,15,8,24,5.0
3,1,1,8,15,8,23,4.7
4,2,1,8,15,8,23,4.1
6,1,1,8,16,8,25,4.7
7,4,1,8,16,8,25,4.3
8,2,1,8,16,8,28,5.4
9,7,1,8,16,8,30,5.0
5,3,1,8,18,8,28,5.6
6,1,1,8,18,8,27,4.7
8,5,1,8,19,8,34,5.3
6,10,1,8,20,8,32,5.0
7,1,1,8,20,8,29,4.7
8,1,1,8,20,8,34,5.5
6,9,1,8,21,8,43,6.9
9,6,1,8,21,8,43,6.5
6,1,1,8,22,8,31,4.7
7,1,1,8,22,8,31,4.7
7,6,1,8,22,8,36,5.1
8,2,1,8,23,8,35,5.4
3,9,1,8,24,8,41,4.5
5,3,1,8,24,8,34,5.6
6,3,1,8,24,8,36,4.9
7,1,1,8,24,8,33,4.7
3,4,1,8,25,8,34,4.7
8,1,1,8,25,8,39,5.5
3,4,1,8,27,8,36,4.7
4,9,1,8,27,8,44,5.4
6,1,1,8,27,8,36,4.7
8,1,1,8,27,8,41,5.5
5,3,1,8,28,8,38,5.6
3,4,1,8,29,8,38,4.7
6,7,1,8,29,8,44,6.0
8,7,1,8,29,8,38,4.4
2,4,1,8,30,8,38,4.6
3,1,1,8,30,8,38,4.7
8,4,1,8,30,8,44,5.2
2,4,1,8,31,8,39,4.6
3,4,1,8,31,8,40,4.7
8,1,1,8,32,8,46,5.5
3,4,1,8,33,8,42,4.7
3,6,1,8,33,8,45,3.6
6,1,1,8,33,8,42,4.7
6,3,1,8,33,8,45,4.9
2,1,1,8,34,8,43,5.0
2,4,1,8,34,8,42,4.6
5,3,1,8,34,8,44,5.6
