n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
10,3,1,6,0,6,17,6.2
1,10,1,6,4,6,20,4.5
4,10,1,6,5,6,19,3.8
6,2,1,6,5,6,18,4.2
6,7,1,6,5,6,20,4.2
10,4,1,6,8,6,22,4.3
1,10,1,6,10,6,26,4.5
1,10,1,6,12,6,28,4.5
8,4,1,6,12,6,26,4.1
1,10,1,6,14,6,30,4.5
10,3,2,6,14,6,31,6.2
1,10,1,6,19,6,34,4.5
6,7,1,6,21,6,36,4.2
7,10,1,6,21,6,39,4.7
1,10,1,6,24,6,40,4.5
4,9,1,6,27,6,44,4.1
4,10,1,6,27,6,41,3.8
4,9,1,6,28,6,46,4.1
7,10,1,6,29,6,47,4.7
10,3,1,6,30,6,47,6.2
4,9,1,6,31,6,48,4.1
6,7,1,6,34,6,48,4.2
6,9,1,6,34,6,56,4.4
4,10,1,6,36,6,50,3.8
10,3,1,6,37,6,54,6.2
4,9,1,6,38,6,56,4.1
10,3,1,6,39,6,56,6.2
1,10,1,6,40,6,56,4.5
3,10,1,6,41,6,58,5.1
6,7,1,6,44,6,58,4.2
3,10,1,6,46,7,3,5.1
6,7,1,6,48,7,2,4.2
1,10,1,6,50,7,6,4.5
6,7,1,6,56,7,10,4.2
1,10,2,6,58,7,14,4.5
6,3,1,7,1,7,13,4.2
7,4,1,7,1,7,10,3.2
6,1,1,7,2,7,11,4.2
7,6,1,7,2,7,16,4.6
6,1,1,7,4,7,13,4.2
6,3,1,7,5,7,17,4.2
2,4,1,7,6,7,14,3.3
6,1,1,7,7,7,16,4.2
2,4,1,7,8,7,16,3.3
8,2,1,7,8,7,20,5.0
6,7,1,7,10,7,24,5.1
1,10,1,7,11,7,26,4.6
5,3,1,7,11,7,21,4.6
2,4,2,7,13,7,21,3.3
8,2,1,7,13,7,25,5.0
5,7,1,7,15,7,27,4.3
6,1,1,7,15,7,24,4.2
5,7,1,7,16,7,28,4.3
9,1,1,7,16,7,34,5.8
5,7,1,7,17,7,29,4.3
6,9,1,7,17,7,39,6.6
10,9,1,7,17,7,38,5.8
3,8,1,7,18,7,30,3.5
4,10,1,7,18,7,32,4.0
8,2,1,7,18,7,30,5.0
10,3,1,7,18,7,35,5.6
6,3,1,7,19,7,31,4.2
8,2,1,7,19,7,31,5.0
8,2,1,7,20,7,32,5.0
10,9,2,7,20,7,41,5.8
5,2,1,7,22,7,32,4.2
10,9,1,7,22,7,43,5.8
7,6,1,7,23,7,38,4.6
8,4,1,7,23,7,36,4.4
10,9,2,7,23,7,44,5.8
5,7,1,7,24,7,36,4.3
3,8,1,7,25,7,37,3.5
10,9,1,7,25,7,46,5.8
6,7,1,7,26,7,40,5.1
9,6,1,7,27,7,49,4.5
10,9,1,7,27,7,48,5.8
6,3,1,7,29,7,41,4.2
3,8,1,7,30,7,42,3.5
8,2,1,7,30,7,42,5.0
10,9,1,7,30,7,51,5.8
6,7,1,7,31,7,46,5.1
6,7,1,7,32,7,46,5.1
8,2,1,7,33,7,45,5.0
6,1,1,7,35,7,44,4.2
6,3,1,7,36,7,48,4.2
6,1,1,7,39,7,48,4.2
3,8,1,7,40,7,52,3.5
3,8,1,7,42,7,54,3.5
6,3,1,7,42,7,54,4.2
6,1,1,7,43,7,52,4.2
6,7,1,7,43,7,58,5.1
8,2,1,7,44,7,56,5.0
3,9,1,7,45,8,2,3.9
6,1,1,7,45,7,54,4.2
6,3,1,7,45,7,57,4.2
7,4,1,7,45,7,54,3.2
6,3,1,7,46,7,58,4.2
7,9,1,7,46,7,60,4.6
6,3,1,7,47,7,59,4.2
6,7,1,7,47,8,2,5.1
8,2,1,7,47,7,59,5.0
8,2,1,7,48,7,60,5.0
9,6,1,7,48,8,10,4.5
5,7,1,7,49,8,1,4.3
6,7,1,7,50,8,4,5.1
5,3,1,7,51,8,1,4.6
6,7,1,7,51,8,6,5.1
8,2,1,7,51,8,3,5.0
9,6,1,7,51,8,13,4.5
6,2,1,7,52,8,5,4.9
10,9,1,7,52,8,13,5.8
2,4,1,7,53,8,1,3.3
3,4,1,7,53,8,2,3.7
7,6,1,7,53,8,8,4.6
6,1,1,7,55,8,4,4.2
10,9,1,7,56,8,17,5.8
5,7,1,7,58,8,10,4.3
6,1,1,7,58,8,7,4.2
6,9,1,7,59,8,21,6.6
1,9,1,8,0,8,18,9.0
3,1,1,8,0,8,8,4.7
3,8,1,8,0,8,12,3.9
6,7,1,8,0,8,14,6.0
7,1,1,8,0,8,9,4.7
8,4,1,8,0,8,14,5.2
10,3,1,8,0,8,17,6.4
2,4,1,8,1,8,9,4.6
6,1,2,8,1,8,10,4.7
8,1,1,8,1,8,15,5.5
2,4,1,8,2,8,10,4.6
5,3,2,8,2,8,12,5.6
8,4,1,8,2,8,16,5.2
3,1,1,8,3,8,11,4.7
7,1,1,8,3,8,12,4.7
10,9,1,8,3,8,24,7.1
3,4,1,8,4,8,13,4.7
3,9,1,8,4,8,21,4.5
