n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
10,3,1,6,5,6,22,6.2
6,7,1,6,10,6,24,4.2
1,10,1,6,40,6,56,4.5
10,4,1,6,43,6,57,4.3
4,9,1,6,44,7,2,4.1
4,10,1,6,46,7,0,3.8
7,4,1,7,7,7,16,3.2
3,5,1,7,10,7,20,7.3
3,6,1,7,13,7,25,3.8
2,5,1,7,23,7,34,7.6
10,9,1,7,36,7,57,5.8
10,9,1,7,39,8,0,5.8
10,9,1,7,42,8,3,5.8
6,1,1,7,59,8,8,4.2
3,1,1,8,5,8,13,4.7
3,4,1,8,5,8,14,4.7
8,1,1,8,6,8,20,5.5
5,3,1,8,10,8,20,5.6
6,3,1,8,10,8,22,4.9
3,1,1,8,11,8,19,4.7
3,9,1,8,13,8,30,4.5
3,9,1,8,15,8,32,4.5
5,3,1,8,15,8,25,5.6
5,3,1,8,17,8,27,5.6
5,3,1,8,22,8,32,5.6
5,3,1,8,24,8,34,5.6
2,4,1,8,25,8,33,4.6
3,1,1,8,25,8,33,4.7
5,3,1,8,25,8,35,5.6
3,9,1,8,29,8,46,4.5
3,8,1,8,32,8,44,3.9
8,4,1,8,36,8,50,5.2
9,7,1,8,40,8,54,5.0
7,4,1,8,41,8,50,4.3
3,4,1,8,44,8,53,4.7
6,2,1,8,44,8,57,5.5
10,9,1,8,44,9,5,7.1
6,3,1,8,45,8,57,4.9
6,3,1,8,48,8,60,4.9
2,1,1,8,50,8,59,5.0
2,4,1,8,54,9,2,4.6
6,1,1,8,56,9,5,4.7
6,7,1,8,58,9,12,6.0
7,1,1,8,58,9,7,4.7
7,4,1,8,59,9,8,4.3
9,1,1,9,2,9,20,7.4
5,2,1,9,5,9,16,4.7
2,4,1,9,8,9,16,4.5
6,1,1,9,12,9,21,4.6
9,6,1,9,16,9,38,6.1
6,1,1,9,18,9,27,4.6
6,1,1,9,21,9,30,4.6
2,4,1,9,25,9,33,4.5
6,7,1,9,25,9,40,5.7
2,5,1,9,29,9,40,7.5
5,7,1,9,32,9,44,5.1
6,1,1,9,32,9,41,4.6
4,7,1,9,40,9,49,4.4
6,1,1,9,41,9,50,4.6
2,4,1,9,46,9,54,4.5
9,6,1,9,47,10,9,6.1
3,4,1,9,48,9,57,4.6
8,4,1,9,57,10,10,5.3
3,6,1,10,3,10,15,4.3
3,5,1,10,5,10,15,6.0
4,3,1,10,9,10,18,4.3
5,8,1,10,9,10,24,4.4
9,1,1,10,9,10,27,7.0
3,1,1,10,11,10,19,4.8
5,3,1,10,15,10,25,5.4
4,7,1,10,17,10,26,4.3
3,1,1,10,18,10,26,4.8
3,9,1,10,20,10,37,4.9
2,5,1,10,24,10,34,5.6
3,1,1,10,24,10,32,4.8
7,4,1,10,25,10,34,4.6
1,2,1,10,26,10,35,3.9
4,7,1,10,28,10,37,4.3
2,5,1,10,30,10,40,5.6
10,3,1,10,33,10,50,9.0
7,4,1,10,34,10,43,4.6
6,7,1,10,35,10,50,5.7
5,3,1,10,36,10,46,5.4
6,7,1,10,42,10,56,5.7
2,4,1,10,43,10,51,3.6
4,3,1,10,44,10,53,4.3
6,1,1,10,45,10,54,4.6
7,4,1,10,45,10,54,4.6
1,10,1,10,46,11,2,5.9
5,3,1,10,46,10,56,5.4
3,5,1,10,47,10,57,6.0
7,4,1,10,47,10,56,4.6
6,7,1,10,49,11,4,5.7
5,3,1,10,51,11,1,5.4
5,1,1,10,53,11,2,5.1
3,1,1,10,54,11,2,4.8
1,7,1,10,56,11,5,4.0
1,10,1,10,56,11,12,5.9
2,5,1,10,57,11,8,5.6
8,3,1,10,57,11,9,4.5
5,9,1,10,58,11,17,5.8
9,4,1,11,0,11,18,5.4
1,9,1,11,2,11,20,6.5
5,2,1,11,3,11,14,5.1
7,4,1,11,11,11,20,4.0
10,3,1,11,11,11,28,7.9
3,5,1,11,12,11,22,5.2
1,10,1,11,18,11,34,6.1
3,10,1,11,18,11,35,7.3
3,5,1,11,20,11,30,5.2
4,2,1,11,23,11,31,4.1
10,3,1,11,25,11,42,7.9
1,10,1,11,26,11,42,6.1
3,1,1,11,30,11,38,4.6
6,8,1,11,35,11,54,4.9
9,4,1,11,38,11,56,5.4
6,8,1,11,39,11,58,4.9
3,1,1,11,41,11,49,4.6
4,2,1,11,41,11,49,4.1
9,4,1,11,48,12,6,5.4
3,9,1,11,50,12,7,4.6
4,9,1,11,53,12,10,5.5
3,5,1,11,55,12,5,5.2
4,2,1,11,58,12,6,4.1
5,1,1,11,59,12,8,5.5
3,10,1,12,0,12,17,8.4
4,10,1,12,1,12,15,4.1
5,2,1,12,3,12,14,4.6
9,10,2,12,7,12,28,6.8
2,5,1,12,14,12,24,5.3
3,5,1,12,16,12,26,5.2
6,7,1,12,16,12,30,4.6
3,9,1,12,22,12,39,4.8
7,4,1,12,22,12,31,4.0
10,3,1,12,22,12,39,6.3
7,4,1,12,24,12,33,4.0
4,10,1,12,25,12,39,4.1
10,3,1,12,27,12,44,6.3
9,3,1,12,30,12,47,4.3
2,5,1,12,33,12,44,5.3
9,4,1,12,34,12,52,4.8
7,4,1,12,35,12,44,4.0
3,10,1,12,39,12,56,8.4
3,9,1,12,41,12,58,4.8
7,4,1,12,42,12,51,4.0
5,2,1,12,54,13,4,4.6
1,10,1,12,55,13,10,5.0
10,9,1,13,2,13,23,4.4
4,2,1,13,4,13,12,3.5
9,4,2,13,5,13,22,5.1
3,10,1,13,7,13,24,5.3
4,7,1,13,7,13,16,3.9
7,4,1,13,14,13,23,3.8
4,10,1,13,18,13,32,4.0
9,3,2,13,19,13,36,3.6
4,7,1,13,21,13,30,3.9
6,7,1,13,21,13,36,4.6
7,4,1,13,22,13,31,3.8
10,4,1,13,25,13,39,4.5
10,3,1,13,43,14,0,7.1
8,6,1,13,59,14,18,5.0
7,5,1,14,1,14,13,5.6
1,7,1,14,3,14,12,4.4
1,7,1,14,7,14,16,4.4
3,5,1,14,8,14,18,5.3
5,9,1,14,10,14,29,4.6
9,3,1,14,12,14,29,4.0
1,3,1,14,14,14,22,4.5
1,10,1,14,16,14,32,5.3
3,4,1,14,19,14,28,4.4
3,5,1,14,25,14,35,5.3
9,3,1,14,31,14,48,4.0
7,4,1,14,32,14,41,4.1
2,4,1,14,34,14,42,4.1
4,9,1,14,35,14,52,5.0
1,7,1,14,41,14,50,4.4
10,9,1,14,41,15,2,4.8
6,7,1,14,44,14,58,4.8
10,9,1,14,44,15,5,4.8
6,7,1,14,47,15,2,4.8
8,1,1,14,50,15,4,4.9
10,3,1,14,56,15,13,6.6
2,6,1,15,3,15,16,5.0
3,5,1,15,3,15,13,5.4
1,3,1,15,4,15,12,4.9
2,5,1,15,4,15,14,4.7
3,5,1,15,4,15,14,5.4
1,2,1,15,9,15,18,4.5
7,4,1,15,19,15,28,3.9
2,6,1,15,20,15,33,5.0
3,5,1,15,27,15,37,5.4
9,5,1,15,28,15,47,4.6
4,9,1,15,29,15,46,4.8
6,7,1,15,29,15,44,4.8
1,2,1,15,32,15,41,4.5
3,4,1,15,32,15,41,4.3
7,4,1,15,32,15,41,3.9
7,4,1,15,33,15,42,3.9
9,10,1,15,33,15,54,6.3
10,3,1,15,34,15,51,7.3
2,4,1,15,40,15,48,4.0
3,5,1,15,40,15,50,5.4
10,9,1,15,40,16,1,6.2
3,5,1,15,41,15,51,5.4
3,5,1,15,42,15,52,5.4
3,1,1,15,44,15,52,4.3
4,2,1,15,45,15,53,3.8
6,7,1,15,45,15,60,4.8
10,3,1,15,45,16,2,7.3
10,3,1,15,47,16,4,7.3
4,7,1,15,51,16,0,3.8
9,1,1,15,57,16,15,7.9
9,5,1,15,57,16,16,4.6
6,8,1,15,58,16,17,4.7
9,3,1,16,1,16,18,4.4
1,7,1,16,2,16,11,4.3
7,6,1,16,2,16,16,5.4
3,9,1,16,4,16,21,4.5
1,3,1,16,5,16,13,4.7
3,5,1,16,6,16,16,5.3
3,1,1,16,7,16,15,4.7
10,3,1,16,7,16,24,6.5
10,3,1,16,8,16,25,6.5
4,10,1,16,10,16,24,4.4
9,3,1,16,11,16,28,4.4
4,2,1,16,14,16,22,4.2
7,4,1,16,15,16,24,4.1
9,3,1,16,18,16,35,4.4
2,1,1,16,21,16,30,4.9
1,2,1,16,24,16,33,4.7
9,1,1,16,24,16,42,7.5
9,4,1,16,24,16,42,6.3
4,2,1,16,26,16,34,4.2
3,10,1,16,27,16,44,7.1
1,10,1,16,31,16,46,6.1
4,2,1,16,32,16,40,4.2
9,4,1,16,33,16,50,6.3
9,10,1,16,34,16,55,7.1
4,2,1,16,36,16,44,4.2
1,3,1,16,38,16,46,4.7
3,10,2,16,38,16,55,7.1
10,3,1,16,38,16,55,6.5
1,6,1,16,41,16,50,4.6
4,2,2,16,41,16,49,4.2
1,5,1,16,43,16,52,4.0
7,1,1,16,43,16,52,4.7
4,9,1,16,44,17,2,5.1
1,5,1,16,45,16,54,4.0
3,6,1,16,46,16,58,4.6
7,5,1,16,46,16,58,5.7
9,4,1,16,56,17,14,6.3
1,2,1,16,57,17,6,4.7
3,4,1,16,57,17,6,4.2
3,5,1,16,57,17,7,5.3
1,3,1,17,0,17,8,5.0
1,7,1,17,0,17,9,4.6
1,10,1,17,0,17,16,6.1
3,5,1,17,0,17,10,6.9
9,4,1,17,0,17,18,6.2
4,2,1,17,1,17,9,4.6
1,2,1,17,2,17,11,4.8
1,3,1,17,2,17,10,5.0
4,3,1,17,2,17,11,4.5
9,5,1,17,3,17,22,5.6
9,3,1,17,4,17,21,5.1
1,3,1,17,5,17,13,5.0
4,2,1,17,5,17,13,4.6
8,4,1,17,7,17,20,4.9
2,4,1,17,8,17,16,5.3
3,1,1,17,8,17,16,5.1
3,4,1,17,12,17,21,5.5
1,10,1,17,13,17,28,6.1
7,4,1,17,14,17,23,4.1
2,5,1,17,15,17,26,6.0
3,4,1,17,15,17,24,5.5
9,3,1,17,15,17,32,5.1
4,3,1,17,16,17,25,4.5
4,9,1,17,16,17,34,5.7
5,7,1,17,17,17,29,5.6
7,1,1,17,17,17,26,4.8
3,5,1,17,18,17,28,6.9
4,2,1,17,18,17,26,4.6
7,4,2,17,18,17,27,4.1
1,3,1,17,19,17,27,5.0
9,4,1,17,19,17,36,6.2
3,4,1,17,20,17,29,5.5
4,2,1,17,20,17,28,4.6
6,7,1,17,20,17,34,5.5
6,3,1,17,21,17,33,4.3
4,3,1,17,22,17,31,4.5
1,3,1,17,23,17,31,5.0
2,4,2,17,23,17,31,5.3
1,5,1,17,25,17,34,5.2
1,7,1,17,25,17,34,4.6
3,5,2,17,25,17,35,6.9
4,2,1,17,25,17,33,4.6
1,5,1,17,27,17,36,5.2
3,4,1,17,28,17,37,5.5
4,3,1,17,28,17,37,4.5
4,10,1,17,28,17,42,5.1
9,3,1,17,29,17,46,5.1
2,5,1,17,30,17,40,6.0
6,7,1,17,30,17,44,5.5
1,9,1,17,36,17,54,6.3
1,6,1,17,37,17,46,4.7
3,5,1,17,37,17,47,6.9
3,10,1,17,37,17,54,9.6
1,7,2,17,38,17,47,4.6
1,9,1,17,38,17,56,6.3
3,10,1,17,38,17,55,9.6
3,4,1,17,39,17,48,5.5
6,7,1,17,39,17,54,5.5
1,10,1,17,40,17,56,6.1
3,5,1,17,42,17,52,6.9
4,9,1,17,42,17,60,5.7
1,10,1,17,43,17,58,6.1
7,4,1,17,43,17,52,4.1
1,3,1,17,44,17,52,5.0
3,10,1,17,44,18,1,9.6
7,4,1,17,44,17,53,4.1
4,7,1,17,45,17,54,4.7
5,1,1,17,47,17,56,4.1
9,10,1,17,47,18,8,6.5
6,7,1,17,48,18,2,5.5
3,4,1,17,49,17,58,5.5
7,5,1,17,49,18,1,5.6
4,3,1,17,50,17,59,4.5
4,7,1,17,50,17,59,4.7
3,4,1,17,51,17,60,5.5
1,3,1,17,52,17,60,5.0
3,4,1,17,52,18,1,5.5
4,2,1,17,52,17,60,4.6
1,3,1,17,53,18,1,5.0
4,2,1,17,54,18,2,4.6
2,1,1,17,55,18,4,5.2
2,4,1,17,55,18,3,5.3
3,5,1,17,55,18,5,6.9
3,5,1,17,56,18,6,6.9
4,2,1,17,56,18,4,4.6
1,6,1,17,57,18,6,4.7
4,3,1,17,57,18,6,4.5
6,7,1,17,57,18,12,5.5
1,3,1,17,58,18,6,5.0
9,3,1,17,58,18,15,5.1
1,2,1,18,2,18,11,5.4
4,8,1,18,2,18,16,5.4
4,2,1,18,4,18,12,5.5
1,6,1,18,6,18,15,4.7
9,4,1,18,7,18,24,6.4
1,3,1,18,8,18,16,5.3
5,2,1,18,8,18,18,6.6
4,2,1,18,11,18,19,5.5
1,6,1,18,13,18,22,4.7
1,3,1,18,14,18,22,5.3
2,5,1,18,14,18,24,7.0
4,3,1,18,19,18,28,4.6
6,9,1,18,19,18,41,6.6
1,3,1,18,22,18,30,5.3
4,2,1,18,22,18,30,5.5
4,3,1,18,23,18,32,4.6
1,5,1,18,24,18,34,4.8
2,1,1,18,24,18,33,5.7
1,2,1,18,25,18,34,5.4
1,7,1,18,30,18,39,5.2
2,6,1,18,30,18,43,8.9
1,5,1,18,38,18,48,4.8
1,6,1,18,38,18,47,4.7
2,1,1,18,40,18,49,5.7
6,9,1,18,41,19,3,6.6
1,2,1,18,42,18,51,5.4
3,5,1,18,42,18,52,6.9
4,3,1,18,42,18,51,4.6
8,1,1,18,42,18,56,6.1
2,1,1,18,43,18,52,5.7
1,7,1,18,45,18,54,5.2
1,3,1,18,46,18,54,5.3
1,7,1,18,47,18,56,5.2
4,8,1,18,48,19,2,5.4
3,5,1,18,49,18,59,6.9
4,7,1,18,49,18,58,4.6
5,3,1,18,50,18,60,6.2
2,4,1,18,52,18,60,5.5
7,6,1,18,53,19,8,5.6
8,6,1,18,53,19,12,4.6
1,2,1,18,56,19,5,5.4
2,4,1,18,58,19,6,5.5
3,8,1,18,58,19,10,4.6
2,6,1,19,0,19,13,7.2
3,4,1,19,2,19,11,5.0
7,6,1,19,2,19,16,5.6
1,6,2,19,8,19,17,4.6
4,2,1,19,9,19,17,4.6
1,6,1,19,11,19,20,4.6
1,6,1,19,12,19,21,4.6
1,6,2,19,15,19,24,4.6
4,3,1,19,15,19,24,4.6
1,6,1,19,16,19,25,4.6
4,6,1,19,19,19,28,4.5
2,6,1,19,20,19,33,7.2
1,6,1,19,21,19,30,4.6
1,8,1,19,21,19,35,4.8
2,6,1,19,21,19,34,7.2
5,8,1,19,22,19,38,3.6
4,2,1,19,36,19,44,4.6
4,10,1,19,37,19,51,4.9
8,1,1,19,37,19,51,5.4
1,6,1,19,38,19,47,4.6
1,3,1,19,44,19,52,5.3
1,8,1,19,45,19,59,4.8
4,6,1,19,45,19,54,4.5
2,6,1,19,46,19,59,7.2
1,8,1,19,48,20,2,4.8
2,5,1,19,48,19,58,6.5
7,3,1,19,49,19,58,4.8
7,6,1,19,50,20,4,5.6
1,3,1,19,53,20,1,5.3
1,8,1,19,53,20,7,4.8
3,4,1,19,54,20,3,5.0
4,3,1,19,54,20,3,4.6
3,4,1,19,56,20,5,5.0
4,3,1,19,56,20,5,4.6
9,4,1,19,59,20,16,4.8
1,6,1,20,2,20,11,4.8
2,5,1,20,4,20,14,4.6
7,6,1,20,4,20,18,4.2
2,6,1,20,6,20,19,4.9
3,10,1,20,7,20,24,6.1
2,5,2,20,9,20,20,4.6
3,10,1,20,10,20,27,6.1
2,5,1,20,12,20,22,4.6
7,6,1,20,12,20,26,4.2
4,6,1,20,14,20,23,3.7
9,4,1,20,18,20,36,4.4
4,9,1,20,19,20,36,3.7
2,5,1,20,20,20,30,4.6
2,6,1,20,21,20,34,4.9
2,5,1,20,22,20,32,4.6
9,4,1,20,22,20,40,4.4
9,4,1,20,24,20,42,4.4
7,6,1,20,26,20,40,4.2
2,5,1,20,28,20,38,4.6
6,9,1,20,31,20,53,4.0
2,5,2,20,32,20,42,4.6
9,4,1,20,35,20,52,4.4
2,6,1,20,36,20,49,4.9
2,5,1,20,41,20,52,4.6
6,9,1,20,43,21,5,4.0
3,10,1,20,46,21,3,6.1
2,5,1,20,49,20,60,4.6
1,5,1,20,50,20,60,3.9
2,5,1,20,50,21,0,4.6
6,9,1,20,51,21,13,4.0
2,5,2,20,52,21,2,4.6
2,5,1,20,54,21,4,4.6
1,6,1,21,2,21,11,3.3
10,4,1,21,2,21,16,4.3
9,4,1,21,3,21,20,4.3
1,10,1,21,5,21,20,5.2
6,7,1,21,5,21,20,4.4
1,10,1,21,16,21,32,5.2
1,6,1,21,17,21,26,3.3
3,5,1,21,17,21,27,5.7
10,3,1,21,21,21,38,5.9
1,10,1,21,25,21,40,5.2
10,4,1,21,31,21,45,4.3
10,3,1,21,34,21,51,5.9
10,3,1,21,39,21,56,5.9
8,6,1,21,40,21,59,3.5
1,8,1,21,43,21,57,4.0
1,10,1,21,47,22,2,5.2
1,10,1,21,51,22,6,5.2
6,7,1,21,56,22,10,4.4
4,9,1,21,57,22,14,4.4
6,7,1,22,4,22,18,4.2
6,7,1,22,6,22,20,4.2
6,3,1,22,13,22,25,3.1
6,7,2,22,13,22,28,4.2
6,7,1,22,31,22,46,4.2
4,10,1,22,33,22,47,3.9
1,10,1,22,35,22,50,5.0
3,10,1,22,39,22,56,5.9
10,3,1,22,44,23,1,5.8
1,10,1,22,48,23,4,5.0
10,3,1,23,9,23,26,5.5
4,10,1,23,23,23,37,4.1
