n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
1,10,1,6,3,6,18,4.5
1,10,1,6,16,6,32,4.5
4,9,1,6,21,6,38,4.1
1,10,1,6,22,6,38,4.5
10,1,1,6,23,6,38,5.0
10,3,1,6,26,6,43,6.2
10,3,1,6,30,6,47,6.2
10,3,1,6,31,6,48,6.2
1,10,1,6,34,6,50,4.5
10,3,1,6,48,7,5,6.2
1,10,1,6,50,7,6,4.5
10,3,1,6,52,7,9,6.2
6,2,1,6,54,7,7,4.2
10,4,1,6,55,7,9,4.3
10,3,1,6,56,7,13,6.2
5,3,1,7,3,7,13,4.6
9,6,1,7,3,7,25,4.5
6,7,1,7,4,7,18,5.1
5,3,1,7,7,7,17,4.6
3,8,1,7,9,7,21,3.5
3,8,1,7,14,7,26,3.5
7,4,1,7,17,7,26,3.2
6,3,1,7,25,7,37,4.2
9,6,1,7,27,7,49,4.5
10,9,1,7,29,7,50,5.8
3,8,1,7,32,7,44,3.5
5,3,1,7,33,7,43,4.6
3,8,1,7,34,7,46,3.5
6,7,1,7,42,7,56,5.1
10,9,1,7,43,8,4,5.8
6,1,1,7,48,7,57,4.2
5,7,1,7,50,8,2,4.3
2,5,1,7,52,8,2,7.6
6,1,2,7,58,8,7,4.2
1,2,1,8,0,8,9,3.6
3,9,1,8,0,8,17,4.5
7,1,1,8,0,8,9,4.7
10,9,1,8,2,8,23,7.1
6,1,1,8,3,8,12,4.7
9,7,1,8,3,8,17,5.0
2,5,1,8,5,8,16,9.9
3,4,1,8,8,8,17,4.7
5,3,2,8,9,8,19,5.6
7,4,1,8,9,8,18,4.3
7,1,1,8,10,8,19,4.7
5,3,1,8,11,8,21,5.6
6,1,1,8,11,8,20,4.7
6,3,2,8,11,8,23,4.9
2,1,1,8,12,8,21,5.0
5,3,1,8,13,8,23,5.6
6,3,1,8,13,8,25,4.9
6,1,1,8,15,8,24,4.7
3,4,1,8,17,8,26,4.7
8,4,1,8,17,8,30,5.2
8,1,1,8,19,8,33,5.5
5,3,1,8,21,8,31,5.6
7,1,1,8,21,8,30,4.7
6,1,1,8,23,8,32,4.7
6,3,1,8,23,8,35,4.9
2,5,1,8,24,8,34,9.9
8,1,2,8,24,8,38,5.5
6,2,1,8,29,8,42,5.5
8,4,1,8,31,8,44,5.2
2,4,1,8,32,8,40,4.6
5,3,1,8,32,8,42,5.6
8,4,1,8,35,8,48,5.2
5,3,1,8,36,8,46,5.6
2,4,1,8,37,8,45,4.6
3,4,1,8,37,8,46,4.7
8,1,1,8,38,8,52,5.5
2,4,1,8,42,8,50,4.6
7,1,1,8,42,8,51,4.7
3,4,1,8,44,8,53,4.7
6,1,1,8,44,8,53,4.7
6,1,1,8,45,8,54,4.7
6,3,1,8,49,9,1,4.9
6,2,1,8,51,9,4,5.5
3,5,1,8,52,9,2,7.0
8,4,1,8,52,9,6,5.2
6,7,1,8,54,9,8,6.0
6,1,1,8,56,9,5,4.7
8,4,1,8,56,9,10,5.2
5,2,1,8,58,9,8,5.1
8,2,1,8,58,9,10,5.4
2,4,1,8,59,9,7,4.6
6,1,1,9,0,9,9,4.6
6,1,1,9,2,9,11,4.6
6,1,1,9,5,9,14,4.6
2,4,1,9,8,9,16,4.5
5,7,1,9,8,9,20,5.1
10,9,1,9,8,9,29,5.6
3,4,1,9,11,9,20,4.6
5,3,1,9,11,9,21,5.2
1,10,1,9,12,9,28,4.6
6,1,1,9,14,9,23,4.6
6,3,1,9,19,9,31,4.7
6,7,1,9,19,9,34,5.7
9,1,1,9,19,9,37,7.4
8,2,1,9,20,9,32,5.5
8,4,1,9,20,9,34,5.3
3,4,1,9,21,9,30,4.6
8,2,1,9,21,9,33,5.5
3,5,1,9,22,9,32,7.0
5,7,1,9,24,9,36,5.1
3,4,1,9,26,9,35,4.6
5,4,2,9,30,9,38,4.5
4,2,1,9,34,9,42,4.4
6,1,1,9,34,9,43,4.6
2,4,1,9,36,9,44,4.5
5,7,1,9,41,9,53,5.1
6,3,1,9,44,9,56,4.7
9,7,1,9,44,9,58,5.1
3,4,1,9,45,9,54,4.6
5,3,1,9,48,9,58,5.2
6,7,1,9,51,10,6,5.7
2,4,1,9,52,9,60,4.5
9,7,1,9,52,10,6,5.1
2,1,1,9,54,10,3,4.7
2,5,1,9,55,10,6,7.5
3,1,1,9,55,10,3,4.9
3,4,1,9,55,10,4,4.6
3,4,1,9,56,10,5,4.6
3,4,1,9,58,10,7,4.6
3,6,1,10,1,10,13,4.3
4,2,1,10,1,10,9,4.2
3,9,1,10,2,10,19,4.9
4,3,1,10,2,10,11,4.3
3,1,1,10,3,10,11,4.8
6,7,1,10,4,10,18,5.7
9,1,1,10,4,10,22,7.0
10,1,1,10,6,10,22,7.5
3,1,1,10,7,10,15,4.8
6,7,1,10,7,10,22,5.7
2,5,1,10,8,10,18,5.6
6,3,1,10,8,10,20,5.0
6,2,1,10,10,10,23,5.9
3,1,1,10,11,10,19,4.8
6,7,1,10,11,10,26,5.7
2,5,1,10,12,10,22,5.6
4,9,1,10,12,10,30,5.5
6,7,1,10,12,10,26,5.7
5,1,1,10,13,10,22,5.1
8,1,1,10,13,10,27,5.3
4,3,1,10,14,10,23,4.3
4,9,1,10,14,10,32,5.5
8,4,1,10,14,10,28,5.1
7,4,1,10,16,10,25,4.6
4,3,1,10,19,10,28,4.3
4,3,1,10,20,10,29,4.3
3,4,1,10,21,10,30,4.4
4,2,1,10,24,10,32,4.2
4,3,1,10,25,10,34,4.3
6,7,1,10,25,10,40,5.7
3,1,1,10,28,10,36,4.8
4,3,1,10,28,10,37,4.3
9,4,1,10,28,10,46,5.8
3,6,1,10,29,10,41,4.3
4,2,1,10,29,10,37,4.2
2,5,1,10,30,10,40,5.6
6,3,1,10,30,10,42,5.0
8,4,1,10,30,10,44,5.1
10,4,1,10,30,10,44,4.9
2,1,1,10,32,10,41,4.5
3,1,1,10,32,10,40,4.8
3,4,1,10,32,10,41,4.4
6,3,1,10,34,10,46,5.0
3,5,1,10,38,10,48,6.0
4,7,1,10,39,10,48,4.3
7,1,1,10,40,10,49,4.9
4,7,1,10,41,10,50,4.3
3,4,1,10,42,10,51,4.4
5,3,1,10,42,10,52,5.4
3,5,1,10,44,10,54,6.0
9,4,1,10,44,11,2,5.8
7,4,1,10,46,10,55,4.6
4,2,1,10,48,10,56,4.2
6,3,1,10,48,10,60,5.0
3,1,1,10,50,10,58,4.8
1,3,1,10,51,10,59,4.4
5,1,1,10,51,11,0,5.1
7,4,1,10,52,11,1,4.6
2,1,1,10,53,11,2,4.5
2,5,1,10,53,11,4,5.6
2,4,1,10,56,11,4,3.6
7,1,1,10,56,11,5,4.9
5,2,1,10,57,11,8,4.8
9,4,1,10,57,11,14,5.8
5,1,1,10,58,11,8,5.1
7,4,1,10,58,11,7,4.6
4,2,1,10,59,11,7,4.2
4,10,1,10,59,11,13,4.1
10,3,1,10,59,11,16,9.0
10,9,1,10,59,11,20,6.1
4,7,1,11,1,11,10,4.1
4,9,2,11,1,11,18,5.5
3,1,1,11,2,11,10,4.6
4,10,1,11,2,11,16,4.2
2,5,1,11,3,11,14,5.1
3,6,1,11,3,11,15,4.2
9,4,1,11,3,11,20,5.4
6,1,1,11,4,11,13,4.3
6,7,1,11,8,11,22,5.3
4,10,1,11,10,11,24,4.2
6,7,1,11,15,11,30,5.3
4,10,1,11,16,11,30,4.2
3,5,1,11,18,11,28,5.2
8,6,1,11,20,11,39,4.7
5,2,1,11,21,11,32,5.1
8,4,1,11,22,11,36,4.2
4,3,1,11,23,11,32,4.0
10,9,1,11,24,11,45,5.9
6,7,1,11,26,11,40,5.3
5,9,1,11,27,11,46,6.2
7,4,1,11,27,11,36,4.0
9,5,1,11,27,11,46,4.8
10,3,1,11,27,11,44,7.9
1,10,1,11,28,11,44,6.1
2,5,1,11,28,11,38,5.1
4,10,1,11,29,11,43,4.2
2,5,1,11,30,11,40,5.1
2,5,1,11,32,11,42,5.1
7,1,1,11,32,11,41,4.6
4,7,1,11,34,11,43,4.1
10,9,1,11,36,11,57,5.9
4,2,1,11,37,11,45,4.1
2,5,1,11,38,11,48,5.1
4,8,1,11,38,11,52,4.7
1,9,1,11,40,11,58,6.5
4,7,1,11,41,11,50,4.1
9,4,1,11,41,11,58,5.4
10,9,1,11,41,12,2,5.9
4,7,1,11,44,11,53,4.1
3,5,1,11,46,11,56,5.2
4,7,1,11,46,11,55,4.1
7,4,1,11,47,11,56,4.0
2,6,1,11,48,12,1,4.7
10,3,1,11,50,12,7,7.9
1,10,1,11,51,12,6,6.1
3,5,1,11,52,12,2,5.2
4,7,1,11,52,12,1,4.1
6,7,1,11,52,12,6,5.3
4,2,1,11,55,12,3,4.1
2,1,1,11,57,12,6,4.8
5,9,1,11,57,12,16,6.2
5,3,1,11,59,12,9,5.2
5,9,1,12,1,12,20,4.8
6,7,1,12,4,12,18,4.6
7,4,1,12,5,12,14,4.0
5,2,1,12,7,12,18,4.6
4,8,1,12,10,12,24,4.3
7,4,1,12,10,12,19,4.0
1,9,1,12,12,12,30,6.0
1,10,1,12,14,12,30,5.0
4,2,1,12,22,12,30,3.7
1,10,1,12,23,12,38,5.0
1,10,1,12,24,12,40,5.0
5,9,1,12,24,12,43,4.8
5,2,1,12,28,12,38,4.6
4,9,1,12,29,12,46,5.0
7,4,1,12,29,12,38,4.0
2,5,1,12,33,12,44,5.3
9,10,1,12,34,12,55,6.8
7,4,1,12,35,12,44,4.0
10,3,1,12,35,12,52,6.3
2,5,1,12,38,12,48,5.3
4,2,1,12,39,12,47,3.7
4,9,1,12,41,12,58,5.0
1,9,1,12,42,13,0,6.0
3,9,1,12,42,12,59,4.8
10,3,1,12,44,13,1,6.3
2,6,1,12,46,12,59,4.5
8,4,1,12,47,13,0,4.3
6,7,1,12,51,13,6,4.6
10,4,1,12,51,13,5,4.3
6,7,1,12,52,13,6,4.6
9,4,1,12,54,13,12,4.8
2,5,1,12,55,13,6,5.3
2,5,1,12,59,13,10,5.3
4,2,1,13,0,13,8,3.5
2,6,1,13,1,13,14,4.6
6,7,1,13,1,13,16,4.6
8,1,1,13,1,13,15,5.2
7,4,1,13,9,13,18,3.8
9,2,1,13,9,13,25,5.0
6,7,1,13,16,13,30,4.6
1,3,1,13,20,13,28,4.6
6,7,1,13,21,13,36,4.6
10,4,1,13,22,13,36,4.5
10,3,1,13,24,13,41,7.1
4,9,1,13,32,13,50,4.7
10,3,1,13,32,13,49,7.1
4,10,1,13,34,13,48,4.0
7,4,1,13,34,13,43,3.8
1,2,1,13,35,13,44,4.8
2,10,1,13,35,13,53,5.8
10,4,1,13,42,13,56,4.5
6,3,1,13,43,13,55,3.8
7,4,1,13,43,13,52,3.8
6,9,1,13,47,14,9,5.2
9,3,1,13,49,14,6,3.6
4,2,1,13,52,13,60,3.5
2,6,1,14,1,14,14,4.7
3,5,1,14,1,14,11,5.3
6,7,1,14,2,14,16,4.8
4,2,1,14,3,14,11,3.8
4,7,1,14,3,14,12,4.0
5,9,1,14,3,14,22,4.6
6,1,1,14,3,14,12,3.6
4,9,1,14,5,14,22,5.0
7,4,1,14,5,14,14,4.1
10,3,1,14,5,14,22,6.6
3,4,1,14,8,14,17,4.4
6,1,1,14,11,14,20,3.6
5,3,1,14,12,14,22,5.2
6,7,1,14,13,14,28,4.8
1,7,1,14,16,14,25,4.4
2,5,1,14,18,14,28,4.8
10,3,1,14,21,14,38,6.6
1,3,1,14,22,14,30,4.5
6,7,1,14,23,14,38,4.8
1,9,1,14,24,14,42,6.2
3,5,1,14,24,14,34,5.3
7,4,1,14,24,14,33,4.1
4,2,1,14,25,14,33,3.8
7,4,1,14,26,14,35,4.1
4,7,1,14,27,14,36,4.0
4,9,1,14,27,14,44,5.0
7,1,1,14,27,14,36,4.6
7,4,1,14,27,14,36,4.1
7,4,1,14,28,14,37,4.1
