vehicle_id,home_depot,final_node,final_available_time,Total_Passenger,Total_Movement,Passenger_Movement,Empty_Movement,total_flight_time_min,total_ground_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,Total_Cost
0,2,2,810,29,25,21,4,243,567,802.92,706.88,96.04,521,2984141
1,3,3,814,33,23,21,2,245,569,825.36,797.35,28.01,517,2968107
2,5,5,812,32,19,18,1,208,604,718.71,714.63,4.08,558,2510172
3,7,7,825,32,22,18,4,218,607,725.63,628.05,97.58,563,2669254
4,9,9,813,26,17,15,2,173,640,579.51,493.54,85.97,598,2109819
5,2,2,816,38,26,22,4,252,564,859.68,753.04,106.64,502,3096028
6,3,3,801,27,21,16,5,190,611,610.1,506.66,103.44,571,2360014
7,5,5,786,13,15,11,4,150,636,501.66,418.51,83.15,610,1834110
8,7,7,783,12,12,8,4,109,674,347.79,240.12,107.67,654,1353031
9,9,9,815,10,12,9,3,126,689,412.46,294.25,118.21,671,1529610
10,2,2,790,16,16,11,5,141,649,465.35,334.78,130.57,623,1759031
11,3,3,803,22,23,17,6,201,602,647.25,510.12,137.13,558,2511079
12,5,5,803,8,7,6,1,79,724,258.06,225.82,32.24,710,949401
13,7,7,804,10,10,5,5,84,720,270.48,135.24,135.24,704,1056548
14,9,9,775,9,9,6,3,96,679,314.71,204.81,109.9,663,1162788
15,2,2,778,14,10,8,2,94,684,300.49,226.32,74.17,662,1160418
16,3,3,818,12,14,9,5,122,696,388.78,273.39,115.39,674,1524870
17,5,5,733,17,10,9,1,125,608,432.02,408.09,23.93,580,1482415
18,7,7,797,3,6,3,3,60,737,193.44,96.72,96.72,731,733644
19,9,9,763,11,10,7,3,113,650,376.35,271.87,104.48,630,1357771
20,2,2,740,13,11,8,3,111,629,376.98,317.76,59.22,605,1355401
21,3,3,745,9,9,7,2,95,650,314.56,286.55,28.01,634,1152401
22,5,5,779,12,8,7,1,75,704,249.47,245.39,4.08,686,926257
23,7,7,754,6,6,3,3,52,702,167.48,83.74,83.74,696,650548
24,9,9,751,7,5,3,2,56,695,193.89,104.28,89.61,685,673692
25,2,2,769,5,7,5,2,85,684,293.27,219.1,74.17,674,1011723
26,3,3,331,3,3,2,1,40,291,138.75,114.82,23.93,285,470692
27,5,5,382,11,4,4,0,32,350,103.0,103.0,0.0,334,406000
28,7,7,630,1,3,1,2,24,606,70.01,27.57,42.44,604,304500
29,9,9,573,2,3,2,1,40,533,138.75,76.71,62.04,529,470692
30,2,2,583,6,4,3,1,32,551,103.0,75.43,27.57,543,406000
31,3,3,690,8,7,5,2,72,618,241.75,193.89,47.86,604,876692
32,5,5,636,4,5,3,2,40,596,125.15,87.38,37.77,588,507500
33,7,7,646,1,3,1,2,24,622,70.01,27.57,42.44,620,304500
34,9,9,381,1,2,1,1,34,347,124.08,62.04,62.04,345,389966
35,2,2,721,7,5,4,1,56,665,193.89,166.32,27.57,655,673692
36,3,3,667,8,6,5,1,66,601,227.08,203.15,23.93,585,795966
37,5,5,670,4,3,3,0,40,630,138.75,138.75,0.0,624,470692
