horizon_start,horizon_end,request_id,batch_id,planned_visit,planned_pickup_time,committed,drop_penalty
0,30,R1,B1,True,20.0,False,257350
0,30,R2,B2,True,25.0,False,253600
0,30,R3,B3,True,27.0,False,255400
0,30,R4,B4,True,29.0,False,249000
0,30,R5,B5,True,29.0,False,257250
0,30,R6,B6,True,30.0,False,257250
20,50,R1,B1,True,20.0,True,264930
20,50,R2,B2,True,25.0,True,262304
20,50,R3,B3,True,27.0,True,271075
20,50,R4,B4,True,29.0,True,258444
20,50,R5,B5,True,36.0,True,264824
20,50,R6,B6,True,30.0,True,264824
20,50,R7,B7,True,33.0,True,257250
20,50,R8,B8,True,34.0,True,257250
20,50,R9,B9,True,35.0,True,257350
20,50,R10,B10,True,38.0,True,257350
20,50,R11,B11,True,39.0,True,510800
20,50,R12,B12,True,42.0,False,255400
20,50,R13,B13,True,40.0,False,242250
20,50,R14,B14,True,43.0,False,255200
20,50,R15,B15,True,40.0,False,257350
20,50,R16,B16,True,43.0,False,255900
20,50,R17,B17,True,50.0,False,255400
20,50,R18,B18,True,44.0,False,257250
20,50,R19,B19,True,45.0,False,254050
20,50,R20,B20,True,47.0,False,255400
40,70,R12,B12,True,40.0,True,271476
40,70,R13,B13,True,40.0,True,248776
40,70,R14,B14,True,40.0,True,262395
40,70,R15,B15,True,46.0,True,269595
40,70,R16,B16,True,43.0,True,262817
40,70,R17,B17,True,44.0,True,271476
40,70,R18,B18,True,44.0,True,264824
40,70,R19,B19,True,45.0,True,262320
40,70,R20,B20,True,47.0,True,271075
40,70,R21,B21,True,51.0,True,255400
40,70,R22,B22,True,51.0,True,255400
40,70,R23,B23,True,52.0,True,257450
40,70,R24,B24,True,55.0,True,255400
40,70,R25,B25,True,55.0,True,257350
40,70,R26,B26,True,64.0,False,249100
40,70,R27,B27,True,68.0,False,249000
40,70,R28,B28,True,70.0,False,257450
40,70,R29,B29,True,70.0,False,257150
60,90,R26,B26,True,61.0,True,262634
60,90,R27,B27,True,68.0,True,258444
60,90,R28,B28,True,78.0,True,267896
60,90,R29,B29,True,70.0,True,264718
60,90,R30,B30,True,73.0,True,255400
60,90,R31,B31,True,82.0,False,510800
60,90,R32,B32,True,80.0,False,257250
60,90,R33,B33,True,79.0,True,255400
60,90,R34,B34,True,80.0,False,254050
60,90,R35,B35,True,85.0,False,237500
60,90,R36,B36,True,88.0,False,255800
60,90,R37,B37,True,82.0,False,237500
60,90,R38,B38,True,87.0,False,254200
60,90,R39,B39,True,84.0,False,254200
60,90,R40,B40,True,85.0,False,255800
60,90,R41,B41,True,85.0,False,252700
60,90,R42,B42,True,88.0,False,237500
60,90,R43,B43,True,90.0,False,256399
60,90,R44,B44,True,90.0,False,255550
60,90,R45,B45,True,90.0,False,252700
80,110,R31,B31,True,80.0,True,542150
80,110,R32,B32,True,80.0,True,264824
80,110,R34,B34,True,80.0,True,262211
80,110,R35,B35,True,85.0,True,243823
80,110,R36,B36,True,88.0,True,290744
80,110,R37,B37,True,82.0,True,243823
80,110,R38,B38,True,87.0,True,269725
80,110,R39,B39,True,84.0,True,269725
80,110,R40,B40,True,85.0,True,290744
80,110,R41,B41,True,85.0,True,258656
80,110,R42,B42,True,88.0,True,243823
80,110,R43,B43,True,90.0,True,270762
80,110,R44,B44,True,90.0,True,280660
80,110,R45,B45,True,90.0,True,258656
80,110,R46,B46,True,91.0,True,257250
80,110,R47,B47,True,102.0,False,255500
80,110,R48,B48,True,99.0,True,255800
80,110,R49,B49,True,93.0,True,252700
80,110,R50,B50,True,96.0,True,255800
80,110,R51,B51,True,96.0,True,255550
80,110,R52,B52,True,98.0,True,256100
80,110,R53,B53,True,99.0,True,255550
80,110,R54,B54,True,104.0,False,257150
80,110,R55,B55,True,99.0,True,255500
80,110,R56,B56,True,100.0,False,256700
80,110,R57,B57,True,101.0,False,252700
80,110,R58,B58,True,103.0,False,257250
80,110,R59,B59,True,104.0,False,255900
80,110,R60,B60,True,104.0,False,256700
80,110,R61,B61,True,105.0,False,256399
80,110,R62,B62,True,107.0,False,256700
80,110,R63,B63,True,109.0,False,237500
80,110,R64,B64,True,110.0,False,254050
100,130,R47,B47,True,100.0,True,272691
100,130,R54,B54,True,100.0,True,264718
100,130,R56,B56,True,100.0,True,266155
100,130,R57,B57,True,103.0,True,258656
100,130,R58,B58,True,104.0,True,264648
100,130,R59,B59,True,113.0,True,262817
