n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
1,10,1,6,50,7,6,4.5
6,7,1,7,1,7,16,5.1
3,1,1,8,6,8,14,4.7
5,2,1,8,35,8,46,5.1
7,1,1,8,38,8,47,4.7
3,5,1,8,58,9,8,7.0
6,1,1,9,3,9,12,4.6
6,7,1,9,12,9,26,5.7
4,2,1,9,44,9,52,4.4
7,1,1,9,59,10,8,4.6
10,3,1,10,15,10,32,9.0
4,7,1,10,24,10,33,4.3
7,4,1,10,39,10,48,4.6
4,9,1,10,54,11,12,5.5
4,2,1,10,56,11,4,4.2
4,3,1,10,59,11,8,4.3
6,7,1,10,59,11,14,5.7
2,9,1,11,13,11,29,5.4
5,3,1,11,16,11,26,5.2
4,9,1,11,34,11,52,5.5
3,5,1,11,38,11,48,5.2
9,4,1,11,45,12,2,5.4
4,2,1,11,48,11,56,4.1
9,3,1,12,9,12,26,4.3
2,5,1,12,38,12,48,5.3
3,9,1,12,41,12,58,4.8
4,3,1,12,54,13,3,3.8
9,10,1,13,13,13,34,6.0
6,3,1,14,3,14,15,3.9
3,5,1,14,12,14,22,5.3
4,7,1,14,19,14,28,4.0
1,7,1,14,29,14,38,4.4
4,7,1,14,55,15,4,4.0
1,7,1,15,3,15,12,4.4
10,3,1,15,5,15,22,7.3
4,2,1,16,10,16,18,4.2
7,4,1,16,20,16,29,4.1
3,5,1,16,32,16,42,5.3
3,10,1,17,2,17,19,9.6
7,4,1,17,4,17,13,4.1
9,3,1,17,13,17,30,5.1
3,4,1,17,17,17,26,5.5
9,4,1,17,21,17,38,6.2
10,4,1,17,21,17,35,4.6
3,5,1,17,22,17,32,6.9
4,7,1,17,23,17,32,4.7
2,4,1,17,24,17,32,5.3
1,3,1,17,25,17,33,5.0
10,3,1,17,27,17,44,8.1
3,1,1,17,28,17,36,5.1
2,4,1,17,29,17,37,5.3
3,5,1,17,30,17,40,6.9
4,9,1,17,33,17,50,5.7
3,1,1,17,35,17,43,5.1
4,7,1,17,36,17,45,4.7
7,6,1,17,41,17,56,5.3
1,10,1,17,46,18,2,6.1
4,3,1,17,47,17,56,4.5
1,5,1,17,48,17,58,5.2
1,7,1,17,48,17,57,4.6
1,5,1,17,50,17,60,5.2
3,5,1,17,50,17,60,6.9
3,4,1,17,59,18,8,5.5
4,3,1,18,5,18,14,4.6
2,1,1,18,7,18,16,5.7
4,3,1,18,10,18,19,4.6
4,3,1,18,15,18,24,4.6
3,4,1,18,18,18,27,5.2
1,7,1,18,35,18,44,5.2
4,7,1,18,36,18,45,4.6
4,3,1,18,41,18,50,4.6
7,6,1,18,41,18,56,5.6
3,5,1,18,45,18,55,6.9
7,4,1,18,51,19,0,4.8
1,3,1,19,3,19,11,5.3
9,4,1,19,5,19,22,4.8
1,2,1,19,10,19,19,4.6
4,2,1,19,10,19,18,4.6
1,3,1,19,24,19,32,5.3
1,3,1,19,27,19,35,5.3
1,3,1,19,30,19,38,5.3
4,6,1,19,32,19,41,4.5
1,3,1,19,34,19,42,5.3
1,3,1,19,54,20,2,5.3
4,2,1,19,54,20,2,4.6
3,8,1,19,59,20,11,5.4
4,3,1,19,59,20,8,4.6
2,5,1,20,2,20,12,4.6
4,9,1,20,17,20,34,3.7
2,5,1,20,27,20,38,4.6
2,5,1,20,29,20,40,4.6
6,9,1,20,40,21,2,4.0
7,6,1,20,56,21,10,4.2
2,5,1,20,58,21,8,4.6
1,6,1,21,47,21,56,3.3
10,3,1,21,47,22,4,5.9
1,10,1,21,49,22,4,5.2
1,10,1,21,53,22,8,5.2
4,9,1,22,33,22,50,4.0
1,10,1,22,52,23,8,5.0
