n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
3,9,1,6,0,6,17,3.9
5,9,1,6,0,6,19,4.2
3,9,1,6,1,6,18,3.9
1,10,1,6,6,6,22,4.5
10,3,1,6,6,6,23,6.2
10,3,1,6,8,6,25,6.2
6,7,1,6,12,6,26,4.2
10,3,2,6,12,6,29,6.2
6,7,2,6,13,6,28,4.2
6,9,1,6,13,6,35,4.4
6,7,1,6,14,6,28,4.2
10,3,1,6,18,6,35,6.2
10,3,2,6,20,6,37,6.2
10,4,1,6,21,6,35,4.3
1,10,1,6,22,6,38,4.5
4,9,1,6,22,6,40,4.1
9,1,1,6,22,6,40,4.7
6,2,1,6,24,6,37,4.2
10,2,1,6,26,6,44,5.3
10,4,1,6,26,6,40,4.3
1,10,1,6,27,6,42,4.5
1,10,1,6,28,6,44,4.5
10,3,1,6,28,6,45,6.2
10,4,1,6,28,6,42,4.3
1,10,1,6,34,6,50,4.5
1,10,2,6,40,6,56,4.5
1,10,1,6,44,6,60,4.5
4,9,1,6,45,7,2,4.1
5,9,1,6,50,7,9,4.2
10,4,2,6,50,7,4,4.3
1,10,2,6,51,7,6,4.5
1,10,1,6,54,7,10,4.5
10,3,1,6,55,7,12,6.2
1,10,1,6,57,7,12,4.5
4,9,1,6,57,7,14,4.1
10,3,1,6,57,7,14,6.2
4,9,1,6,59,7,16,4.1
9,6,1,7,0,7,22,4.5
10,4,1,7,1,7,15,5.5
6,1,1,7,2,7,11,4.2
8,2,1,7,2,7,14,5.0
1,9,1,7,3,7,21,7.1
7,4,1,7,4,7,13,3.2
8,1,1,7,4,7,18,4.6
9,6,1,7,4,7,26,4.5
2,4,1,7,8,7,16,3.3
6,1,1,7,8,7,17,4.2
5,3,1,7,9,7,19,4.6
7,1,1,7,9,7,18,4.1
6,1,1,7,10,7,19,4.2
1,10,1,7,12,7,28,4.6
5,7,1,7,12,7,24,4.3
7,4,1,7,13,7,22,3.2
9,6,1,7,13,7,35,4.5
6,1,1,7,14,7,23,4.2
8,2,1,7,14,7,26,5.0
2,4,1,7,15,7,23,3.3
6,9,1,7,16,7,38,6.6
3,9,1,7,18,7,35,3.9
5,7,1,7,18,7,30,4.3
9,6,1,7,19,7,41,4.5
8,2,1,7,20,7,32,5.0
10,9,1,7,20,7,41,5.8
6,1,1,7,21,7,30,4.2
5,2,1,7,23,7,34,4.2
6,7,1,7,23,7,38,5.1
10,9,1,7,24,7,45,5.8
6,1,1,7,25,7,34,4.2
3,8,1,7,26,7,38,3.5
8,1,1,7,26,7,40,4.6
8,2,1,7,26,7,38,5.0
6,1,2,7,27,7,36,4.2
10,9,1,7,29,7,50,5.8
9,6,1,7,30,7,52,4.5
3,9,1,7,31,7,48,3.9
6,3,1,7,31,7,43,4.2
6,7,1,7,33,7,48,5.1
6,3,1,7,34,7,46,4.2
7,4,1,7,35,7,44,3.2
2,4,1,7,36,7,44,3.3
6,1,1,7,36,7,45,4.2
10,9,1,7,36,7,57,5.8
9,6,1,7,37,7,59,4.5
10,9,1,7,37,7,58,5.8
6,1,1,7,38,7,47,4.2
2,4,1,7,39,7,47,3.3
8,3,1,7,39,7,51,4.4
2,4,1,7,40,7,48,3.3
6,1,1,7,40,7,49,4.2
7,1,1,7,40,7,49,4.1
5,3,1,7,42,7,52,4.6
6,1,1,7,42,7,51,4.2
7,9,1,7,44,7,58,4.6
3,8,1,7,46,7,58,3.5
6,1,2,7,46,7,55,4.2
6,3,1,7,51,8,3,4.2
9,6,1,7,53,8,15,4.5
10,9,1,7,53,8,14,5.8
6,1,1,7,55,8,4,4.2
9,6,2,7,55,8,17,4.5
6,1,1,7,56,8,5,4.2
6,4,1,7,57,8,6,3.5
5,7,1,7,58,8,10,4.3
6,1,1,7,58,8,7,4.2
7,4,1,7,58,8,7,3.2
8,2,1,7,58,8,10,5.0
8,4,1,7,58,8,12,4.4
3,4,2,8,0,8,9,4.7
6,9,1,8,0,8,22,6.9
7,4,1,8,0,8,9,4.3
8,4,1,8,0,8,14,5.2
8,5,1,8,0,8,16,5.3
5,3,1,8,1,8,11,5.6
7,4,1,8,1,8,10,4.3
3,4,1,8,2,8,11,4.7
6,1,1,8,2,8,11,4.7
6,4,1,8,2,8,11,4.2
8,1,1,8,2,8,16,5.5
8,3,1,8,2,8,14,5.3
5,3,2,8,3,8,13,5.6
6,1,2,8,3,8,12,4.7
6,3,1,8,3,8,15,4.9
9,7,1,8,3,8,17,5.0
2,4,2,8,5,8,13,4.6
3,4,1,8,5,8,14,4.7
6,7,1,8,5,8,20,6.0
7,4,1,8,5,8,14,4.3
8,3,1,8,5,8,17,5.3
8,4,1,8,5,8,18,5.2
9,6,1,8,5,8,27,6.5
9,7,1,8,5,8,19,5.0
3,8,1,8,6,8,18,3.9
6,4,1,8,6,8,15,4.2
7,4,1,8,6,8,15,4.3
7,6,1,8,6,8,20,5.1
9,1,1,8,6,8,24,7.7
3,1,1,8,7,8,15,4.7
6,1,1,8,7,8,16,4.7
6,2,1,8,7,8,20,5.5
3,4,2,8,8,8,17,4.7
5,3,1,8,8,8,18,5.6
7,4,1,8,8,8,17,4.3
8,1,1,8,8,8,22,5.5
10,9,1,8,8,8,29,7.1
2,4,1,8,9,8,17,4.6
8,5,1,8,9,8,24,5.3
3,4,1,8,10,8,19,4.7
5,3,1,8,10,8,20,5.6
7,4,1,8,10,8,19,4.3
8,2,1,8,10,8,22,5.4
3,1,1,8,11,8,19,4.7
2,4,1,8,12,8,20,4.6
6,1,2,8,12,8,21,4.7
6,7,1,8,12,8,26,6.0
6,9,1,8,12,8,34,6.9
9,7,1,8,12,8,26,5.0
