n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
6,1,1,7,9,7,18,4.2
3,8,1,8,9,8,21,3.9
8,4,1,8,12,8,26,5.2
6,1,1,8,13,8,22,4.7
6,7,1,8,21,8,36,6.0
5,3,1,8,27,8,37,5.6
8,4,1,8,28,8,42,5.2
9,6,1,8,35,8,57,6.5
6,1,1,8,53,9,2,4.7
2,1,1,9,9,9,18,4.7
2,4,1,9,22,9,30,4.5
4,7,1,9,25,9,34,4.4
8,2,1,9,36,9,48,5.5
6,1,1,9,41,9,50,4.6
6,1,1,9,55,10,4,4.6
3,5,1,10,0,10,10,6.0
2,6,1,10,8,10,21,4.5
4,3,1,10,15,10,24,4.3
4,10,1,10,18,10,32,4.1
3,5,1,10,27,10,37,6.0
5,3,1,11,2,11,12,5.2
5,2,1,11,5,11,16,5.1
5,2,1,11,13,11,24,5.1
6,3,1,11,24,11,36,4.6
2,6,1,11,27,11,40,4.7
4,2,1,11,54,12,2,4.1
5,9,1,12,3,12,22,4.8
3,9,1,12,19,12,36,4.8
6,7,1,12,30,12,44,4.6
5,9,1,12,50,13,9,4.8
3,9,1,12,55,13,12,4.8
10,4,1,13,55,14,9,4.5
4,2,1,14,1,14,9,3.8
3,5,1,14,6,14,16,5.3
4,2,1,14,38,14,46,3.8
8,6,1,14,59,15,18,4.4
10,3,1,14,59,15,16,6.6
3,6,1,15,19,15,31,4.6
4,2,1,15,20,15,28,3.8
5,3,1,15,32,15,42,5.1
3,4,1,15,46,15,55,4.3
1,6,1,16,3,16,12,4.6
2,5,1,16,11,16,22,5.0
3,4,1,16,30,16,39,4.2
2,5,1,16,38,16,48,5.0
10,3,1,16,39,16,56,6.5
2,5,1,16,48,16,58,5.0
4,10,1,16,52,17,6,4.4
9,4,1,17,0,17,18,6.2
3,10,1,17,3,17,20,9.6
4,3,1,17,4,17,13,4.5
9,4,1,17,4,17,22,6.2
1,10,1,17,6,17,22,6.1
1,7,1,17,8,17,17,4.6
2,5,1,17,13,17,24,6.0
1,2,1,17,14,17,23,4.8
1,7,1,17,19,17,28,4.6
4,7,1,17,19,17,28,4.7
1,2,1,17,20,17,29,4.8
5,1,1,17,24,17,34,4.1
2,5,1,17,28,17,38,6.0
7,6,1,17,37,17,52,5.3
3,10,1,17,45,18,2,9.6
2,1,1,17,47,17,56,5.2
2,5,1,17,49,17,60,6.0
3,5,1,17,54,18,4,6.9
4,3,1,18,1,18,10,4.6
2,1,1,18,16,18,25,5.7
5,3,1,18,20,18,30,6.2
1,5,1,18,23,18,32,4.8
4,7,1,18,31,18,40,4.6
4,7,1,18,35,18,44,4.6
4,3,1,18,37,18,46,4.6
1,9,1,18,55,19,13,9.2
1,2,1,19,4,19,13,4.6
8,1,1,19,9,19,23,5.4
2,4,1,19,15,19,23,5.1
4,3,1,19,21,19,30,4.6
1,5,1,19,24,19,34,5.4
1,5,1,19,39,19,48,5.4
2,4,1,19,39,19,47,5.1
2,10,1,19,52,20,10,8.7
1,3,1,19,57,20,5,5.3
4,3,1,19,57,20,6,4.6
2,5,1,20,19,20,30,4.6
9,4,1,20,29,20,46,4.4
4,9,1,20,43,21,0,3.7
6,7,1,21,4,21,18,4.4
10,3,1,21,12,21,29,5.9
10,4,1,21,13,21,27,4.3
9,4,1,21,15,21,32,4.3
3,5,1,21,23,21,33,5.7
6,7,1,21,25,21,40,4.4
10,3,1,21,27,21,44,5.9
3,10,1,21,49,22,6,6.0
10,3,1,21,56,22,13,5.9
10,3,1,22,3,22,20,5.8
4,9,1,22,40,22,58,4.0
10,4,1,22,46,23,0,4.0
1,10,1,22,56,23,12,5.0
