n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
10,4,1,6,0,6,14,4.3
6,7,1,6,3,6,18,4.2
6,7,1,6,4,6,18,4.2
10,3,2,6,12,6,29,6.2
10,4,1,6,12,6,26,4.3
1,10,1,6,13,6,28,4.5
6,7,1,6,16,6,30,4.2
10,3,1,6,17,6,34,6.2
10,2,1,6,18,6,36,5.3
10,3,1,6,20,6,37,6.2
10,3,1,6,23,6,40,6.2
1,10,1,6,26,6,42,4.5
6,7,1,6,29,6,44,4.2
10,3,1,6,32,6,49,6.2
10,3,1,6,34,6,51,6.2
10,3,1,6,37,6,54,6.2
10,3,1,6,38,6,55,6.2
4,9,1,6,40,6,58,4.1
6,7,1,6,40,6,54,4.2
4,9,1,6,43,7,0,4.1
4,10,1,6,44,6,58,3.8
10,3,1,6,47,7,4,6.2
1,10,1,6,53,7,8,4.5
10,3,1,6,53,7,10,6.2
10,3,1,6,59,7,16,6.2
2,4,1,7,1,7,9,3.3
3,8,1,7,1,7,13,3.5
8,2,1,7,2,7,14,5.0
6,1,1,7,5,7,14,4.2
10,3,1,7,5,7,22,5.6
9,6,1,7,8,7,30,4.5
6,1,1,7,17,7,26,4.2
6,7,1,7,18,7,32,5.1
6,9,1,7,18,7,40,6.6
3,8,1,7,20,7,32,3.5
7,5,1,7,21,7,33,6.2
8,4,1,7,28,7,42,4.4
6,2,1,7,29,7,42,4.9
8,2,1,7,29,7,41,5.0
3,8,1,7,30,7,42,3.5
10,9,1,7,31,7,52,5.8
8,2,1,7,32,7,44,5.0
8,4,1,7,32,7,46,4.4
9,6,1,7,35,7,57,4.5
8,2,1,7,37,7,49,5.0
6,7,1,7,38,7,52,5.1
6,1,1,7,40,7,49,4.2
3,5,1,7,42,7,52,7.3
4,7,1,7,43,7,52,3.0
6,1,1,7,43,7,52,4.2
8,2,1,7,44,7,56,5.0
6,1,1,7,45,7,54,4.2
6,1,1,7,46,7,55,4.2
6,2,1,7,46,7,59,4.9
7,1,1,7,48,7,57,4.1
7,4,1,7,48,7,57,3.2
6,1,1,7,50,7,59,4.2
3,9,1,7,52,8,9,3.9
6,1,1,7,54,8,3,4.2
6,10,1,7,54,8,6,4.5
6,1,1,7,55,8,4,4.2
6,3,1,7,56,8,8,4.2
10,9,1,7,59,8,20,5.8
8,1,1,8,0,8,14,5.5
5,3,1,8,1,8,11,5.6
6,1,1,8,1,8,10,4.7
5,3,1,8,2,8,12,5.6
9,1,1,8,2,8,20,7.7
9,6,1,8,2,8,24,6.5
3,4,2,8,3,8,12,4.7
5,10,1,8,3,8,15,3.2
9,1,1,8,3,8,21,7.7
9,7,1,8,3,8,17,5.0
6,1,2,8,4,8,13,4.7
7,4,1,8,4,8,13,4.3
8,1,1,8,4,8,18,5.5
2,4,1,8,5,8,13,4.6
3,8,1,8,5,8,17,3.9
5,3,1,8,5,8,15,5.6
6,1,1,8,5,8,14,4.7
3,4,2,8,6,8,15,4.7
6,1,1,8,6,8,15,4.7
1,9,1,8,7,8,25,9.0
2,1,1,8,7,8,16,5.0
3,4,1,8,8,8,17,4.7
6,7,1,8,8,8,22,6.0
7,1,1,8,8,8,17,4.7
5,2,1,8,10,8,20,5.1
6,3,1,8,10,8,22,4.9
7,4,1,8,10,8,19,4.3
9,6,1,8,10,8,32,6.5
2,4,1,8,11,8,19,4.6
6,1,1,8,11,8,20,4.7
7,4,1,8,11,8,20,4.3
8,5,1,8,12,8,28,5.3
6,1,1,8,13,8,22,4.7
8,4,1,8,13,8,26,5.2
3,4,1,8,14,8,23,4.7
8,4,1,8,14,8,28,5.2
6,1,2,8,15,8,24,4.7
6,9,1,8,15,8,37,6.9
7,4,1,8,15,8,24,4.3
6,3,1,8,16,8,28,4.9
7,4,1,8,16,8,25,4.3
8,4,1,8,16,8,30,5.2
5,3,1,8,17,8,27,5.6
6,1,1,8,17,8,26,4.7
6,7,1,8,17,8,32,6.0
6,2,1,8,18,8,31,5.5
6,3,1,8,18,8,30,4.9
7,4,1,8,18,8,27,4.3
8,4,1,8,18,8,32,5.2
2,1,1,8,19,8,28,5.0
6,7,1,8,19,8,34,6.0
7,1,2,8,19,8,28,4.7
8,2,1,8,19,8,31,5.4
9,6,2,8,19,8,41,6.5
3,4,1,8,20,8,29,4.7
5,3,1,8,20,8,30,5.6
8,1,1,8,20,8,34,5.5
3,4,1,8,21,8,30,4.7
5,3,1,8,21,8,31,5.6
6,7,2,8,21,8,36,6.0
8,2,1,8,21,8,33,5.4
2,1,1,8,23,8,32,5.0
3,9,1,8,23,8,40,4.5
1,9,1,8,24,8,42,9.0
3,4,1,8,24,8,33,4.7
5,3,1,8,24,8,34,5.6
2,4,1,8,26,8,34,4.6
3,9,1,8,26,8,43,4.5
8,5,1,8,26,8,42,5.3
2,4,1,8,27,8,35,4.6
6,7,1,8,27,8,42,6.0
2,1,1,8,29,8,38,5.0
8,3,1,8,29,8,41,5.3
8,4,1,8,29,8,42,5.2
1,9,1,8,30,8,48,9.0
2,1,1,8,30,8,39,5.0
3,1,1,8,31,8,39,4.7
3,4,1,8,31,8,40,4.7
3,9,1,8,31,8,48,4.5
6,1,1,8,31,8,40,4.7
6,2,1,8,31,8,44,5.5
8,4,1,8,31,8,44,5.2
10,4,1,8,31,8,45,5.3
3,9,1,8,32,8,49,4.5
6,1,1,8,32,8,41,4.7
6,3,1,8,32,8,44,4.9
8,3,1,8,34,8,46,5.3
8,5,1,8,34,8,50,5.3
2,1,2,8,35,8,44,5.0
6,1,1,8,35,8,44,4.7
7,4,1,8,35,8,44,4.3
8,2,1,8,35,8,47,5.4
8,4,1,8,35,8,48,5.2
8,5,1,8,36,8,52,5.3
3,9,1,8,37,8,54,4.5
6,2,1,8,37,8,50,5.5
3,4,2,8,38,8,47,4.7
7,4,1,8,38,8,47,4.3
9,7,1,8,38,8,52,5.0
10,4,1,8,38,8,52,5.3
6,1,2,8,40,8,49,4.7
