n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
1,10,1,6,10,6,26,4.5
10,4,1,6,50,7,4,4.3
10,9,1,7,16,7,37,5.8
5,3,1,7,20,7,30,4.6
5,3,1,8,4,8,14,5.6
3,4,1,8,13,8,22,4.7
9,6,1,8,18,8,40,6.5
5,3,1,8,42,8,52,5.6
3,9,1,8,51,9,8,4.5
6,3,1,9,1,9,13,4.7
2,4,1,9,24,9,32,4.5
5,2,1,9,42,9,52,4.7
5,7,1,9,45,9,57,5.1
6,7,1,10,7,10,22,5.7
2,1,1,10,10,10,19,4.5
5,1,1,10,17,10,26,5.1
3,5,1,10,32,10,42,6.0
4,2,1,10,46,10,54,4.2
6,2,1,10,56,11,9,5.9
4,2,1,11,1,11,9,4.1
2,5,1,11,9,11,20,5.1
2,4,1,11,10,11,18,4.4
9,5,1,11,12,11,31,4.8
5,3,1,11,17,11,27,5.2
3,9,1,11,20,11,37,4.6
9,3,1,11,21,11,38,4.3
6,7,1,11,35,11,50,5.3
6,1,1,11,44,11,53,4.3
10,3,1,12,18,12,35,6.3
3,9,1,12,30,12,47,4.8
7,4,1,12,44,12,53,4.0
9,2,1,13,26,13,42,5.0
4,7,1,14,20,14,29,4.0
5,7,1,14,21,14,33,5.1
2,5,1,14,29,14,40,4.8
6,7,1,14,45,14,60,4.8
10,3,1,14,50,15,7,6.6
1,7,1,14,53,15,2,4.4
4,7,1,15,7,15,16,3.8
2,1,1,15,18,15,27,4.1
4,8,1,15,26,15,40,4.6
10,3,1,15,30,15,47,7.3
10,4,1,15,30,15,44,4.5
5,3,1,15,52,16,2,5.1
4,2,1,15,59,16,7,3.8
2,1,1,16,0,16,9,4.9
2,4,1,16,7,16,15,4.4
3,4,1,16,12,16,21,4.2
2,5,1,16,13,16,24,5.0
4,7,1,16,23,16,32,3.9
3,5,1,16,24,16,34,5.3
2,1,1,16,33,16,42,4.9
2,5,1,16,38,16,48,5.0
1,6,1,16,47,16,56,4.6
8,3,1,16,50,17,2,4.4
3,5,1,17,3,17,13,6.9
3,10,1,17,4,17,21,9.6
3,4,1,17,5,17,14,5.5
2,6,1,17,6,17,19,7.1
9,4,1,17,7,17,24,6.2
4,8,1,17,10,17,24,4.6
3,4,1,17,21,17,30,5.5
5,1,1,17,21,17,30,4.1
3,6,1,17,22,17,34,5.5
1,5,1,17,27,17,36,5.2
3,4,1,17,27,17,36,5.5
5,3,1,17,27,17,37,5.4
2,4,1,17,30,17,38,5.3
4,7,1,17,35,17,44,4.7
6,7,1,17,35,17,50,5.5
1,2,1,17,41,17,50,4.8
1,5,1,17,44,17,54,5.2
1,7,1,17,47,17,56,4.6
3,6,1,17,52,18,4,5.5
4,7,1,17,53,18,2,4.7
1,5,1,17,55,18,4,5.2
2,1,1,17,58,18,7,5.2
3,1,1,17,58,18,6,5.1
1,6,1,18,1,18,10,4.7
4,2,1,18,21,18,29,5.5
4,2,1,18,30,18,38,5.5
8,6,1,18,31,18,50,4.6
4,3,1,18,37,18,46,4.6
4,3,1,18,39,18,48,4.6
4,6,1,18,51,19,0,4.5
1,7,1,18,54,19,3,5.2
2,5,1,18,58,19,8,7.0
4,2,1,19,5,19,13,4.6
6,9,1,19,36,19,58,5.3
2,1,1,19,40,19,49,4.6
2,6,1,19,53,20,6,7.2
9,4,1,20,10,20,28,4.4
10,3,1,21,2,21,19,5.9
6,7,1,21,9,21,24,4.4
3,10,1,21,19,21,36,6.0
2,9,1,21,37,21,53,4.3
3,5,1,21,50,21,60,5.7
6,7,1,21,58,22,12,4.4
3,10,1,23,6,23,23,6.2
1,9,1,23,11,23,29,5.0
