n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
1,10,1,6,1,6,16,4.5
1,10,1,6,2,6,18,4.5
3,10,1,6,3,6,20,5.1
6,7,1,6,3,6,18,4.2
4,9,1,6,13,6,30,4.1
6,7,1,6,18,6,32,4.2
6,3,1,6,28,6,40,3.5
6,9,1,6,29,6,51,4.4
6,7,1,6,38,6,52,4.2
1,8,1,6,44,6,58,6.0
1,10,1,6,48,7,4,4.5
9,1,1,6,48,7,6,4.7
1,10,1,6,56,7,12,4.5
4,9,1,7,17,7,34,4.6
6,1,1,7,18,7,27,4.2
6,1,2,7,23,7,32,4.2
6,1,1,7,26,7,35,4.2
2,4,1,7,29,7,37,3.3
6,7,1,7,32,7,46,5.1
8,2,1,7,36,7,48,5.0
1,9,1,7,37,7,55,7.1
10,9,1,7,44,8,5,5.8
6,7,1,7,45,7,60,5.1
6,1,1,7,47,7,56,4.2
6,1,1,7,51,8,0,4.2
6,7,1,7,52,8,6,5.1
8,2,2,7,53,8,5,5.0
6,7,1,7,58,8,12,5.1
7,4,1,8,0,8,9,4.3
8,1,1,8,1,8,15,5.5
3,4,1,8,2,8,11,4.7
2,5,1,8,3,8,14,9.9
6,4,1,8,3,8,12,4.2
7,4,1,8,3,8,12,4.3
9,7,1,8,4,8,18,5.0
4,10,1,8,6,8,20,4.0
6,1,1,8,6,8,15,4.7
8,2,1,8,6,8,18,5.4
3,8,2,8,7,8,19,3.9
5,3,1,8,9,8,19,5.6
9,1,1,8,9,8,27,7.7
5,3,1,8,10,8,20,5.6
3,1,1,8,13,8,21,4.7
5,3,1,8,14,8,24,5.6
6,1,1,8,14,8,23,4.7
6,4,1,8,14,8,23,4.2
8,7,1,8,14,8,23,4.4
10,9,1,8,14,8,35,7.1
5,3,1,8,15,8,25,5.6
8,1,1,8,15,8,29,5.5
2,4,1,8,16,8,24,4.6
7,4,1,8,16,8,25,4.3
2,4,1,8,18,8,26,4.6
