n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
2,4,1,7,11,7,19,3.3
2,4,1,7,14,7,22,3.3
6,1,1,7,47,7,56,4.2
6,1,1,8,1,8,10,4.7
6,1,1,8,23,8,32,4.7
5,3,1,8,44,8,54,5.6
6,1,1,8,53,9,2,4.7
8,4,1,8,53,9,6,5.2
6,7,1,8,59,9,14,6.0
3,1,1,9,15,9,23,4.9
8,7,1,9,25,9,34,4.1
6,7,1,9,31,9,46,5.7
9,1,1,9,34,9,52,7.4
3,4,1,10,0,10,9,4.4
7,4,1,10,7,10,16,4.6
2,1,1,10,11,10,20,4.5
10,3,1,10,12,10,29,9.0
3,5,1,10,14,10,24,6.0
7,9,1,10,14,10,28,4.3
5,7,1,10,24,10,36,4.6
3,6,1,10,35,10,47,4.3
4,7,1,10,45,10,54,4.3
10,3,1,10,59,11,16,9.0
7,4,1,11,3,11,12,4.0
9,3,1,11,3,11,20,4.3
9,4,1,11,17,11,34,5.4
4,7,1,11,32,11,41,4.1
2,5,1,11,44,11,54,5.1
3,9,1,12,9,12,26,4.8
3,9,1,12,29,12,46,4.8
9,4,1,12,46,13,4,4.8
9,2,1,13,23,13,39,5.0
7,4,1,13,50,13,59,3.8
4,2,1,13,51,13,59,3.5
4,9,1,14,27,14,44,5.0
3,5,1,14,33,14,43,5.3
3,10,1,14,34,14,51,6.0
6,7,1,14,35,14,50,4.8
1,7,1,14,48,14,57,4.4
7,1,1,14,50,14,59,4.6
8,6,1,15,10,15,29,4.9
9,1,1,15,18,15,36,7.9
4,7,1,15,29,15,38,3.8
7,4,1,15,29,15,38,3.9
10,2,1,15,32,15,50,7.4
5,2,1,15,36,15,46,4.7
7,4,1,15,38,15,47,3.9
2,5,1,15,46,15,56,4.7
3,5,1,15,57,16,7,5.4
3,6,1,16,5,16,17,4.6
1,5,1,16,8,16,18,4.0
9,5,1,16,20,16,39,5.9
4,7,1,16,51,17,0,3.9
3,5,1,16,58,17,8,5.3
3,10,1,17,2,17,19,9.6
4,2,1,17,4,17,12,4.6
6,7,1,17,6,17,20,5.5
10,3,1,17,6,17,23,8.1
3,1,1,17,7,17,15,5.1
3,9,1,17,7,17,24,5.2
4,9,1,17,8,17,26,5.7
2,1,1,17,16,17,25,5.2
10,3,1,17,19,17,36,8.1
4,2,1,17,22,17,30,4.6
4,2,1,17,24,17,32,4.6
1,5,1,17,34,17,44,5.2
1,5,1,17,42,17,52,5.2
4,2,1,17,46,17,54,4.6
4,2,1,17,52,17,60,4.6
4,3,1,17,57,18,6,4.5
3,5,1,17,58,18,8,6.9
2,5,1,17,59,18,10,6.0
9,4,1,18,15,18,32,6.4
8,6,1,18,20,18,39,4.6
4,8,1,18,29,18,42,5.4
2,6,1,18,31,18,44,8.9
1,7,1,18,44,18,53,5.2
4,2,1,18,46,18,54,5.5
6,9,1,18,55,19,17,6.6
4,6,1,19,6,19,15,4.5
4,2,1,19,11,19,19,4.6
1,3,1,19,14,19,22,5.3
6,9,1,19,14,19,36,5.3
4,6,1,19,17,19,26,4.5
2,1,1,19,22,19,31,4.6
9,4,1,19,35,19,52,4.8
2,6,1,19,39,19,52,7.2
1,7,1,19,59,20,8,4.5
10,3,1,20,31,20,48,6.2
3,5,1,20,43,20,53,4.9
5,2,1,20,52,21,2,5.1
10,3,1,21,2,21,19,5.9
10,3,1,21,7,21,24,5.9
4,9,1,21,18,21,36,4.4
5,10,1,21,26,21,38,3.2
10,4,1,22,36,22,50,4.0
1,8,1,22,44,22,58,4.6
10,3,1,22,45,23,2,5.8
4,9,1,23,32,23,50,3.9
1,10,1,23,37,23,52,5.3
