n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
1,10,1,6,3,6,18,4.5
10,3,1,6,5,6,22,6.2
10,4,1,6,5,6,19,4.3
3,10,1,6,6,6,23,5.1
10,4,1,6,10,6,24,4.3
1,10,1,6,13,6,28,4.5
6,2,1,6,13,6,26,4.2
1,10,1,6,14,6,30,4.5
10,3,1,6,14,6,31,6.2
6,7,1,6,16,6,30,4.2
4,9,1,6,17,6,34,4.1
4,9,1,6,21,6,38,4.1
6,2,1,6,25,6,38,4.2
6,7,1,6,26,6,40,4.2
1,9,1,6,27,6,45,4.8
10,1,1,6,29,6,44,5.0
1,10,1,6,32,6,48,4.5
5,9,1,6,32,6,51,4.2
6,7,1,6,33,6,48,4.2
1,10,1,6,34,6,50,4.5
6,7,1,6,35,6,50,4.2
3,10,1,6,37,6,54,5.1
10,3,1,6,37,6,54,6.2
10,3,1,6,38,6,55,6.2
6,7,1,6,40,6,54,4.2
10,3,2,6,40,6,57,6.2
10,4,1,6,40,6,54,4.3
4,9,1,6,41,6,58,4.1
1,10,1,6,42,6,58,4.5
1,10,1,6,43,6,58,4.5
10,4,1,6,44,6,58,4.3
4,9,1,6,45,7,2,4.1
10,3,1,6,45,7,2,6.2
10,3,1,6,47,7,4,6.2
1,10,1,6,48,7,4,4.5
10,3,2,6,50,7,7,6.2
10,4,1,6,50,7,4,4.3
6,2,1,6,53,7,6,4.2
8,4,1,6,57,7,10,4.1
1,10,1,6,58,7,14,4.5
1,8,1,6,59,7,13,6.0
7,4,1,7,2,7,11,3.2
5,7,1,7,3,7,15,4.3
9,1,1,7,3,7,21,5.8
6,1,1,7,4,7,13,4.2
3,8,1,7,5,7,17,3.5
8,2,1,7,5,7,17,5.0
3,9,1,7,6,7,23,3.9
9,6,1,7,6,7,28,4.5
2,5,1,7,7,7,18,7.6
4,10,1,7,7,7,21,4.0
6,1,1,7,8,7,17,4.2
7,4,1,7,8,7,17,3.2
10,9,1,7,8,7,29,5.8
6,7,2,7,9,7,24,5.1
7,4,1,7,9,7,18,3.2
5,7,1,7,10,7,22,4.3
6,1,1,7,10,7,19,4.2
9,6,1,7,10,7,32,4.5
6,9,1,7,11,7,33,6.6
6,2,1,7,12,7,25,4.9
6,7,1,7,13,7,28,5.1
6,3,1,7,15,7,27,4.2
6,1,2,7,17,7,26,4.2
7,4,1,7,21,7,30,3.2
10,9,1,7,21,7,42,5.8
6,9,1,7,23,7,45,6.6
3,8,1,7,24,7,36,3.5
6,1,1,7,25,7,34,4.2
6,3,1,7,25,7,37,4.2
3,9,1,7,26,7,43,3.9
9,6,1,7,26,7,48,4.5
6,9,1,7,27,7,49,6.6
2,4,1,7,28,7,36,3.3
2,4,1,7,29,7,37,3.3
5,3,1,7,30,7,40,4.6
9,1,1,7,30,7,48,5.8
3,8,1,7,31,7,43,3.5
6,1,1,7,31,7,40,4.2
6,1,1,7,32,7,41,4.2
6,7,1,7,32,7,46,5.1
5,1,1,7,35,7,44,4.5
6,1,1,7,36,7,45,4.2
6,1,1,7,37,7,46,4.2
6,7,1,7,41,7,56,5.1
6,7,1,7,42,7,56,5.1
6,1,1,7,43,7,52,4.2
9,6,1,7,43,8,5,4.5
8,4,1,7,44,7,58,4.4
7,4,1,7,46,7,55,3.2
8,3,1,7,50,8,2,4.4
3,4,1,7,52,8,1,3.7
5,7,1,7,52,8,4,4.3
6,1,1,7,54,8,3,4.2
6,1,1,7,56,8,5,4.2
10,3,1,7,56,8,13,5.6
8,2,2,7,57,8,9,5.0
9,6,1,7,57,8,19,4.5
4,9,1,7,59,8,16,4.6
2,1,1,8,0,8,9,5.0
5,3,1,8,0,8,10,5.6
7,1,1,8,0,8,9,4.7
8,1,1,8,1,8,15,5.5
3,9,1,8,2,8,19,4.5
5,3,1,8,2,8,12,5.6
6,1,2,8,2,8,11,4.7
6,7,1,8,2,8,16,6.0
3,1,1,8,3,8,11,4.7
3,4,1,8,3,8,12,4.7
9,6,1,8,3,8,25,6.5
3,1,1,8,4,8,12,4.7
3,9,2,8,4,8,21,4.5
6,1,2,8,4,8,13,4.7
6,7,1,8,4,8,18,6.0
7,1,1,8,4,8,13,4.7
8,5,1,8,4,8,20,5.3
2,1,1,8,5,8,14,5.0
2,5,1,8,5,8,16,9.9
3,1,1,8,5,8,13,4.7
5,3,1,8,5,8,15,5.6
8,2,1,8,5,8,17,5.4
3,8,1,8,7,8,19,3.9
6,3,1,8,7,8,19,4.9
6,4,1,8,7,8,16,4.2
8,1,1,8,7,8,21,5.5
2,4,1,8,8,8,16,4.6
5,7,1,8,8,8,20,5.0
6,1,1,8,8,8,17,4.7
8,4,1,8,8,8,22,5.2
3,4,1,8,9,8,18,4.7
3,9,1,8,10,8,27,4.5
