n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
10,2,1,6,0,6,18,5.3
10,4,1,6,37,6,51,4.3
10,3,1,6,46,7,3,6.2
4,10,1,6,57,7,11,3.8
3,9,1,7,6,7,23,3.9
6,1,1,7,8,7,17,4.2
3,8,1,7,23,7,35,3.5
6,1,1,7,42,7,51,4.2
5,7,1,7,44,7,56,4.3
6,7,1,7,55,8,10,5.1
3,8,1,7,57,8,9,3.5
10,9,1,7,58,8,19,5.8
5,3,1,8,2,8,12,5.6
6,1,1,8,4,8,13,4.7
7,4,1,8,4,8,13,4.3
3,4,1,8,13,8,22,4.7
5,3,1,8,18,8,28,5.6
5,3,1,8,23,8,33,5.6
7,1,1,8,23,8,32,4.7
8,4,1,8,23,8,36,5.2
5,3,1,8,25,8,35,5.6
5,3,1,8,27,8,37,5.6
3,4,1,8,31,8,40,4.7
8,9,1,8,31,8,39,5.0
8,5,1,8,33,8,48,5.3
2,4,1,8,37,8,45,4.6
5,2,1,8,44,8,54,5.1
6,1,1,8,44,8,53,4.7
6,1,1,8,45,8,54,4.7
3,4,2,8,46,8,55,4.7
7,4,1,8,51,9,0,4.3
7,6,1,8,52,9,6,5.1
3,5,1,8,53,9,3,7.0
9,7,1,8,54,9,8,5.0
10,9,1,8,54,9,15,7.1
6,1,1,8,55,9,4,4.7
6,9,1,9,2,9,24,6.8
8,7,1,9,3,9,12,4.1
8,4,1,9,8,9,22,5.3
7,4,1,9,10,9,19,4.8
10,4,1,9,14,9,28,4.8
3,1,1,9,20,9,28,4.9
4,2,1,9,20,9,28,4.4
6,10,1,9,23,9,36,4.8
6,1,1,9,31,9,40,4.6
2,4,1,9,39,9,47,4.5
5,2,1,9,46,9,56,4.7
7,1,1,9,47,9,56,4.6
1,10,1,9,55,10,10,4.6
5,7,1,9,59,10,11,5.1
6,3,1,10,1,10,13,5.0
10,2,1,10,2,10,20,6.7
2,5,1,10,3,10,14,5.6
1,10,1,10,4,10,20,5.9
10,3,1,10,4,10,21,9.0
2,5,1,10,6,10,16,5.6
7,1,1,10,7,10,16,4.9
10,4,1,10,10,10,24,4.9
4,2,1,10,13,10,21,4.2
8,1,1,10,13,10,27,5.3
4,7,1,10,17,10,26,4.3
6,1,1,10,20,10,29,4.6
4,2,1,10,24,10,32,4.2
9,4,1,10,26,10,44,5.8
7,4,1,10,28,10,37,4.6
7,4,2,10,29,10,38,4.6
5,3,1,10,30,10,40,5.4
6,7,1,10,31,10,46,5.7
3,1,1,10,38,10,46,4.8
4,2,1,10,39,10,47,4.2
7,4,1,10,42,10,51,4.6
9,4,1,10,43,11,0,5.8
3,1,1,10,44,10,52,4.8
4,7,1,10,44,10,53,4.3
5,9,1,10,44,11,3,5.8
6,1,1,10,44,10,53,4.6
7,1,1,10,44,10,53,4.9
3,1,1,10,45,10,53,4.8
4,2,1,10,51,10,59,4.2
5,1,1,10,51,11,0,5.1
2,1,1,10,52,11,1,4.5
6,9,1,10,54,11,16,6.6
3,5,1,10,55,11,5,6.0
4,2,1,10,57,11,5,4.2
7,1,1,10,57,11,6,4.9
6,1,1,10,59,11,8,4.6
1,9,1,11,0,11,18,6.5
6,1,1,11,0,11,9,4.3
4,2,1,11,1,11,9,4.1
4,9,1,11,4,11,22,5.5
10,4,1,11,5,11,19,5.0
6,3,1,11,10,11,22,4.6
4,7,2,11,14,11,23,4.1
4,2,1,11,23,11,31,4.1
4,9,1,11,23,11,40,5.5
7,4,1,11,24,11,33,4.0
4,2,1,11,25,11,33,4.1
10,9,1,11,25,11,46,5.9
4,9,1,11,27,11,44,5.5
4,2,1,11,31,11,39,4.1
4,3,1,11,31,11,40,4.0
10,3,1,11,31,11,48,7.9
4,9,1,11,32,11,50,5.5
4,2,1,11,34,11,42,4.1
1,9,1,11,35,11,53,6.5
10,3,1,11,36,11,53,7.9
4,7,1,11,40,11,49,4.1
5,1,1,11,44,11,54,5.5
4,7,1,11,45,11,54,4.1
2,9,1,11,46,12,2,5.4
2,9,1,11,48,12,4,5.4
4,2,1,11,49,11,57,4.1
6,8,1,11,49,12,8,4.9
3,1,1,11,51,11,59,4.6
3,9,1,11,52,12,9,4.6
4,7,1,11,57,12,6,4.1
7,6,1,12,9,12,24,4.6
7,1,1,12,12,12,21,4.7
7,5,1,12,17,12,29,5.2
2,6,1,12,18,12,31,4.5
1,10,1,12,25,12,40,5.0
2,5,1,12,31,12,42,5.3
1,8,1,12,33,12,47,4.7
1,10,1,12,36,12,52,5.0
2,5,1,12,38,12,48,5.3
8,3,1,12,45,12,57,4.5
3,5,1,12,50,12,60,5.2
7,4,1,12,50,12,59,4.0
1,9,1,12,53,13,11,6.0
9,10,1,12,53,13,14,6.8
1,8,1,12,54,13,8,4.7
6,7,1,12,55,13,10,4.6
9,10,1,12,55,13,16,6.8
5,9,1,12,56,13,15,4.8
10,3,1,12,58,13,15,6.3
5,2,1,13,2,13,12,4.3
6,7,1,13,6,13,20,4.6
1,2,1,13,18,13,27,4.8
6,7,1,13,21,13,36,4.6
1,3,1,13,28,13,36,4.6
3,5,1,13,35,13,45,5.8
4,7,1,13,44,13,53,3.9
10,3,1,13,49,14,6,7.1
4,9,1,13,51,14,8,4.7
4,2,1,13,57,14,5,3.5
7,4,1,14,3,14,12,4.1
4,9,1,14,5,14,22,5.0
8,3,1,14,5,14,17,4.9
3,5,1,14,8,14,18,5.3
3,4,1,14,12,14,21,4.4
2,4,1,14,15,14,23,4.1
2,4,1,14,22,14,30,4.1
1,2,1,14,23,14,32,4.5
6,2,1,14,24,14,37,4.8
4,7,1,14,26,14,35,4.0
3,5,1,14,27,14,37,5.3
1,3,1,14,29,14,37,4.5
2,5,1,14,31,14,42,4.8
4,9,1,14,31,14,48,5.0
4,10,1,14,36,14,50,4.1
4,2,1,14,43,14,51,3.8
2,5,1,14,44,14,54,4.8
4,2,1,14,46,14,54,3.8
1,7,1,14,49,14,58,4.4
1,6,1,14,55,15,4,3.5
1,3,1,14,56,15,4,4.5
2,5,1,15,4,15,14,4.7
3,9,1,15,6,15,23,3.9
3,5,1,15,9,15,19,5.4
9,4,2,15,12,15,30,5.6
1,2,1,15,13,15,22,4.5
1,6,1,15,13,15,22,3.5
6,7,1,15,18,15,32,4.8
4,7,1,15,21,15,30,3.8
5,3,1,15,21,15,31,5.1
2,5,1,15,24,15,34,4.7
2,5,1,15,27,15,38,4.7
3,5,1,15,27,15,37,5.4
7,1,1,15,27,15,36,4.7
2,5,1,15,28,15,38,4.7
2,5,1,15,40,15,50,4.7
4,2,1,15,40,15,48,3.8
9,2,1,15,41,15,57,4.7
10,3,1,15,41,15,58,7.3
9,2,1,15,46,16,2,4.7
1,2,1,15,49,15,58,4.5
4,9,1,15,49,16,6,4.8
4,7,1,15,51,16,0,3.8
7,4,1,15,55,16,4,3.9
3,5,1,15,56,16,6,5.4
1,2,1,15,58,16,7,4.5
4,2,1,16,0,16,8,4.2
7,4,1,16,1,16,10,4.1
1,10,1,16,2,16,18,6.1
3,5,1,16,2,16,12,5.3
4,2,1,16,2,16,10,4.2
1,10,1,16,4,16,20,6.1
4,3,1,16,6,16,15,4.0
4,2,1,16,7,16,15,4.2
9,1,1,16,12,16,30,7.5
4,2,2,16,13,16,21,4.2
10,3,1,16,13,16,30,6.5
6,7,1,16,14,16,28,4.8
1,3,1,16,15,16,23,4.7
6,2,1,16,15,16,28,5.7
2,5,1,16,19,16,30,5.0
4,7,1,16,20,16,29,3.9
1,3,1,16,24,16,32,4.7
1,10,1,16,24,16,40,6.1
4,2,1,16,25,16,33,4.2
8,4,1,16,26,16,40,4.6
2,5,2,16,28,16,38,5.0
4,7,1,16,28,16,37,3.9
3,5,1,16,30,16,40,5.3
10,3,1,16,30,16,47,6.5
1,5,1,16,31,16,40,4.0
7,6,1,16,32,16,46,5.4
1,5,1,16,34,16,44,4.0
1,6,1,16,35,16,44,4.6
6,1,1,16,37,16,46,4.5
2,5,1,16,39,16,50,5.0
4,9,1,16,42,16,60,5.1
2,5,2,16,44,16,54,5.0
4,2,1,16,47,16,55,4.2
4,7,1,16,47,16,56,3.9
7,4,1,16,47,16,56,4.1
5,2,1,16,48,16,58,4.9
7,5,1,16,49,17,1,5.7
3,5,1,16,50,16,60,5.3
4,2,2,16,50,16,58,4.2
3,5,1,16,51,17,1,5.3
7,4,1,16,51,17,0,4.1
2,6,1,16,52,17,5,5.4
9,4,1,16,52,17,10,6.3
1,3,1,16,54,17,2,4.7
3,5,1,16,57,17,7,5.3
4,2,1,16,58,17,6,4.2
3,5,1,17,0,17,10,6.9
2,4,1,17,1,17,9,5.3
1,2,1,17,2,17,11,4.8
10,4,1,17,2,17,16,4.6
3,4,1,17,4,17,13,5.5
1,5,1,17,7,17,16,5.2
2,4,1,17,8,17,16,5.3
4,2,1,17,8,17,16,4.6
7,1,1,17,8,17,17,4.8
1,2,1,17,10,17,19,4.8
3,4,1,17,10,17,19,5.5
9,3,1,17,10,17,27,5.1
3,4,1,17,11,17,20,5.5
9,3,1,17,11,17,28,5.1
1,10,1,17,12,17,28,6.1
3,4,1,17,12,17,21,5.5
4,2,1,17,12,17,20,4.6
1,7,1,17,13,17,22,4.6
2,6,1,17,14,17,27,7.1
4,3,1,17,14,17,23,4.5
1,2,1,17,15,17,24,4.8
4,2,1,17,15,17,23,4.6
5,2,1,17,15,17,26,5.4
4,7,1,17,16,17,25,4.7
1,7,1,17,17,17,26,4.6
2,4,1,17,17,17,25,5.3
4,7,1,17,18,17,27,4.7
10,4,1,17,18,17,32,4.6
10,4,1,17,19,17,33,4.6
4,3,1,17,21,17,30,4.5
7,4,1,17,21,17,30,4.1
3,4,1,17,22,17,31,5.5
2,5,1,17,23,17,34,6.0
7,6,1,17,25,17,40,5.3
1,7,1,17,26,17,35,4.6
3,5,1,17,26,17,36,6.9
2,6,1,17,27,17,40,7.1
4,7,1,17,27,17,36,4.7
2,5,1,17,29,17,40,6.0
4,3,1,17,29,17,38,4.5
9,1,1,17,29,17,47,7.7
1,3,1,17,30,17,38,5.0
3,6,1,17,30,17,42,5.5
1,7,1,17,31,17,40,4.6
3,1,1,17,31,17,39,5.1
9,3,1,17,31,17,48,5.1
2,4,1,17,32,17,40,5.3
3,4,1,17,32,17,41,5.5
1,9,1,17,33,17,51,6.3
3,4,1,17,33,17,42,5.5
10,3,1,17,34,17,51,8.1
3,5,1,17,36,17,46,6.9
3,4,1,17,38,17,47,5.5
9,3,1,17,38,17,55,5.1
9,10,1,17,38,17,59,6.5
1,3,1,17,39,17,47,5.0
3,1,1,17,40,17,48,5.1
1,7,1,17,42,17,51,4.6
4,7,1,17,42,17,51,4.7
1,3,1,17,44,17,52,5.0
4,2,1,17,44,17,52,4.6
3,4,1,17,45,17,54,5.5
9,10,1,17,45,18,6,6.5
1,2,1,17,46,17,55,4.8
1,5,1,17,46,17,56,5.2
7,4,1,17,46,17,55,4.1
8,4,1,17,46,17,60,4.9
1,2,1,17,47,17,56,4.8
3,4,1,17,47,17,56,5.5
10,9,1,17,47,18,8,4.5
1,3,1,17,48,17,56,5.0
3,5,1,17,49,17,59,6.9
3,10,1,17,49,18,6,9.6
4,2,1,17,49,17,57,4.6
3,4,1,17,50,17,59,5.5
3,5,1,17,50,17,60,6.9
7,4,2,17,50,17,59,4.1
1,2,1,17,53,18,2,4.8
1,7,1,17,53,18,2,4.6
3,1,1,17,53,18,1,5.1
3,5,2,17,53,18,3,6.9
2,4,1,17,55,18,3,5.3
2,5,1,17,55,18,6,6.0
3,1,1,17,55,18,3,5.1
4,3,1,17,55,18,4,4.5
6,3,1,17,55,18,7,4.3
2,4,1,17,56,18,4,5.3
3,10,1,17,57,18,14,9.6
1,10,1,17,59,18,14,6.1
10,9,1,17,59,18,20,4.5
4,7,1,18,0,18,9,4.6
5,8,1,18,3,18,18,3.6
1,3,1,18,6,18,14,5.3
4,2,1,18,6,18,14,5.5
4,3,1,18,7,18,16,4.6
6,1,1,18,8,18,17,3.7
3,4,1,18,9,18,18,5.2
2,6,1,18,10,18,23,8.9
8,4,1,18,11,18,24,4.1
3,8,1,18,12,18,24,4.6
4,3,1,18,12,18,21,4.6
3,4,1,18,13,18,22,5.2
8,1,1,18,14,18,28,6.1
2,1,1,18,18,18,27,5.7
1,5,1,18,20,18,30,4.8
3,6,1,18,20,18,32,5.0
4,3,1,18,21,18,30,4.6
1,3,1,18,22,18,30,5.3
4,3,1,18,24,18,33,4.6
4,3,1,18,25,18,34,4.6
9,4,1,18,25,18,42,6.4
1,3,1,18,26,18,34,5.3
7,6,1,18,26,18,40,5.6
4,7,1,18,28,18,37,4.6
9,4,1,18,29,18,46,6.4
4,2,1,18,30,18,38,5.5
2,5,1,18,33,18,44,7.0
4,3,1,18,33,18,42,4.6
1,7,1,18,34,18,43,5.2
2,1,1,18,34,18,43,5.7
5,2,1,18,34,18,44,6.6
1,3,1,18,40,18,48,5.3
1,3,1,18,41,18,49,5.3
4,3,1,18,41,18,50,4.6
9,4,1,18,42,18,60,6.4
1,3,1,18,46,18,54,5.3
7,4,1,18,46,18,55,4.8
1,7,1,18,52,19,1,5.2
2,1,1,18,52,19,1,5.7
4,3,1,18,52,19,1,4.6
1,8,1,18,55,19,9,4.8
2,4,1,18,55,19,3,5.5
4,3,1,18,58,19,7,4.6
1,6,1,19,0,19,9,4.6
2,4,1,19,4,19,12,5.1
4,6,1,19,6,19,15,4.5
1,6,1,19,7,19,16,4.6
4,6,1,19,11,19,20,4.5
4,2,1,19,13,19,21,4.6
4,3,1,19,13,19,22,4.6
1,6,1,19,14,19,23,4.6
1,7,1,19,15,19,24,4.5
1,3,1,19,16,19,24,5.3
4,3,1,19,19,19,28,4.6
4,6,1,19,19,19,28,4.5
4,6,1,19,21,19,30,4.5
4,3,1,19,24,19,33,4.6
2,5,1,19,26,19,36,6.5
4,6,1,19,27,19,36,4.5
8,1,1,19,27,19,41,5.4
4,6,1,19,28,19,37,4.5
1,8,1,19,30,19,44,4.8
1,3,2,19,34,19,42,5.3
4,6,1,19,34,19,43,4.5
2,4,1,19,35,19,43,5.1
1,2,1,19,37,19,46,4.6
3,4,1,19,38,19,47,5.0
9,10,1,19,38,19,59,4.7
1,3,1,19,41,19,49,5.3
1,6,1,19,41,19,50,4.6
1,2,1,19,44,19,53,4.6
1,7,1,19,44,19,53,4.5
1,2,1,19,45,19,54,4.6
1,3,1,19,45,19,53,5.3
4,9,1,19,45,20,2,7.3
7,1,1,19,45,19,54,4.4
9,4,1,19,48,20,6,4.8
1,6,1,19,50,19,59,4.6
1,2,1,19,52,20,1,4.6
4,6,1,19,52,20,1,4.5
4,3,1,19,53,20,2,4.6
1,3,1,19,55,20,3,5.3
7,4,1,19,58,20,7,4.8
1,3,1,19,59,20,7,5.3
8,1,1,20,2,20,16,6.6
2,5,1,20,4,20,14,4.6
10,7,1,20,7,20,25,4.4
9,4,1,20,8,20,26,4.4
2,5,1,20,9,20,20,4.6
9,4,1,20,9,20,26,4.4
2,5,1,20,10,20,20,4.6
2,5,1,20,13,20,24,4.6
2,5,1,20,14,20,24,4.6
6,9,1,20,16,20,38,4.0
6,9,1,20,17,20,39,4.0
4,6,1,20,19,20,28,3.7
3,10,1,20,21,20,38,6.1
2,5,1,20,23,20,34,4.6
