n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
6,7,1,6,12,6,26,4.2
6,3,1,7,3,7,15,4.2
6,7,1,7,4,7,18,5.1
6,7,1,7,5,7,20,5.1
5,2,1,7,6,7,16,4.2
10,9,1,7,10,7,31,5.8
6,1,1,7,15,7,24,4.2
8,4,1,7,24,7,38,4.4
6,1,1,7,25,7,34,4.2
8,2,1,7,25,7,37,5.0
6,9,1,7,28,7,50,6.6
6,7,1,7,33,7,48,5.1
6,3,1,7,48,7,60,4.2
6,3,1,7,59,8,11,4.2
9,7,1,8,0,8,14,5.0
3,4,1,8,1,8,10,4.7
9,1,1,8,1,8,19,7.7
5,3,1,8,2,8,12,5.6
6,1,1,8,2,8,11,4.7
9,1,1,8,3,8,21,7.7
5,1,1,8,5,8,14,5.4
6,7,1,8,6,8,20,6.0
3,4,1,8,9,8,18,4.7
5,3,1,8,11,8,21,5.6
7,4,1,8,11,8,20,4.3
2,4,1,8,14,8,22,4.6
9,1,1,8,18,8,36,7.7
2,4,1,8,26,8,34,4.6
5,3,1,8,27,8,37,5.6
6,1,1,8,28,8,37,4.7
8,1,1,8,30,8,44,5.5
2,4,1,8,31,8,39,4.6
3,4,1,8,31,8,40,4.7
5,3,1,8,35,8,45,5.6
5,3,1,8,37,8,47,5.6
8,2,1,8,40,8,52,5.4
6,1,2,8,43,8,52,4.7
6,2,1,8,45,8,58,5.5
8,4,1,8,46,8,60,5.2
10,9,1,8,48,9,9,7.1
8,3,1,8,49,9,1,5.3
8,3,1,8,52,9,4,5.3
3,8,1,8,53,9,5,3.9
9,6,1,8,53,9,15,6.5
2,1,1,8,54,9,3,5.0
8,2,1,8,54,9,6,5.4
3,1,1,8,55,9,3,4.7
10,9,1,8,56,9,17,7.1
6,3,1,8,57,9,9,4.9
7,1,1,8,57,9,6,4.7
3,4,1,9,2,9,11,4.6
9,1,1,9,16,9,34,7.4
6,7,1,9,18,9,32,5.7
3,4,1,9,21,9,30,4.6
2,4,1,9,24,9,32,4.5
4,2,1,9,27,9,35,4.4
2,4,1,9,29,9,37,4.5
2,1,1,9,31,9,40,4.7
5,2,1,9,33,9,44,4.7
5,7,1,9,35,9,47,5.1
3,4,1,9,36,9,45,4.6
10,9,1,9,42,10,3,5.6
8,2,1,9,51,10,3,5.5
8,4,1,9,51,10,4,5.3
3,5,1,9,59,10,9,7.0
3,4,1,10,0,10,9,4.4
8,5,1,10,0,10,16,5.7
1,10,1,10,1,10,16,5.9
6,7,1,10,1,10,16,5.7
4,9,1,10,8,10,26,5.5
6,7,1,10,8,10,22,5.7
5,1,1,10,11,10,20,5.1
6,7,1,10,11,10,26,5.7
4,3,1,10,13,10,22,4.3
5,8,1,10,13,10,28,4.4
4,7,1,10,16,10,25,4.3
7,1,1,10,17,10,26,4.9
6,1,1,10,19,10,28,4.6
1,9,1,10,20,10,38,6.4
4,9,1,10,20,10,38,5.5
2,5,1,10,25,10,36,5.6
2,10,1,10,25,10,43,6.7
9,4,1,10,25,10,42,5.8
6,1,1,10,27,10,36,4.6
10,1,1,10,29,10,44,7.5
3,1,1,10,30,10,38,4.8
1,7,1,10,32,10,41,4.0
3,6,1,10,34,10,46,4.3
10,4,1,10,34,10,48,4.9
9,4,1,10,35,10,52,5.8
5,1,1,10,36,10,46,5.1
7,1,1,10,36,10,45,4.9
4,7,1,10,37,10,46,4.3
6,7,1,10,38,10,52,5.7
8,1,1,10,38,10,52,5.3
2,5,1,10,40,10,50,5.6
9,4,1,10,40,10,58,5.8
4,7,1,10,42,10,51,4.3
10,3,1,10,47,11,4,9.0
5,1,1,10,52,11,2,5.1
2,5,1,10,58,11,8,5.6
10,4,1,10,59,11,13,4.9
4,9,1,11,0,11,18,5.5
6,7,1,11,0,11,14,5.3
4,7,1,11,1,11,10,4.1
3,9,1,11,3,11,20,4.6
2,5,1,11,4,11,14,5.1
7,5,1,11,5,11,17,5.2
4,9,1,11,8,11,26,5.5
4,2,1,11,11,11,19,4.1
1,9,1,11,12,11,30,6.5
5,3,1,11,12,11,22,5.2
1,10,1,11,15,11,30,6.1
10,9,1,11,16,11,37,5.9
4,7,1,11,17,11,26,4.1
2,5,1,11,18,11,28,5.1
3,5,1,11,23,11,33,5.2
10,3,1,11,23,11,40,7.9
6,7,1,11,26,11,40,5.3
6,8,1,11,27,11,46,4.9
3,10,1,11,32,11,49,7.3
4,9,1,11,35,11,52,5.5
9,4,1,11,35,11,52,5.4
10,4,1,11,36,11,50,5.0
4,2,1,11,40,11,48,4.1
7,4,1,11,40,11,49,4.0
10,3,1,11,47,12,4,7.9
2,4,1,11,58,12,6,4.4
2,5,1,11,58,12,8,5.1
6,7,1,12,2,12,16,4.6
1,10,1,12,5,12,20,5.0
2,9,1,12,5,12,21,5.0
4,8,1,12,5,12,18,4.3
2,4,1,12,6,12,14,3.9
