n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
2,4,1,7,33,7,41,3.3
8,4,1,7,41,7,54,4.4
6,7,1,8,17,8,32,6.0
6,1,1,8,33,8,42,4.7
8,1,1,8,35,8,49,5.5
5,3,1,8,36,8,46,5.6
6,1,1,8,37,8,46,4.7
3,5,1,8,39,8,49,7.0
6,1,1,8,50,8,59,4.7
6,1,1,8,56,9,5,4.7
5,7,1,9,6,9,18,5.1
9,7,1,9,53,10,7,5.1
4,2,1,10,4,10,12,4.2
4,3,1,10,22,10,31,4.3
3,5,1,10,26,10,36,6.0
3,5,1,10,37,10,47,6.0
3,1,1,10,57,11,5,4.8
4,2,1,11,8,11,16,4.1
4,2,1,11,10,11,18,4.1
9,5,1,11,12,11,31,4.8
2,1,1,11,30,11,39,4.8
7,4,1,11,37,11,46,4.0
6,1,1,11,46,11,55,4.3
4,8,1,11,51,12,4,4.7
9,3,1,12,17,12,34,4.3
10,3,1,12,35,12,52,6.3
1,2,1,13,8,13,17,4.8
4,7,1,13,13,13,22,3.9
4,9,1,13,13,13,30,4.7
2,6,1,13,17,13,30,4.6
4,2,1,14,1,14,9,3.8
1,10,1,14,8,14,24,5.3
4,7,1,14,20,14,29,4.0
1,2,1,14,38,14,47,4.5
9,4,1,15,4,15,22,5.6
4,7,1,15,8,15,17,3.8
2,10,1,15,10,15,28,5.9
3,5,1,15,14,15,24,5.4
10,3,1,15,23,15,40,7.3
4,3,1,15,35,15,44,4.2
4,7,1,15,41,15,50,3.8
10,9,1,15,48,16,9,6.2
2,5,1,16,5,16,16,5.0
1,7,1,16,10,16,19,4.3
4,2,1,16,13,16,21,4.2
3,9,1,16,17,16,34,4.5
3,5,1,16,29,16,39,5.3
5,2,1,16,33,16,44,4.9
2,4,1,16,38,16,46,4.4
6,3,1,16,43,16,55,4.1
7,4,1,16,58,17,7,4.1
4,3,1,17,0,17,9,4.5
9,3,1,17,10,17,27,5.1
1,3,1,17,16,17,24,5.0
3,1,1,17,17,17,25,5.1
3,5,1,17,20,17,30,6.9
4,3,1,17,21,17,30,4.5
2,5,1,17,22,17,32,6.0
7,4,1,17,24,17,33,4.1
3,4,1,17,28,17,37,5.5
4,3,1,17,28,17,37,4.5
7,4,1,17,35,17,44,4.1
4,3,1,17,36,17,45,4.5
2,6,1,17,39,17,52,7.1
3,5,1,17,41,17,51,6.9
9,1,1,17,42,18,0,7.7
1,2,1,17,53,18,2,4.8
4,2,1,17,57,18,5,4.6
5,2,1,17,57,18,8,5.4
1,7,1,18,2,18,11,5.2
4,3,1,18,5,18,14,4.6
7,6,1,18,8,18,22,5.6
4,3,1,18,22,18,31,4.6
4,3,1,18,32,18,41,4.6
2,4,1,18,50,18,58,5.5
7,6,1,18,50,19,4,5.6
4,3,1,19,11,19,20,4.6
7,6,1,19,12,19,26,5.6
7,4,1,19,15,19,24,4.8
1,3,1,19,21,19,29,5.3
2,4,1,19,24,19,32,5.1
9,4,1,19,24,19,42,4.8
4,6,1,19,32,19,41,4.5
2,6,1,19,37,19,50,7.2
4,6,1,19,40,19,49,4.5
7,5,1,19,44,19,56,4.9
4,2,1,19,52,19,60,4.6
2,5,1,20,0,20,10,4.6
4,10,1,21,17,21,31,4.2
4,9,1,21,33,21,50,4.4
4,10,1,21,35,21,49,4.2
6,7,1,21,35,21,50,4.4
6,7,1,21,54,22,8,4.4
10,2,1,21,58,22,16,5.1
4,10,1,22,24,22,38,3.9
10,5,1,22,26,22,38,3.9
10,3,1,22,32,22,49,5.8
1,10,1,22,44,22,60,5.0
1,10,1,22,50,23,6,5.0
4,9,1,22,56,23,14,4.0
