n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
1,8,1,6,0,6,14,6.0
10,4,1,6,3,6,17,4.3
3,10,1,6,6,6,23,5.1
1,10,1,6,9,6,24,4.5
6,7,1,6,9,6,24,4.2
6,2,1,6,13,6,26,4.2
4,10,1,6,14,6,28,3.8
10,2,1,6,27,6,45,5.3
1,10,1,6,30,6,46,4.5
6,7,1,6,30,6,44,4.2
1,10,1,6,34,6,50,4.5
4,9,1,6,44,7,2,4.1
10,3,1,6,51,7,8,6.2
1,10,1,6,53,7,8,4.5
6,7,1,6,53,7,8,4.2
4,9,1,6,58,7,16,4.1
1,10,1,7,0,7,16,4.6
3,8,1,7,11,7,23,3.5
9,6,1,7,16,7,38,4.5
6,7,1,7,20,7,34,5.1
7,4,1,7,20,7,29,3.2
10,9,1,7,20,7,41,5.8
3,8,1,7,21,7,33,3.5
6,1,1,7,25,7,34,4.2
3,8,1,7,27,7,39,3.5
6,1,1,7,45,7,54,4.2
7,4,1,7,48,7,57,3.2
9,6,1,7,48,8,10,4.5
10,9,1,7,53,8,14,5.8
7,4,1,7,55,8,4,3.2
6,1,1,8,2,8,11,4.7
6,4,1,8,2,8,11,4.2
5,3,2,8,3,8,13,5.6
3,1,1,8,4,8,12,4.7
7,4,1,8,5,8,14,4.3
5,3,1,8,7,8,17,5.6
6,1,1,8,7,8,16,4.7
3,1,1,8,8,8,16,4.7
6,1,2,8,8,8,17,4.7
3,1,1,8,12,8,20,4.7
6,9,1,8,14,8,36,6.9
2,4,1,8,15,8,23,4.6
3,4,1,8,16,8,25,4.7
6,1,1,8,17,8,26,4.7
9,1,1,8,17,8,35,7.7
5,3,1,8,18,8,28,5.6
7,4,1,8,18,8,27,4.3
9,6,1,8,18,8,40,6.5
6,1,1,8,20,8,29,4.7
8,4,1,8,20,8,34,5.2
3,4,1,8,21,8,30,4.7
7,1,1,8,21,8,30,4.7
5,3,1,8,23,8,33,5.6
7,4,1,8,23,8,32,4.3
8,4,1,8,23,8,36,5.2
3,4,1,8,25,8,34,4.7
8,4,1,8,25,8,38,5.2
5,3,1,8,26,8,36,5.6
6,3,1,8,26,8,38,4.9
3,9,1,8,27,8,44,4.5
7,4,1,8,27,8,36,4.3
9,7,1,8,28,8,42,5.0
6,7,1,8,32,8,46,6.0
8,2,1,8,33,8,45,5.4
3,8,1,8,35,8,47,3.9
5,10,1,8,35,8,47,3.2
6,1,1,8,36,8,45,4.7
8,4,1,8,41,8,54,5.2
7,4,1,8,42,8,51,4.3
8,1,1,8,42,8,56,5.5
9,4,1,8,42,8,60,5.9
8,4,1,8,45,8,58,5.2
8,1,1,8,46,8,60,5.5
3,1,1,8,47,8,55,4.7
3,4,1,8,47,8,56,4.7
6,7,1,8,49,9,4,6.0
2,4,1,8,52,8,60,4.6
7,4,2,8,53,9,2,4.3
8,1,1,8,53,9,7,5.5
3,4,1,8,54,9,3,4.7
6,7,1,8,54,9,8,6.0
9,7,1,8,54,9,8,5.0
2,1,1,8,56,9,5,5.0
6,7,1,8,56,9,10,6.0
10,9,1,8,56,9,17,7.1
3,4,1,8,57,9,6,4.7
6,1,1,8,57,9,6,4.7
8,4,1,8,58,9,12,5.2
3,4,1,9,2,9,11,4.6
2,1,1,9,6,9,15,4.7
5,7,1,9,9,9,21,5.1
3,5,1,9,10,9,20,7.0
9,7,1,9,12,9,26,5.1
3,4,1,9,17,9,26,4.6
3,4,1,9,18,9,27,4.6
6,1,1,9,18,9,27,4.6
6,7,1,9,20,9,34,5.7
8,4,1,9,27,9,40,5.3
8,2,1,9,29,9,41,5.5
6,1,1,9,32,9,41,4.6
3,4,1,9,33,9,42,4.6
6,7,1,9,34,9,48,5.7
