n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
6,7,1,6,5,6,20,4.2
10,3,1,6,6,6,23,6.2
4,9,1,6,7,6,24,4.1
10,3,1,6,24,6,41,6.2
4,10,1,6,25,6,39,3.8
10,3,1,6,31,6,48,6.2
1,10,1,6,33,6,48,4.5
6,7,1,6,33,6,48,4.2
1,8,1,6,38,6,52,6.0
1,10,1,6,51,7,6,4.5
8,4,1,6,51,7,4,4.1
3,10,1,6,55,7,12,5.1
1,10,1,6,58,7,14,4.5
7,4,1,7,1,7,10,3.2
6,3,1,7,5,7,17,4.2
6,9,1,7,5,7,27,6.6
6,1,1,7,9,7,18,4.2
9,1,1,7,11,7,29,5.8
6,3,1,7,23,7,35,4.2
6,1,1,7,25,7,34,4.2
3,8,1,7,27,7,39,3.5
5,7,1,7,27,7,39,4.3
7,1,1,7,35,7,44,4.1
10,9,1,7,44,8,5,5.8
6,1,1,7,45,7,54,4.2
6,1,1,7,49,7,58,4.2
3,8,1,7,51,8,3,3.5
6,2,1,7,54,8,7,4.9
5,1,2,8,0,8,10,5.4
6,1,1,8,0,8,9,4.7
6,3,1,8,0,8,12,4.9
5,3,1,8,1,8,11,5.6
3,4,1,8,4,8,13,4.7
3,4,1,8,5,8,14,4.7
8,1,1,8,5,8,19,5.5
2,1,1,8,6,8,15,5.0
3,4,1,8,6,8,15,4.7
6,3,1,8,6,8,18,4.9
7,1,1,8,7,8,16,4.7
3,9,1,8,8,8,25,4.5
7,1,1,8,9,8,18,4.7
5,3,1,8,10,8,20,5.6
8,2,1,8,10,8,22,5.4
1,9,1,8,12,8,30,9.0
6,7,1,8,13,8,28,6.0
8,4,1,8,13,8,26,5.2
2,4,1,8,14,8,22,4.6
2,5,1,8,15,8,26,9.9
3,4,2,8,16,8,25,4.7
5,3,1,8,16,8,26,5.6
6,1,1,8,18,8,27,4.7
9,7,1,8,18,8,32,5.0
2,4,1,8,22,8,30,4.6
3,4,1,8,22,8,31,4.7
6,1,1,8,24,8,33,4.7
6,7,1,8,24,8,38,6.0
8,2,1,8,24,8,36,5.4
5,3,1,8,25,8,35,5.6
8,3,1,8,26,8,38,5.3
3,1,1,8,28,8,36,4.7
3,4,1,8,29,8,38,4.7
8,3,1,8,29,8,41,5.3
5,3,1,8,31,8,41,5.6
10,9,1,8,31,8,52,7.1
5,3,1,8,32,8,42,5.6
5,2,1,8,33,8,44,5.1
8,3,1,8,33,8,45,5.3
5,3,1,8,34,8,44,5.6
9,7,1,8,34,8,48,5.0
7,1,1,8,36,8,45,4.7
6,7,1,8,37,8,52,6.0
7,1,1,8,42,8,51,4.7
9,7,2,8,42,8,56,5.0
9,7,1,8,45,8,59,5.0
3,4,1,8,46,8,55,4.7
3,1,1,8,49,8,57,4.7
6,2,1,8,51,9,4,5.5
7,1,1,8,51,8,60,4.7
3,9,1,8,53,9,10,4.5
2,1,1,8,54,9,3,5.0
6,1,1,8,54,9,3,4.7
2,1,1,8,58,9,7,5.0
6,3,1,8,58,9,10,4.9
7,4,1,8,58,9,7,4.3
2,1,2,8,59,9,8,5.0
6,1,1,8,59,9,8,4.7
2,1,1,9,1,9,10,4.7
6,1,1,9,2,9,11,4.6
3,1,1,9,7,9,15,4.9
10,9,1,9,7,9,28,5.6
5,7,1,9,17,9,29,5.1
3,5,1,9,18,9,28,7.0
8,4,1,9,18,9,32,5.3
8,2,1,9,21,9,33,5.5
5,2,1,9,23,9,34,4.7
6,1,1,9,23,9,32,4.6
6,7,1,9,29,9,44,5.7
2,4,1,9,30,9,38,4.5
2,1,1,9,33,9,42,4.7
2,4,1,9,35,9,43,4.5
10,3,1,9,38,9,55,4.6
8,2,1,9,43,9,55,5.5
2,4,1,9,44,9,52,4.5
5,2,1,9,48,9,58,4.7
4,2,1,9,54,10,2,4.4
8,2,1,9,56,10,8,5.5
9,7,1,9,56,10,10,5.1
3,4,1,9,58,10,7,4.6
6,1,1,9,58,10,7,4.6
3,5,1,10,1,10,11,6.0
6,3,1,10,1,10,13,5.0
5,7,1,10,2,10,14,4.6
2,1,1,10,3,10,12,4.5
3,9,1,10,4,10,21,4.9
2,1,1,10,5,10,14,4.5
4,9,1,10,5,10,22,5.5
5,1,1,10,5,10,14,5.1
6,8,1,10,5,10,24,5.1
3,4,1,10,7,10,16,4.4
3,9,1,10,9,10,26,4.9
7,4,1,10,9,10,18,4.6
3,1,1,10,10,10,18,4.8
10,3,1,10,11,10,28,9.0
4,2,1,10,12,10,20,4.2
7,4,1,10,12,10,21,4.6
1,9,1,10,13,10,31,6.4
5,8,1,10,13,10,28,4.4
8,1,1,10,13,10,27,5.3
1,10,1,10,15,10,30,5.9
1,10,1,10,17,10,32,5.9
6,7,1,10,17,10,32,5.7
6,3,1,10,18,10,30,5.0
4,2,1,10,19,10,27,4.2
6,1,1,10,20,10,29,4.6
7,1,1,10,20,10,29,4.9
9,1,1,10,20,10,38,7.0
2,1,1,10,21,10,30,4.5
6,1,1,10,21,10,30,4.6
10,4,1,10,21,10,35,4.9
3,4,1,10,22,10,31,4.4
6,7,1,10,22,10,36,5.7
5,3,1,10,24,10,34,5.4
4,7,1,10,25,10,34,4.3
2,1,1,10,27,10,36,4.5
4,7,1,10,27,10,36,4.3
8,4,1,10,27,10,40,5.1
5,1,1,10,30,10,40,5.1
2,6,1,10,31,10,44,4.5
3,1,1,10,31,10,39,4.8
4,3,1,10,31,10,40,4.3
10,3,2,10,31,10,48,9.0
