n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
4,10,1,6,2,6,16,3.8
9,4,1,6,2,6,20,4.6
3,9,1,6,3,6,20,3.9
1,10,1,6,4,6,20,4.5
6,2,1,6,5,6,18,4.2
10,2,1,6,6,6,24,5.3
10,4,2,6,6,6,20,4.3
1,10,1,6,8,6,24,4.5
6,2,1,6,10,6,23,4.2
4,9,1,6,11,6,28,4.1
10,3,1,6,14,6,31,6.2
6,7,1,6,15,6,30,4.2
10,3,1,6,17,6,34,6.2
1,10,1,6,18,6,34,4.5
1,10,1,6,19,6,34,4.5
10,3,1,6,19,6,36,6.2
10,3,1,6,23,6,40,6.2
10,3,1,6,24,6,41,6.2
1,10,1,6,25,6,40,4.5
7,10,1,6,25,6,43,4.7
10,2,1,6,25,6,43,5.3
1,10,1,6,27,6,42,4.5
10,3,1,6,27,6,44,6.2
1,10,1,6,28,6,44,4.5
6,10,1,6,34,6,46,3.9
10,3,1,6,35,6,52,6.2
10,4,1,6,35,6,49,4.3
1,10,1,6,39,6,54,4.5
6,7,1,6,40,6,54,4.2
10,4,1,6,41,6,55,4.3
1,9,1,6,43,7,1,4.8
1,10,1,6,44,6,60,4.5
10,3,1,6,44,7,1,6.2
6,7,2,6,46,7,0,4.2
9,4,1,6,50,7,8,4.6
4,10,1,6,53,7,7,3.8
10,3,1,6,53,7,10,6.2
1,10,1,6,55,7,10,4.5
1,10,1,6,56,7,12,4.5
8,4,1,6,59,7,12,4.1
4,10,1,7,0,7,14,4.0
7,4,1,7,0,7,9,3.2
8,2,1,7,0,7,12,5.0
7,10,1,7,1,7,19,4.7
2,4,1,7,3,7,11,3.3
4,9,1,7,3,7,20,4.6
6,1,1,7,4,7,13,4.2
8,2,1,7,7,7,19,5.0
2,1,1,7,8,7,17,4.6
6,7,1,7,8,7,22,5.1
3,9,1,7,9,7,26,3.9
8,2,1,7,10,7,22,5.0
10,9,1,7,10,7,31,5.8
3,8,1,7,11,7,23,3.5
3,8,1,7,12,7,24,3.5
7,4,1,7,12,7,21,3.2
6,9,1,7,14,7,36,6.6
9,6,1,7,16,7,38,4.5
10,9,1,7,16,7,37,5.8
6,1,1,7,17,7,26,4.2
8,2,2,7,18,7,30,5.0
2,4,1,7,19,7,27,3.3
6,9,1,7,19,7,41,6.6
3,6,1,7,21,7,33,3.8
10,9,1,7,21,7,42,5.8
5,1,2,7,22,7,32,4.5
7,1,1,7,22,7,31,4.1
10,9,1,7,22,7,43,5.8
6,7,1,7,23,7,38,5.1
8,2,1,7,23,7,35,5.0
6,1,1,7,24,7,33,4.2
5,3,1,7,26,7,36,4.6
6,1,1,7,26,7,35,4.2
6,7,1,7,27,7,42,5.1
10,9,1,7,28,7,49,5.8
8,2,1,7,29,7,41,5.0
10,9,1,7,30,7,51,5.8
6,7,1,7,31,7,46,5.1
3,8,1,7,32,7,44,3.5
3,6,1,7,33,7,45,3.8
7,1,1,7,34,7,43,4.1
5,7,1,7,35,7,47,4.3
9,6,1,7,35,7,57,4.5
3,9,1,7,36,7,53,3.9
6,1,2,7,36,7,45,4.2
6,7,1,7,36,7,50,5.1
6,1,1,7,40,7,49,4.2
6,1,2,7,41,7,50,4.2
8,2,1,7,42,7,54,5.0
5,2,1,7,43,7,54,4.2
6,1,1,7,43,7,52,4.2
6,3,1,7,43,7,55,4.2
3,8,1,7,44,7,56,3.5
6,1,1,7,46,7,55,4.2
8,2,1,7,46,7,58,5.0
9,6,1,7,46,8,8,4.5
6,1,1,7,47,7,56,4.2
6,9,1,7,47,8,9,6.6
9,6,1,7,51,8,13,4.5
10,9,1,7,52,8,13,5.8
6,1,1,7,54,8,3,4.2
8,2,1,7,54,8,6,5.0
9,1,1,7,54,8,12,5.8
6,1,1,7,56,8,5,4.2
5,3,1,7,57,8,7,4.6
5,7,1,7,58,8,10,4.3
10,9,1,7,59,8,20,5.8
1,2,1,8,0,8,9,3.6
5,3,1,8,0,8,10,5.6
2,4,1,8,1,8,9,4.6
3,4,1,8,1,8,10,4.7
6,1,1,8,2,8,11,4.7
8,1,1,8,2,8,16,5.5
2,4,1,8,3,8,11,4.6
3,4,1,8,3,8,12,4.7
6,1,1,8,3,8,12,4.7
6,7,1,8,3,8,18,6.0
8,4,2,8,3,8,16,5.2
3,1,1,8,4,8,12,4.7
5,3,2,8,4,8,14,5.6
6,7,1,8,4,8,18,6.0
8,4,1,8,4,8,18,5.2
2,4,1,8,5,8,13,4.6
7,4,1,8,5,8,14,4.3
7,6,1,8,5,8,20,5.1
8,1,1,8,5,8,19,5.5
8,4,1,8,5,8,18,5.2
3,1,1,8,6,8,14,4.7
6,4,1,8,6,8,15,4.2
8,4,1,8,6,8,20,5.2
3,8,1,8,7,8,19,3.9
5,3,1,8,7,8,17,5.6
3,4,1,8,8,8,17,4.7
8,4,1,8,8,8,22,5.2
5,3,1,8,9,8,19,5.6
7,4,1,8,9,8,18,4.3
3,4,1,8,10,8,19,4.7
8,2,1,8,10,8,22,5.4
6,1,1,8,11,8,20,4.7
6,3,1,8,11,8,23,4.9
6,7,1,8,12,8,26,6.0
2,4,1,8,13,8,21,4.6
3,8,1,8,14,8,26,3.9
3,9,1,8,14,8,31,4.5
5,1,1,8,14,8,24,5.4
5,3,1,8,14,8,24,5.6
6,1,2,8,14,8,23,4.7
8,9,1,8,14,8,22,5.0
6,3,1,8,15,8,27,4.9
8,2,1,8,15,8,27,5.4
2,1,1,8,16,8,25,5.0
3,4,1,8,16,8,25,4.7
5,3,2,8,16,8,26,5.6
6,1,1,8,17,8,26,4.7
8,5,1,8,17,8,32,5.3
2,4,1,8,18,8,26,4.6
3,4,2,8,18,8,27,4.7
5,3,1,8,18,8,28,5.6
8,1,1,8,18,8,32,5.5
9,7,1,8,18,8,32,5.0
3,4,1,8,19,8,28,4.7
8,4,1,8,19,8,32,5.2
2,4,1,8,20,8,28,4.6
3,1,1,8,20,8,28,4.7
3,5,1,8,20,8,30,7.0
5,3,1,8,20,8,30,5.6
7,4,1,8,20,8,29,4.3
8,1,1,8,20,8,34,5.5
3,4,1,8,21,8,30,4.7
3,8,1,8,21,8,33,3.9
5,3,2,8,21,8,31,5.6
7,4,1,8,21,8,30,4.3
3,4,1,8,22,8,31,4.7
6,4,1,8,22,8,31,4.2
5,3,1,8,23,8,33,5.6
6,2,1,8,23,8,36,5.5
6,7,1,8,23,8,38,6.0
7,6,1,8,23,8,38,5.1
2,4,1,8,24,8,32,4.6
3,5,1,8,24,8,34,7.0
3,8,1,8,24,8,36,3.9
7,4,1,8,24,8,33,4.3
2,4,1,8,25,8,33,4.6
3,4,2,8,25,8,34,4.7
6,1,1,8,25,8,34,4.7
7,1,1,8,25,8,34,4.7
2,4,1,8,26,8,34,4.6
3,8,1,8,26,8,38,3.9
6,7,1,8,26,8,40,6.0
6,9,1,8,26,8,48,6.9
3,1,1,8,27,8,35,4.7
3,4,1,8,27,8,36,4.7
5,3,1,8,28,8,38,5.6
6,3,1,8,28,8,40,4.9
8,4,1,8,28,8,42,5.2
6,1,1,8,29,8,38,4.7
7,6,1,8,29,8,44,5.1
8,4,1,8,29,8,42,5.2
2,1,1,8,30,8,39,5.0
9,2,1,8,30,8,46,6.1
4,10,1,8,31,8,45,4.0
6,1,1,8,31,8,40,4.7
7,4,1,8,32,8,41,4.3
9,1,1,8,32,8,50,7.7
5,2,1,8,33,8,44,5.1
5,3,1,8,33,8,43,5.6
6,1,1,8,33,8,42,4.7
8,1,1,8,33,8,47,5.5
3,1,1,8,34,8,42,4.7
3,9,1,8,34,8,51,4.5
6,1,1,8,35,8,44,4.7
3,1,1,8,36,8,44,4.7
3,4,1,8,36,8,45,4.7
7,4,1,8,36,8,45,4.3
9,7,1,8,36,8,50,5.0
2,4,1,8,37,8,45,4.6
3,4,1,8,37,8,46,4.7
3,5,1,8,37,8,47,7.0
9,6,1,8,37,8,59,6.5
10,9,1,8,37,8,58,7.1
3,4,1,8,38,8,47,4.7
2,4,1,8,39,8,47,4.6
6,1,1,8,39,8,48,4.7
7,1,1,8,39,8,48,4.7
5,3,1,8,40,8,50,5.6
6,1,1,8,41,8,50,4.7
5,2,1,8,42,8,52,5.1
6,1,1,8,42,8,51,4.7
6,7,1,8,42,8,56,6.0
7,1,1,8,42,8,51,4.7
5,7,1,8,43,8,55,5.0
8,1,2,8,43,8,57,5.5
8,5,1,8,43,8,58,5.3
3,4,1,8,44,8,53,4.7
6,1,1,8,44,8,53,4.7
8,1,1,8,44,8,58,5.5
3,5,1,8,45,8,55,7.0
3,8,1,8,45,8,57,3.9
7,4,1,8,45,8,54,4.3
10,4,1,8,45,8,59,5.3
3,1,1,8,46,8,54,4.7
2,1,1,8,47,8,56,5.0
6,7,2,8,47,9,2,6.0
7,4,1,8,48,8,57,4.3
9,7,1,8,48,9,2,5.0
2,4,1,8,49,8,57,4.6
8,5,1,8,49,9,4,5.3
3,4,1,8,50,8,59,4.7
5,3,1,8,50,8,60,5.6
6,1,2,8,50,8,59,4.7
6,3,1,8,50,9,2,4.9
8,4,1,8,50,9,4,5.2
3,4,1,8,51,8,60,4.7
5,3,1,8,51,9,1,5.6
6,1,1,8,51,9,0,4.7
6,3,1,8,51,9,3,4.9
3,1,1,8,52,8,60,4.7
3,4,1,8,53,9,2,4.7
8,2,1,8,53,9,5,5.4
8,4,1,8,53,9,6,5.2
3,8,1,8,54,9,6,3.9
5,3,1,8,54,9,4,5.6
6,2,1,8,54,9,7,5.5
7,4,1,8,54,9,3,4.3
3,4,1,8,55,9,4,4.7
6,1,1,8,55,9,4,4.7
6,9,1,8,55,9,17,6.9
2,1,1,8,56,9,5,5.0
3,8,1,8,56,9,8,3.9
4,9,1,8,56,9,14,5.4
5,3,2,8,56,9,6,5.6
8,2,1,8,56,9,8,5.4
2,4,1,8,57,9,5,4.6
5,2,1,8,57,9,8,5.1
6,1,1,8,57,9,6,4.7
8,3,1,8,57,9,9,5.3
6,2,1,8,58,9,11,5.5
8,1,1,8,58,9,12,5.5
8,4,1,8,58,9,12,5.2
3,4,1,8,59,9,8,4.7
2,5,1,9,1,9,12,7.5
10,9,1,9,3,9,24,5.6
2,4,1,9,7,9,15,4.5
3,1,1,9,7,9,15,4.9
7,1,1,9,7,9,16,4.6
10,9,1,9,7,9,28,5.6
2,4,1,9,8,9,16,4.5
4,2,1,9,8,9,16,4.4
2,4,1,9,9,9,17,4.5
9,7,1,9,9,9,23,5.1
4,7,1,9,10,9,19,4.4
6,2,1,9,10,9,23,5.5
3,1,1,9,12,9,20,4.9
3,1,1,9,14,9,22,4.9
5,7,1,9,14,9,26,5.1
8,4,1,9,14,9,28,5.3
2,4,1,9,15,9,23,4.5
2,4,1,9,16,9,24,4.5
8,4,1,9,16,9,30,5.3
9,7,1,9,17,9,31,5.1
2,4,1,9,18,9,26,4.5
3,4,2,9,18,9,27,4.6
9,2,1,9,18,9,34,5.8
2,4,1,9,20,9,28,4.5
9,7,1,9,21,9,35,5.1
3,4,2,9,23,9,32,4.6
9,7,1,9,23,9,37,5.1
6,1,1,9,25,9,34,4.6
3,1,1,9,26,9,34,4.9
5,1,1,9,26,9,36,4.7
6,1,1,9,28,9,37,4.6
9,6,1,9,29,9,51,6.1
10,9,1,9,30,9,51,5.6
2,4,1,9,32,9,40,4.5
3,1,1,9,32,9,40,4.9
3,4,2,9,33,9,42,4.6
2,4,1,9,35,9,43,4.5
6,1,1,9,35,9,44,4.6
2,4,3,9,36,9,44,4.5
10,9,1,9,36,9,57,5.6
3,1,1,9,37,9,45,4.9
3,1,1,9,38,9,46,4.9
8,4,1,9,39,9,52,5.3
2,4,1,9,42,9,50,4.5
3,4,1,9,42,9,51,4.6
4,7,1,9,42,9,51,4.4
5,7,1,9,42,9,54,5.1
3,1,1,9,43,9,51,4.9
9,7,1,9,43,9,57,5.1
2,1,1,9,44,9,53,4.7
2,4,2,9,44,9,52,4.5
6,9,1,9,45,10,7,6.8
9,6,1,9,45,10,7,6.1
10,1,1,9,45,10,0,7.4
4,2,1,9,46,9,54,4.4
8,7,1,9,47,9,56,4.1
3,4,1,9,48,9,57,4.6
9,1,1,9,48,10,6,7.4
3,4,1,9,49,9,58,4.6
4,9,1,9,49,10,6,5.4
5,7,1,9,49,10,1,5.1
2,4,1,9,50,9,58,4.5
4,2,1,9,50,9,58,4.4
9,6,1,9,50,10,12,6.1
2,4,1,9,51,9,59,4.5
3,4,1,9,51,9,60,4.6
8,7,1,9,51,10,0,4.1
2,4,1,9,52,9,60,4.5
3,4,1,9,52,10,1,4.6
9,7,1,9,52,10,6,5.1
3,4,1,9,53,10,2,4.6
5,10,1,9,53,10,5,3.3
4,2,1,9,54,10,2,4.4
10,9,1,9,54,10,15,5.6
3,4,1,9,55,10,4,4.6
6,3,1,9,55,10,7,4.7
9,6,1,9,56,10,18,6.1
3,1,1,9,58,10,6,4.9
2,4,1,9,59,10,7,4.5
3,4,1,9,59,10,8,4.6
6,1,1,9,59,10,8,4.6
3,9,1,10,0,10,17,4.9
4,3,1,10,0,10,9,4.3
4,9,1,10,0,10,18,5.5
5,1,1,10,0,10,10,5.1
6,3,1,10,0,10,12,5.0
2,4,2,10,1,10,9,3.6
3,4,1,10,1,10,10,4.4
4,2,2,10,1,10,9,4.2
4,7,1,10,1,10,10,4.3
6,7,1,10,1,10,16,5.7
2,9,1,10,2,10,18,4.6
4,3,1,10,2,10,11,4.3
6,2,3,10,2,10,15,5.9
8,1,1,10,2,10,16,5.3
6,3,1,10,3,10,15,5.0
9,10,1,10,3,10,24,5.9
3,1,1,10,4,10,12,4.8
3,4,1,10,4,10,13,4.4
8,1,1,10,4,10,18,5.3
2,9,1,10,5,10,21,4.6
4,3,1,10,5,10,14,4.3
5,3,1,10,5,10,15,5.4
7,1,1,10,5,10,14,4.9
3,5,1,10,6,10,16,6.0
4,2,2,10,6,10,14,4.2
5,1,2,10,6,10,16,5.1
2,1,1,10,7,10,16,4.5
4,9,1,10,7,10,24,5.5
5,7,1,10,8,10,20,4.6
9,5,1,10,8,10,27,5.3
4,7,1,10,9,10,18,4.3
4,9,1,10,9,10,26,5.5
5,1,1,10,9,10,18,5.1
5,9,1,10,9,10,28,5.8
2,1,1,10,10,10,19,4.5
3,1,1,10,10,10,18,4.8
8,4,1,10,10,10,24,5.1
9,1,1,10,10,10,28,7.0
2,5,1,10,11,10,22,5.6
3,5,1,10,11,10,21,6.0
4,2,1,10,11,10,19,4.2
6,3,1,10,11,10,23,5.0
6,7,1,10,11,10,26,5.7
9,1,1,10,11,10,29,7.0
10,6,1,10,11,10,24,5.0
2,5,1,10,12,10,22,5.6
3,1,1,10,12,10,20,4.8
4,7,1,10,12,10,21,4.3
5,1,1,10,12,10,22,5.1
3,5,1,10,13,10,23,6.0
5,8,1,10,13,10,28,4.4
8,4,1,10,13,10,26,5.1
3,5,2,10,14,10,24,6.0
10,3,1,10,14,10,31,9.0
3,5,1,10,15,10,25,6.0
4,9,1,10,15,10,32,5.5
3,1,1,10,16,10,24,4.8
4,9,1,10,16,10,34,5.5
1,7,1,10,17,10,26,4.0
4,10,1,10,17,10,31,4.1
6,9,1,10,17,10,39,6.6
2,1,1,10,18,10,27,4.5
2,5,1,10,18,10,28,5.6
6,7,1,10,18,10,32,5.7
10,4,1,10,18,10,32,4.9
2,5,1,10,19,10,30,5.6
4,7,1,10,19,10,28,4.3
4,9,1,10,19,10,36,5.5
6,1,1,10,19,10,28,4.6
7,4,1,10,19,10,28,4.6
3,4,1,10,20,10,29,4.4
1,7,1,10,21,10,30,4.0
