n,m,cnt,depT_hr,depT_m,arrT_hr,arrT_m,maxWait_min
10,3,1,6,2,6,19,6.2
10,3,1,6,7,6,24,6.2
1,10,1,6,31,6,46,4.5
10,3,1,6,37,6,54,6.2
4,9,1,6,42,6,60,4.1
1,10,1,6,43,6,58,4.5
4,9,1,6,44,7,2,4.1
4,9,1,6,45,7,2,4.1
1,10,1,6,49,7,4,4.5
1,10,1,6,59,7,14,4.5
6,7,1,6,59,7,14,4.2
1,10,1,7,1,7,16,4.6
3,9,1,7,1,7,18,3.9
5,7,1,7,4,7,16,4.3
7,4,1,7,13,7,22,3.2
7,4,1,7,17,7,26,3.2
7,4,1,7,21,7,30,3.2
7,4,1,7,25,7,34,3.2
3,8,1,7,27,7,39,3.5
6,1,1,7,29,7,38,4.2
6,7,1,7,34,7,48,5.1
6,9,1,7,37,7,59,6.6
6,1,1,7,42,7,51,4.2
5,2,1,7,45,7,56,4.2
10,9,1,7,51,8,12,5.8
10,9,1,7,54,8,15,5.8
5,1,1,7,55,8,4,4.5
8,2,1,7,57,8,9,5.0
2,4,1,8,0,8,8,4.6
2,1,1,8,2,8,11,5.0
3,1,1,8,3,8,11,4.7
7,1,1,8,3,8,12,4.7
3,4,1,8,4,8,13,4.7
10,9,1,8,4,8,25,7.1
3,4,1,8,7,8,16,4.7
6,1,1,8,7,8,16,4.7
8,3,1,8,8,8,20,5.3
5,3,1,8,9,8,19,5.6
6,4,1,8,9,8,18,4.2
5,3,1,8,11,8,21,5.6
9,7,1,8,11,8,25,5.0
3,1,1,8,13,8,21,4.7
3,4,1,8,13,8,22,4.7
6,7,1,8,13,8,28,6.0
6,1,1,8,14,8,23,4.7
8,4,1,8,16,8,30,5.2
8,5,1,8,16,8,32,5.3
3,4,1,8,17,8,26,4.7
5,3,1,8,17,8,27,5.6
9,1,1,8,17,8,35,7.7
5,3,1,8,18,8,28,5.6
2,4,1,8,19,8,27,4.6
5,3,1,8,20,8,30,5.6
7,4,1,8,20,8,29,4.3
8,1,1,8,21,8,35,5.5
3,4,2,8,22,8,31,4.7
6,1,1,8,23,8,32,4.7
4,9,1,8,24,8,42,5.4
6,1,1,8,24,8,33,4.7
5,3,1,8,27,8,37,5.6
5,3,1,8,28,8,38,5.6
7,4,1,8,30,8,39,4.3
5,3,1,8,31,8,41,5.6
3,1,1,8,34,8,42,4.7
3,9,1,8,34,8,51,4.5
6,1,1,8,34,8,43,4.7
6,7,1,8,34,8,48,6.0
8,1,1,8,34,8,48,5.5
3,4,1,8,35,8,44,4.7
5,3,1,8,35,8,45,5.6
2,1,1,8,36,8,45,5.0
5,3,1,8,37,8,47,5.6
8,4,1,8,37,8,50,5.2
6,1,1,8,38,8,47,4.7
2,1,1,8,39,8,48,5.0
2,4,1,8,39,8,47,4.6
3,9,1,8,40,8,57,4.5
5,3,1,8,41,8,51,5.6
7,4,1,8,42,8,51,4.3
8,5,1,8,43,8,58,5.3
2,4,1,8,44,8,52,4.6
2,1,1,8,46,8,55,5.0
6,1,1,8,46,8,55,4.7
8,2,1,8,47,8,59,5.4
4,10,1,8,50,9,4,4.0
8,1,1,8,50,9,4,5.5
6,1,1,8,51,9,0,4.7
5,3,1,8,53,9,3,5.6
8,5,1,8,57,9,12,5.3
3,4,1,8,59,9,8,4.7
8,4,1,8,59,9,12,5.2
6,7,1,9,0,9,14,5.7
4,2,1,9,2,9,10,4.4
6,3,1,9,2,9,14,4.7
4,2,1,9,3,9,11,4.4
2,4,1,9,4,9,12,4.5
8,2,1,9,4,9,16,5.5
2,1,1,9,6,9,15,4.7
3,4,1,9,6,9,15,4.6
2,4,1,9,9,9,17,4.5
3,1,1,9,10,9,18,4.9
2,4,1,9,20,9,28,4.5
8,4,1,9,22,9,36,5.3
5,7,1,9,33,9,45,5.1
3,4,1,9,34,9,43,4.6
5,2,1,9,34,9,44,4.7
2,1,1,9,37,9,46,4.7
2,1,1,9,38,9,47,4.7
5,7,1,9,39,9,51,5.1
6,3,1,9,39,9,51,4.7
2,1,1,9,40,9,49,4.7
5,7,1,9,42,9,54,5.1
3,4,1,9,43,9,52,4.6
2,1,1,9,47,9,56,4.7
2,1,1,9,48,9,57,4.7
2,4,1,9,52,9,60,4.5
6,2,1,9,52,10,5,5.5
8,4,1,9,53,10,6,5.3
9,7,1,9,55,10,9,5.1
2,4,1,10,2,10,10,3.6
4,2,1,10,2,10,10,4.2
3,5,1,10,4,10,14,6.0
9,6,1,10,4,10,26,5.4
3,9,1,10,5,10,22,4.9
3,9,1,10,7,10,24,4.9
10,4,1,10,9,10,23,4.9
1,9,1,10,10,10,28,6.4
3,4,1,10,10,10,19,4.4
4,9,1,10,10,10,28,5.5
4,2,1,10,12,10,20,4.2
2,5,2,10,13,10,24,5.6
3,5,1,10,13,10,23,6.0
5,1,1,10,13,10,22,5.1
9,3,1,10,15,10,32,4.0
3,10,1,10,16,10,33,7.5
4,2,1,10,16,10,24,4.2
8,6,1,10,16,10,35,5.7
10,9,1,10,17,10,38,6.1
8,4,1,10,18,10,32,5.1
8,1,1,10,19,10,33,5.3
3,1,1,10,20,10,28,4.8
6,3,1,10,20,10,32,5.0
2,1,1,10,21,10,30,4.5
4,2,1,10,21,10,29,4.2
4,2,1,10,22,10,30,4.2
2,6,1,10,24,10,37,4.5
