vehicle_id,sequence,event,from_node,to_node,physical_from_node,physical_to_node,start_time,end_time,start_time_hhmm,end_time_hhmm,duration_min,travel_time,travel_distance_km,charging_time,charged_range_km,remaining_range_before,remaining_range_after,onboard_passengers,related_batch_id,movement_type,from_event,to_event
0,0,Stay,1,1,1,1,0,36,05:40,06:16,36,0,0.0,36,0.0,160.0,160.0,0,B14,parking_charging,Position,Pickup
0,1,Pickup,1,1,1,1,36,39,06:16,06:19,3,0,0.0,2,0.0,160.0,160.0,1,B14,pickup_service,Pickup,Pickup
0,2,Stay,1,1,1,1,39,47,06:19,06:27,8,0,0.0,8,0.0,160.0,160.0,1,B14,parking_charging,Position,Movement
0,3,Movement,1,10,1,10,47,60,06:27,06:40,13,13,47.44,0,0.0,160.0,112.56,1,B14,passenger_flight,Position,Delivery
0,4,Delivery,10,10,10,10,60,63,06:40,06:43,3,0,0.0,2,8.534,112.56,121.094,0,B14,delivery_service,Delivery,Delivery
0,5,Stay,10,10,10,10,63,72,06:43,06:52,9,0,0.0,9,38.403,121.094,159.497,0,B46,parking_charging,Position,Pickup
0,6,Pickup,10,10,10,10,72,75,06:52,06:55,3,0,0.0,2,0.503,159.497,160.0,1,B46,pickup_service,Pickup,Pickup
0,7,Pickup,10,10,10,10,75,78,06:55,06:58,3,0,0.0,2,0.0,160.0,160.0,3,B44,pickup_service,Pickup,Pickup
0,8,Movement,10,4,10,4,78,90,06:58,07:10,12,12,42.86,0,0.0,160.0,117.14,3,B46,passenger_flight,Position,Delivery
0,9,Delivery,4,4,4,4,90,93,07:10,07:13,3,0,0.0,2,8.534,117.14,125.674,2,B46,delivery_service,Delivery,Delivery
0,10,Delivery,4,4,4,4,93,96,07:13,07:16,3,0,0.0,2,8.534,125.674,134.208,0,B44,delivery_service,Delivery,Delivery
0,11,Stay,4,4,4,4,96,102,07:16,07:22,6,0,0.0,6,25.602,134.208,159.81,0,B82,parking_charging,Position,Movement
0,12,Movement,4,6,4,6,102,109,07:22,07:29,7,7,22.06,0,0.0,159.81,137.75,0,B82,empty_repositioning,Position,Pickup
0,13,Pickup,6,6,6,6,109,112,07:29,07:32,3,0,0.0,2,8.534,137.75,146.284,1,B82,pickup_service,Pickup,Pickup
0,14,Pickup,6,6,6,6,112,115,07:32,07:35,3,0,0.0,2,8.534,146.284,154.818,2,B80,pickup_service,Pickup,Pickup
0,15,Pickup,6,6,6,6,115,118,07:35,07:38,3,0,0.0,2,5.182,154.818,160.0,3,B90,pickup_service,Pickup,Pickup
0,16,Movement,6,1,6,1,118,125,07:38,07:45,7,7,23.39,0,0.0,160.0,136.61,3,B82,passenger_flight,Position,Delivery
0,17,Delivery,1,1,1,1,125,128,07:45,07:48,3,0,0.0,2,8.534,136.61,145.144,2,B82,delivery_service,Delivery,Delivery
0,18,Delivery,1,1,1,1,128,131,07:48,07:51,3,0,0.0,2,8.534,145.144,153.678,1,B80,delivery_service,Delivery,Delivery
0,19,Delivery,1,1,1,1,131,134,07:51,07:54,3,0,0.0,2,6.322,153.678,160.0,0,B90,delivery_service,Delivery,Delivery
0,20,Stay,1,1,1,1,134,140,07:54,08:00,6,0,0.0,6,0.0,160.0,160.0,0,B118,parking_charging,Position,Movement
0,21,Movement,1,6,1,6,140,147,08:00,08:07,7,7,23.39,0,0.0,160.0,136.61,0,B118,empty_repositioning,Position,Pickup
0,22,Pickup,6,6,6,6,147,150,08:07,08:10,3,0,0.0,2,8.534,136.61,145.144,1,B118,pickup_service,Pickup,Pickup
0,23,Movement,6,1,6,1,150,157,08:10,08:17,7,7,23.39,0,0.0,145.144,121.754,1,B118,passenger_flight,Position,Delivery
0,24,Delivery,1,1,1,1,157,160,08:17,08:20,3,0,0.0,2,8.534,121.754,130.288,0,B118,delivery_service,Delivery,Delivery
0,25,Movement,1,6,1,6,160,167,08:20,08:27,7,7,23.39,0,0.0,130.288,106.898,0,B207,empty_repositioning,Position,Pickup
0,26,Pickup,6,6,6,6,167,170,08:27,08:30,3,0,0.0,2,8.534,106.898,115.432,1,B207,pickup_service,Pickup,Pickup
0,27,Movement,6,1,6,1,170,177,08:30,08:37,7,7,23.39,0,0.0,115.432,92.042,1,B207,passenger_flight,Position,Delivery
0,28,Delivery,1,1,1,1,177,180,08:37,08:40,3,0,0.0,2,8.534,92.042,100.576,0,B207,delivery_service,Delivery,Delivery
0,29,Stay,1,1,1,1,180,185,08:40,08:45,5,0,0.0,5,21.335,100.576,121.911,0,B321,parking_charging,Position,Movement
0,30,Movement,1,6,1,6,185,192,08:45,08:52,7,7,23.39,0,0.0,121.911,98.521,0,B321,empty_repositioning,Position,Pickup
0,31,Pickup,6,6,6,6,192,195,08:52,08:55,3,0,0.0,2,8.534,98.521,107.055,1,B321,pickup_service,Pickup,Pickup
0,32,Pickup,6,6,6,6,195,198,08:55,08:58,3,0,0.0,2,8.534,107.055,115.589,2,B316,pickup_service,Pickup,Pickup
0,33,Pickup,6,6,6,6,198,201,08:58,09:01,3,0,0.0,2,8.534,115.589,124.123,4,B333,pickup_service,Pickup,Pickup
0,34,Movement,6,1,6,1,201,208,09:01,09:08,7,7,23.39,0,0.0,124.123,100.733,4,B316,passenger_flight,Position,Delivery
0,35,Delivery,1,1,1,1,208,211,09:08,09:11,3,0,0.0,2,8.534,100.733,109.267,3,B316,delivery_service,Delivery,Delivery
0,36,Delivery,1,1,1,1,211,214,09:11,09:14,3,0,0.0,2,8.534,109.267,117.801,2,B321,delivery_service,Delivery,Delivery
0,37,Delivery,1,1,1,1,214,217,09:14,09:17,3,0,0.0,2,8.534,117.801,126.335,0,B333,delivery_service,Delivery,Delivery
0,38,Pickup,1,1,1,1,217,220,09:17,09:20,3,0,0.0,2,8.534,126.335,134.869,1,B392,pickup_service,Pickup,Pickup
0,39,Movement,1,10,1,10,220,233,09:20,09:33,13,13,47.44,0,0.0,134.869,87.429,1,B392,passenger_flight,Position,Delivery
0,40,Delivery,10,10,10,10,233,236,09:33,09:36,3,0,0.0,2,8.534,87.429,95.963,0,B392,delivery_service,Delivery,Delivery
0,41,Pickup,10,10,10,10,236,239,09:36,09:39,3,0,0.0,2,8.534,95.963,104.497,1,B440,pickup_service,Pickup,Pickup
0,42,Stay,10,10,10,10,239,247,09:39,09:47,8,0,0.0,8,34.136,104.497,138.633,1,B440,parking_charging,Position,Movement
0,43,Movement,10,1,10,1,247,260,09:47,10:00,13,13,47.44,0,0.0,138.633,91.193,1,B440,passenger_flight,Position,Delivery
0,44,Delivery,1,1,1,1,260,263,10:00,10:03,3,0,0.0,2,8.534,91.193,99.727,0,B440,delivery_service,Delivery,Delivery
0,45,Stay,1,1,1,1,263,266,10:03,10:06,3,0,0.0,3,12.801,99.727,112.528,0,B525,parking_charging,Position,Pickup
0,46,Pickup,1,1,1,1,266,269,10:06,10:09,3,0,0.0,2,8.534,112.528,121.062,1,B525,pickup_service,Pickup,Pickup
0,47,Movement,1,4,1,4,269,273,10:09,10:13,4,4,4.98,0,0.0,121.062,116.082,1,B578,passenger_flight,Position,Pickup
0,48,Pickup,4,4,4,4,273,276,10:13,10:16,3,0,0.0,2,8.534,116.082,124.616,2,B578,pickup_service,Pickup,Pickup
0,49,Movement,4,7,4,7,276,283,10:16,10:23,7,7,21.43,0,0.0,124.616,103.186,2,B525,passenger_flight,Position,Delivery
0,50,Delivery,7,7,7,7,283,286,10:23,10:26,3,0,0.0,2,8.534,103.186,111.72,1,B525,delivery_service,Delivery,Delivery
0,51,Delivery,7,7,7,7,286,289,10:26,10:29,3,0,0.0,2,8.534,111.72,120.254,0,B578,delivery_service,Delivery,Delivery
0,52,Pickup,7,7,7,7,289,292,10:29,10:32,3,0,0.0,2,8.534,120.254,128.788,3,B649,pickup_service,Pickup,Pickup
0,53,Stay,7,7,7,7,292,293,10:32,10:33,1,0,0.0,1,4.267,128.788,133.055,3,B684,parking_charging,Position,Pickup
0,54,Pickup,7,7,7,7,293,296,10:33,10:36,3,0,0.0,2,8.534,133.055,141.589,4,B684,pickup_service,Pickup,Pickup
0,55,Movement,7,4,7,4,296,303,10:36,10:43,7,7,21.43,0,0.0,141.589,120.159,4,B649,passenger_flight,Position,Delivery
0,56,Delivery,4,4,4,4,303,306,10:43,10:46,3,0,0.0,2,8.534,120.159,128.693,1,B649,delivery_service,Delivery,Delivery
0,57,Delivery,4,4,4,4,306,309,10:46,10:49,3,0,0.0,2,8.534,128.693,137.227,0,B684,delivery_service,Delivery,Delivery
0,58,Stay,4,4,4,4,309,314,10:49,10:54,5,0,0.0,5,21.335,137.227,158.562,0,B802,parking_charging,Position,Pickup
0,59,Pickup,4,4,4,4,314,317,10:54,10:57,3,0,0.0,2,1.438,158.562,160.0,4,B802,pickup_service,Pickup,Pickup
0,60,Movement,4,7,4,7,317,324,10:57,11:04,7,7,21.43,0,0.0,160.0,138.57,4,B802,passenger_flight,Position,Delivery
0,61,Delivery,7,7,7,7,324,327,11:04,11:07,3,0,0.0,2,8.534,138.57,147.104,0,B802,delivery_service,Delivery,Delivery
0,62,Pickup,7,7,7,7,327,330,11:07,11:10,3,0,0.0,2,8.534,147.104,155.638,1,B840,pickup_service,Pickup,Pickup
0,63,Pickup,7,7,7,7,330,333,11:10,11:13,3,0,0.0,2,4.362,155.638,160.0,3,B875,pickup_service,Pickup,Pickup
0,64,Movement,7,4,7,4,333,340,11:13,11:20,7,7,21.43,0,0.0,160.0,138.57,3,B840,passenger_flight,Position,Delivery
0,65,Delivery,4,4,4,4,340,343,11:20,11:23,3,0,0.0,2,8.534,138.57,147.104,2,B840,delivery_service,Delivery,Delivery
0,66,Stay,4,4,4,4,343,347,11:23,11:27,4,0,0.0,4,12.896,147.104,160.0,2,B875,parking_charging,Position,Delivery
0,67,Delivery,4,4,4,4,347,350,11:27,11:30,3,0,0.0,2,0.0,160.0,160.0,0,B875,delivery_service,Delivery,Delivery
0,68,Stay,4,4,4,4,350,357,11:30,11:37,7,0,0.0,7,0.0,160.0,160.0,0,B999,parking_charging,Position,Pickup
0,69,Pickup,4,4,4,4,357,360,11:37,11:40,3,0,0.0,2,0.0,160.0,160.0,1,B999,pickup_service,Pickup,Pickup
0,70,Stay,4,4,4,4,360,369,11:40,11:49,9,0,0.0,9,0.0,160.0,160.0,1,B999,parking_charging,Position,Movement
0,71,Movement,4,7,4,7,369,376,11:49,11:56,7,7,21.43,0,0.0,160.0,138.57,1,B999,passenger_flight,Position,Delivery
0,72,Delivery,7,7,7,7,376,379,11:56,11:59,3,0,0.0,2,8.534,138.57,147.104,0,B999,delivery_service,Delivery,Delivery
0,73,Stay,7,7,7,7,379,381,11:59,12:01,2,0,0.0,2,8.534,147.104,155.638,0,B1073,parking_charging,Position,Pickup
0,74,Pickup,7,7,7,7,381,384,12:01,12:04,3,0,0.0,2,4.362,155.638,160.0,1,B1073,pickup_service,Pickup,Pickup
0,75,Stay,7,7,7,7,384,390,12:04,12:10,6,0,0.0,6,0.0,160.0,160.0,1,B1088,parking_charging,Position,Pickup
0,76,Pickup,7,7,7,7,390,393,12:10,12:13,3,0,0.0,2,0.0,160.0,160.0,2,B1088,pickup_service,Pickup,Pickup
0,77,Movement,7,1,7,1,393,400,12:13,12:20,7,7,21.03,0,0.0,160.0,138.97,2,B1073,passenger_flight,Position,Delivery
0,78,Delivery,1,1,1,1,400,403,12:20,12:23,3,0,0.0,2,8.534,138.97,147.504,1,B1073,delivery_service,Delivery,Delivery
0,79,Delivery,1,1,1,1,403,406,12:23,12:26,3,0,0.0,2,8.534,147.504,156.038,0,B1088,delivery_service,Delivery,Delivery
0,80,Stay,1,1,1,1,406,430,12:26,12:50,24,0,0.0,24,3.962,156.038,160.0,0,B1190,parking_charging,Position,Pickup
0,81,Pickup,1,1,1,1,430,433,12:50,12:53,3,0,0.0,2,0.0,160.0,160.0,1,B1190,pickup_service,Pickup,Pickup
0,82,Stay,1,1,1,1,433,438,12:53,12:58,5,0,0.0,5,0.0,160.0,160.0,1,B1208,parking_charging,Position,Pickup
0,83,Pickup,1,1,1,1,438,441,12:58,13:01,3,0,0.0,2,0.0,160.0,160.0,2,B1208,pickup_service,Pickup,Pickup
0,84,Movement,1,7,1,7,441,448,13:01,13:08,7,7,21.03,0,0.0,160.0,138.97,2,B1190,passenger_flight,Position,Delivery
0,85,Delivery,7,7,7,7,448,451,13:08,13:11,3,0,0.0,2,8.534,138.97,147.504,1,B1190,delivery_service,Delivery,Delivery
0,86,Delivery,7,7,7,7,451,454,13:11,13:14,3,0,0.0,2,8.534,147.504,156.038,0,B1208,delivery_service,Delivery,Delivery
0,87,Pickup,7,7,7,7,454,457,13:14,13:17,3,0,0.0,2,3.962,156.038,160.0,1,B1240,pickup_service,Pickup,Pickup
0,88,Pickup,7,7,7,7,457,460,13:17,13:20,3,0,0.0,2,0.0,160.0,160.0,3,B1230,pickup_service,Pickup,Pickup
0,89,Movement,7,1,7,1,460,467,13:20,13:27,7,7,21.03,0,0.0,160.0,138.97,3,B1230,passenger_flight,Position,Delivery
0,90,Delivery,1,1,1,1,467,470,13:27,13:30,3,0,0.0,2,8.534,138.97,147.504,1,B1230,delivery_service,Delivery,Delivery
0,91,Delivery,1,1,1,1,470,473,13:30,13:33,3,0,0.0,2,8.534,147.504,156.038,0,B1240,delivery_service,Delivery,Delivery
0,92,Stay,1,1,1,1,473,510,13:33,14:10,37,0,0.0,37,3.962,156.038,160.0,0,B1373,parking_charging,Position,Pickup
0,93,Pickup,1,1,1,1,510,513,14:10,14:13,3,0,0.0,2,0.0,160.0,160.0,1,B1373,pickup_service,Pickup,Pickup
0,94,Pickup,1,1,1,1,513,516,14:13,14:16,3,0,0.0,2,0.0,160.0,160.0,4,B1383,pickup_service,Pickup,Pickup
0,95,Movement,1,7,1,7,516,523,14:16,14:23,7,7,21.03,0,0.0,160.0,138.97,4,B1373,passenger_flight,Position,Delivery
0,96,Delivery,7,7,7,7,523,526,14:23,14:26,3,0,0.0,2,8.534,138.97,147.504,3,B1373,delivery_service,Delivery,Delivery
0,97,Delivery,7,7,7,7,526,529,14:26,14:29,3,0,0.0,2,8.534,147.504,156.038,0,B1383,delivery_service,Delivery,Delivery
0,98,Pickup,7,7,7,7,529,532,14:29,14:32,3,0,0.0,2,3.962,156.038,160.0,1,B1438,pickup_service,Pickup,Pickup
0,99,Stay,7,7,7,7,532,534,14:32,14:34,2,0,0.0,2,0.0,160.0,160.0,1,B1488,parking_charging,Position,Pickup
0,100,Pickup,7,7,7,7,534,537,14:34,14:37,3,0,0.0,2,0.0,160.0,160.0,3,B1488,pickup_service,Pickup,Pickup
0,101,Movement,7,1,7,1,537,544,14:37,14:44,7,7,21.03,0,0.0,160.0,138.97,3,B1438,passenger_flight,Position,Delivery
0,102,Delivery,1,1,1,1,544,547,14:44,14:47,3,0,0.0,2,8.534,138.97,147.504,2,B1438,delivery_service,Delivery,Delivery
0,103,Stay,1,1,1,1,547,553,14:47,14:53,6,0,0.0,6,12.496,147.504,160.0,2,B1488,parking_charging,Position,Delivery
0,104,Delivery,1,1,1,1,553,556,14:53,14:56,3,0,0.0,2,0.0,160.0,160.0,0,B1488,delivery_service,Delivery,Delivery
0,105,Stay,1,1,1,1,556,558,14:56,14:58,2,0,0.0,2,0.0,160.0,160.0,0,B1580,parking_charging,Position,Pickup
0,106,Pickup,1,1,1,1,558,561,14:58,15:01,3,0,0.0,2,0.0,160.0,160.0,1,B1580,pickup_service,Pickup,Pickup
0,107,Stay,1,1,1,1,561,570,15:01,15:10,9,0,0.0,9,0.0,160.0,160.0,1,B1580,parking_charging,Position,Movement
0,108,Movement,1,2,1,2,570,577,15:10,15:17,7,7,13.61,0,0.0,160.0,146.39,1,B1580,passenger_flight,Position,Delivery
0,109,Delivery,2,2,2,2,577,580,15:17,15:20,3,0,0.0,2,8.534,146.39,154.924,0,B1580,delivery_service,Delivery,Delivery
0,110,Stay,2,2,2,2,580,606,15:20,15:46,26,0,0.0,26,5.076,154.924,160.0,0,B1781,parking_charging,Position,Pickup
0,111,Pickup,2,2,2,2,606,609,15:46,15:49,3,0,0.0,2,0.0,160.0,160.0,2,B1781,pickup_service,Pickup,Pickup
0,112,Pickup,2,2,2,2,609,612,15:49,15:52,3,0,0.0,2,0.0,160.0,160.0,4,B1769,pickup_service,Pickup,Pickup
0,113,Movement,2,5,2,5,612,620,15:52,16:00,8,8,27.57,0,0.0,160.0,132.43,4,B1781,passenger_flight,Position,Delivery
0,114,Delivery,5,5,5,5,620,623,16:00,16:03,3,0,0.0,2,8.534,132.43,140.964,2,B1781,delivery_service,Delivery,Delivery
0,115,Delivery,5,5,5,5,623,626,16:03,16:06,3,0,0.0,2,8.534,140.964,149.498,0,B1769,delivery_service,Delivery,Delivery
0,116,Pickup,5,5,5,5,626,629,16:06,16:09,3,0,0.0,2,8.534,149.498,158.032,1,B1868,pickup_service,Pickup,Pickup
0,117,Pickup,5,5,5,5,629,632,16:09,16:12,3,0,0.0,2,1.968,158.032,160.0,3,B1887,pickup_service,Pickup,Pickup
0,118,Stay,5,5,5,5,632,635,16:12,16:15,3,0,0.0,3,0.0,160.0,160.0,3,B1868,parking_charging,Position,Movement
0,119,Movement,5,9,5,9,635,652,16:15,16:32,17,17,62.04,0,0.0,160.0,97.96,3,B1868,passenger_flight,Position,Delivery
0,120,Delivery,9,9,9,9,652,655,16:32,16:35,3,0,0.0,2,8.534,97.96,106.494,2,B1868,delivery_service,Delivery,Delivery
0,121,Delivery,9,9,9,9,655,658,16:35,16:38,3,0,0.0,2,8.534,106.494,115.028,0,B1887,delivery_service,Delivery,Delivery
0,122,Stay,9,9,9,9,658,690,16:38,17:10,32,0,0.0,32,44.972,115.028,160.0,0,B2377,parking_charging,Position,Pickup
0,123,Pickup,9,9,9,9,690,693,17:10,17:13,3,0,0.0,2,0.0,160.0,160.0,4,B2377,pickup_service,Pickup,Pickup
0,124,Movement,9,4,9,4,693,708,17:13,17:28,15,15,55.47,0,0.0,160.0,104.53,4,B2377,passenger_flight,Position,Delivery
0,125,Delivery,4,4,4,4,708,711,17:28,17:31,3,0,0.0,2,8.534,104.53,113.064,0,B2377,delivery_service,Delivery,Delivery
0,126,Stay,4,4,4,4,711,713,17:31,17:33,2,0,0.0,2,8.534,113.064,121.598,0,B2633,parking_charging,Position,Pickup
0,127,Pickup,4,4,4,4,713,716,17:33,17:36,3,0,0.0,2,8.534,121.598,130.132,4,B2633,pickup_service,Pickup,Pickup
0,128,Movement,4,2,4,2,716,722,17:36,17:42,6,6,16.13,0,0.0,130.132,114.002,4,B2633,passenger_flight,Position,Delivery
0,129,Delivery,2,2,2,2,722,725,17:42,17:45,3,0,0.0,2,8.534,114.002,122.536,0,B2633,delivery_service,Delivery,Delivery
0,130,Stay,2,2,2,2,725,734,17:45,17:54,9,0,0.0,9,37.464,122.536,160.0,0,B2863,parking_charging,Position,Pickup
0,131,Pickup,2,2,2,2,734,737,17:54,17:57,3,0,0.0,2,0.0,160.0,160.0,4,B2863,pickup_service,Pickup,Pickup
0,132,Movement,2,4,2,4,737,743,17:57,18:03,6,6,16.13,0,0.0,160.0,143.87,4,B2863,passenger_flight,Position,Delivery
0,133,Delivery,4,4,4,4,743,746,18:03,18:06,3,0,0.0,2,8.534,143.87,152.404,0,B2863,delivery_service,Delivery,Delivery
0,134,Stay,4,4,4,4,746,749,18:06,18:09,3,0,0.0,3,7.596,152.404,160.0,0,B2980,parking_charging,Position,Pickup
0,135,Pickup,4,4,4,4,749,752,18:09,18:12,3,0,0.0,2,0.0,160.0,160.0,4,B2980,pickup_service,Pickup,Pickup
0,136,Movement,4,3,4,3,752,759,18:12,18:19,7,7,12.6,0,0.0,160.0,147.4,4,B2980,passenger_flight,Position,Delivery
0,137,Delivery,3,3,3,3,759,762,18:19,18:22,3,0,0.0,2,8.534,147.4,155.934,0,B2980,delivery_service,Delivery,Delivery
0,138,Stay,3,3,3,3,762,763,18:22,18:23,1,0,0.0,1,4.066,155.934,160.0,0,B3103,parking_charging,Position,Movement
0,139,Movement,3,1,3,1,763,769,18:23,18:29,6,6,9.61,0,0.0,160.0,150.39,0,B3103,empty_repositioning,Position,Pickup
0,140,Pickup,1,1,1,1,769,772,18:29,18:32,3,0,0.0,2,8.534,150.39,158.924,1,B3103,pickup_service,Pickup,Pickup
0,141,Pickup,1,1,1,1,772,775,18:32,18:35,3,0,0.0,2,1.076,158.924,160.0,2,B3068,pickup_service,Pickup,Pickup
0,142,Movement,1,2,1,2,775,782,18:35,18:42,7,7,13.61,0,0.0,160.0,146.39,2,B3103,passenger_flight,Position,Delivery
0,143,Delivery,2,2,2,2,782,785,18:42,18:45,3,0,0.0,2,8.534,146.39,154.924,1,B3103,delivery_service,Delivery,Delivery
0,144,Delivery,2,2,2,2,785,788,18:45,18:48,3,0,0.0,2,5.076,154.924,160.0,0,B3068,delivery_service,Delivery,Delivery
