revenue,num_vehicles,total_penalty,total_objectives,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty,is_best_total_objectives
110000,50,22638246,102400159,642,100,742,822.521,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_50,False,False
110000,55,21247223,101129040,648,94,742,822.97,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_55,False,False
110000,60,19666827,100155830,655,87,742,823.473,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_60,False,False
110000,65,18996388,100956512,658,84,742,822.922,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_65,False,False
110000,70,16662048,99442189,668,74,742,823.844,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_70,False,False
110000,75,16883525,98347999,667,75,742,822.709,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_75,False,False
110000,80,15302023,98092200,674,68,742,823.414,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_80,False,False
110000,85,14613323,98555901,677,65,742,823.276,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_85,False,False
110000,90,13451892,97651775,682,60,742,823.531,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_90,False,False
110000,95,13913937,98315913,680,62,742,823.302,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_95,False,False
110000,100,11610968,97489712,690,52,742,823.849,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_100,False,False
110000,105,10700351,96527160,694,48,742,824.083,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_105,False,False
110000,110,10472546,97222335,695,47,742,823.746,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_110,False,False
110000,115,10475754,97074478,695,47,742,824.113,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_115,False,False
110000,120,10475754,96149128,695,47,742,823.955,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_120,False,False
110000,125,10485623,96883717,695,47,742,824.095,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_125,False,False
110000,130,9345666,95886808,700,42,742,823.978,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_130,False,True
110000,135,9345666,96736172,700,42,742,824.064,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_135,False,False
110000,140,9114044,97188629,701,41,742,824.411,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_140,False,False
110000,145,8677541,97305914,703,39,742,823.94,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_145,False,False
110000,150,8672584,96071107,703,39,742,823.554,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d1000\Penalty_Per_Vehicles\110000\vehicles_150,True,False
